,Codi_provincia,Provincia,Codi_municipi,Municipi,Estacio,Codi_Contaminant,Any,Mes,Dia,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24,nom_cabina,codi_dtes,zqa,codi_eoi,Longitud,Latitud,ubicacio,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Clas_1,Clas_2,Desc_Contaminant,Unitats
513,8,Barcelona,19,Barcelona,44,10,2021,1,18,19.0,V,17.0,V,15.0,V,15.0,V,18.0,V,15.0,V,14.0,V,18.0,V,28.0,V,47.0,V,,N,,N,11.0,V,21.0,V,30.0,V,26.0,V,29.0,V,30.0,V,32.0,V,31.0,V,25.0,V,26.0,V,27.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
514,8,Barcelona,19,Barcelona,44,10,2021,1,19,16.0,V,15.0,V,15.0,V,12.0,V,12.0,V,11.0,V,9.0,V,9.0,V,15.0,V,28.0,V,29.0,V,32.0,V,27.0,V,30.0,V,27.0,V,28.0,V,29.0,V,26.0,V,22.0,V,20.0,V,17.0,V,14.0,V,13.0,V,10.0,V,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
515,8,Barcelona,19,Barcelona,44,10,2021,1,20,9.0,V,10.0,V,13.0,V,16.0,V,13.0,V,12.0,V,16.0,V,20.0,V,23.0,V,32.0,V,37.0,V,37.0,V,35.0,V,33.0,V,29.0,V,28.0,V,30.0,V,30.0,V,25.0,V,20.0,V,24.0,V,26.0,V,22.0,V,20.0,V,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
516,8,Barcelona,19,Barcelona,44,10,2021,1,21,18.0,V,19.0,V,19.0,V,17.0,V,12.0,V,12.0,V,10.0,V,11.0,V,15.0,V,21.0,V,29.0,V,21.0,V,25.0,V,16.0,V,10.0,V,14.0,V,21.0,V,25.0,V,18.0,V,15.0,V,14.0,V,35.0,V,30.0,V,25.0,V,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
517,8,Barcelona,19,Barcelona,44,10,2021,1,22,8.0,V,6.0,V,10.0,V,12.0,V,10.0,V,11.0,V,10.0,V,7.0,V,16.0,V,25.0,V,4.0,V,5.0,V,9.0,V,11.0,V,17.0,V,18.0,V,15.0,V,14.0,V,12.0,V,9.0,V,8.0,V,7.0,V,7.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
518,8,Barcelona,19,Barcelona,44,10,2021,1,23,5.0,V,4.0,V,5.0,V,6.0,V,5.0,V,5.0,V,5.0,V,6.0,V,7.0,V,6.0,V,9.0,V,9.0,V,8.0,V,7.0,V,7.0,V,8.0,V,8.0,V,9.0,V,9.0,V,9.0,V,7.0,V,8.0,V,9.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
519,8,Barcelona,19,Barcelona,44,10,2021,1,24,10.0,V,9.0,V,10.0,V,9.0,V,3.0,V,6.0,V,7.0,V,12.0,V,14.0,V,14.0,V,18.0,V,16.0,V,12.0,V,11.0,V,13.0,V,2.0,V,6.0,V,9.0,V,7.0,V,7.0,V,7.0,V,9.0,V,7.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
520,8,Barcelona,19,Barcelona,44,10,2021,1,25,6.0,V,5.0,V,5.0,V,4.0,V,6.0,V,6.0,V,7.0,V,10.0,V,14.0,V,19.0,V,22.0,V,25.0,V,24.0,V,19.0,V,14.0,V,16.0,V,24.0,V,22.0,V,19.0,V,17.0,V,13.0,V,12.0,V,10.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
521,8,Barcelona,19,Barcelona,44,10,2021,1,26,11.0,V,11.0,V,15.0,V,11.0,V,9.0,V,9.0,V,5.0,V,10.0,V,18.0,V,19.0,V,21.0,V,25.0,V,21.0,V,27.0,V,27.0,V,24.0,V,30.0,V,26.0,V,27.0,V,26.0,V,23.0,V,21.0,V,18.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
522,8,Barcelona,19,Barcelona,44,10,2021,1,27,9.0,V,8.0,V,7.0,V,4.0,V,9.0,V,10.0,V,9.0,V,13.0,V,23.0,V,33.0,V,46.0,V,58.0,V,59.0,V,47.0,V,37.0,V,25.0,V,28.0,V,22.0,V,40.0,V,27.0,V,33.0,V,41.0,V,47.0,V,45.0,V,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
523,8,Barcelona,19,Barcelona,44,10,2021,1,28,43.0,V,33.0,V,26.0,V,28.0,V,23.0,V,17.0,V,13.0,V,18.0,V,23.0,V,23.0,V,21.0,V,18.0,V,24.0,V,28.0,V,23.0,V,29.0,V,33.0,V,27.0,V,31.0,V,27.0,V,26.0,V,21.0,V,19.0,V,17.0,V,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
524,8,Barcelona,19,Barcelona,44,10,2021,1,29,20.0,V,24.0,V,26.0,V,16.0,V,5.0,V,5.0,V,6.0,V,8.0,V,18.0,V,19.0,V,17.0,V,19.0,V,17.0,V,18.0,V,15.0,V,17.0,V,19.0,V,24.0,V,32.0,V,24.0,V,24.0,V,24.0,V,21.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
525,8,Barcelona,19,Barcelona,44,10,2021,1,30,18.0,V,17.0,V,14.0,V,17.0,V,12.0,V,9.0,V,2.0,V,12.0,V,3.0,V,5.0,V,10.0,V,11.0,V,16.0,V,15.0,V,16.0,V,15.0,V,11.0,V,15.0,V,8.0,V,11.0,V,9.0,V,6.0,V,4.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
526,8,Barcelona,19,Barcelona,44,10,2021,1,31,3.0,V,4.0,V,7.0,V,7.0,V,8.0,V,11.0,V,9.0,V,11.0,V,12.0,V,12.0,V,13.0,V,9.0,V,14.0,V,16.0,V,13.0,V,13.0,V,13.0,V,13.0,V,14.0,V,13.0,V,10.0,V,9.0,V,11.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit,PM10,Âµg/mÂ³
527,8,Barcelona,19,Barcelona,54,10,2021,1,1,3.0,V,5.0,V,4.0,V,3.0,V,5.0,V,7.0,V,4.0,V,6.0,V,5.0,V,6.0,V,7.0,V,7.0,V,2.0,V,2.0,V,6.0,V,9.0,V,8.0,V,6.0,V,6.0,V,6.0,V,6.0,V,5.0,V,3.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
528,8,Barcelona,19,Barcelona,54,10,2021,1,2,5.0,V,4.0,V,3.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,3.0,V,4.0,V,4.0,V,6.0,V,5.0,V,5.0,V,5.0,V,6.0,V,7.0,V,7.0,V,7.0,V,10.0,V,13.0,V,17.0,V,19.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
529,8,Barcelona,19,Barcelona,54,10,2021,1,3,14.0,V,7.0,V,2.0,V,3.0,V,3.0,V,2.0,V,1.0,V,3.0,V,3.0,V,3.0,V,4.0,V,3.0,V,3.0,V,3.0,V,5.0,V,8.0,V,6.0,V,7.0,V,11.0,V,11.0,V,14.0,V,17.0,V,16.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
530,8,Barcelona,19,Barcelona,54,10,2021,1,4,10.0,V,9.0,V,8.0,V,8.0,V,14.0,V,7.0,V,2.0,V,3.0,V,4.0,V,4.0,V,7.0,V,9.0,V,7.0,V,3.0,V,2.0,V,5.0,V,8.0,V,7.0,V,8.0,V,13.0,V,11.0,V,10.0,V,11.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
531,8,Barcelona,19,Barcelona,54,10,2021,1,5,8.0,V,8.0,V,6.0,V,3.0,V,3.0,V,4.0,V,6.0,V,8.0,V,12.0,V,12.0,V,10.0,V,5.0,V,5.0,V,8.0,V,12.0,V,9.0,V,9.0,V,8.0,V,8.0,V,11.0,V,,N,,N,,N,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
532,8,Barcelona,19,Barcelona,54,10,2021,1,6,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
533,8,Barcelona,19,Barcelona,54,10,2021,1,7,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
534,8,Barcelona,19,Barcelona,54,10,2021,1,8,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,36.0,V,42.0,V,36.0,V,33.0,V,32.0,V,29.0,V,28.0,V,29.0,V,24.0,V,30.0,V,21.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
535,8,Barcelona,19,Barcelona,54,10,2021,1,9,3.0,V,12.0,V,11.0,V,5.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,5.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,2.0,V,3.0,V,3.0,V,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
536,8,Barcelona,19,Barcelona,54,10,2021,1,10,2.0,V,1.0,V,1.0,V,2.0,V,2.0,V,1.0,V,1.0,V,3.0,V,2.0,V,1.0,V,4.0,V,6.0,V,3.0,V,3.0,V,3.0,V,5.0,V,3.0,V,8.0,V,11.0,V,8.0,V,10.0,V,4.0,V,4.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
537,8,Barcelona,19,Barcelona,54,10,2021,1,11,3.0,V,3.0,V,2.0,V,1.0,V,5.0,V,6.0,V,6.0,V,7.0,V,11.0,V,10.0,V,10.0,V,10.0,V,6.0,V,7.0,V,4.0,V,4.0,V,6.0,V,8.0,V,10.0,V,10.0,V,10.0,V,9.0,V,9.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
538,8,Barcelona,19,Barcelona,54,10,2021,1,12,10.0,V,8.0,V,7.0,V,5.0,V,5.0,V,7.0,V,7.0,V,6.0,V,8.0,V,11.0,V,8.0,V,9.0,V,8.0,V,7.0,V,9.0,V,6.0,V,7.0,V,7.0,V,7.0,V,10.0,V,10.0,V,8.0,V,14.0,V,10.0,V,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
539,8,Barcelona,19,Barcelona,54,10,2021,1,13,8.0,V,7.0,V,7.0,V,3.0,V,6.0,V,6.0,V,5.0,V,5.0,V,5.0,V,7.0,V,10.0,V,8.0,V,7.0,V,8.0,V,8.0,V,9.0,V,14.0,V,10.0,V,4.0,V,5.0,V,6.0,V,5.0,V,3.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
540,8,Barcelona,19,Barcelona,54,10,2021,1,14,3.0,V,2.0,V,4.0,V,5.0,V,4.0,V,3.0,V,2.0,V,5.0,V,5.0,V,8.0,V,7.0,V,10.0,V,7.0,V,5.0,V,1.0,V,3.0,V,5.0,V,5.0,V,8.0,V,8.0,V,6.0,V,6.0,V,6.0,V,5.0,V,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
541,8,Barcelona,19,Barcelona,54,10,2021,1,15,5.0,V,6.0,V,5.0,V,2.0,V,2.0,V,2.0,V,3.0,V,3.0,V,4.0,V,9.0,V,7.0,V,12.0,V,5.0,V,2.0,V,6.0,V,7.0,V,9.0,V,14.0,V,16.0,V,13.0,V,10.0,V,14.0,V,10.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
542,8,Barcelona,19,Barcelona,54,10,2021,1,16,9.0,V,6.0,V,6.0,V,10.0,V,12.0,V,9.0,V,8.0,V,9.0,V,4.0,V,6.0,V,7.0,V,10.0,V,5.0,V,9.0,V,7.0,V,7.0,V,8.0,V,9.0,V,10.0,V,9.0,V,6.0,V,5.0,V,5.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
543,8,Barcelona,19,Barcelona,54,10,2021,1,17,10.0,V,7.0,V,5.0,V,4.0,V,4.0,V,5.0,V,6.0,V,6.0,V,8.0,V,10.0,V,4.0,V,4.0,V,6.0,V,5.0,V,6.0,V,8.0,V,9.0,V,15.0,V,21.0,V,26.0,V,25.0,V,21.0,V,16.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
544,8,Barcelona,19,Barcelona,54,10,2021,1,18,15.0,V,11.0,V,12.0,V,15.0,V,13.0,V,9.0,V,15.0,V,13.0,V,10.0,V,18.0,V,22.0,V,10.0,V,7.0,V,,N,,N,,N,16.0,V,21.0,V,18.0,V,22.0,V,21.0,V,23.0,V,25.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
545,8,Barcelona,19,Barcelona,54,10,2021,1,19,15.0,V,13.0,V,11.0,V,10.0,V,9.0,V,9.0,V,9.0,V,6.0,V,9.0,V,9.0,V,8.0,V,12.0,V,14.0,V,10.0,V,12.0,V,15.0,V,19.0,V,19.0,V,20.0,V,16.0,V,11.0,V,10.0,V,10.0,V,7.0,V,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
546,8,Barcelona,19,Barcelona,54,10,2021,1,20,10.0,V,10.0,V,12.0,V,13.0,V,6.0,V,5.0,V,8.0,V,11.0,V,21.0,V,23.0,V,22.0,V,22.0,V,23.0,V,23.0,V,19.0,V,22.0,V,21.0,V,25.0,V,27.0,V,16.0,V,15.0,V,26.0,V,16.0,V,17.0,V,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
547,8,Barcelona,19,Barcelona,54,10,2021,1,21,16.0,V,16.0,V,16.0,V,15.0,V,12.0,V,6.0,V,8.0,V,3.0,V,6.0,V,12.0,V,8.0,V,11.0,V,6.0,V,4.0,V,4.0,V,2.0,V,2.0,V,3.0,V,6.0,V,10.0,V,6.0,V,4.0,V,4.0,V,4.0,V,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
548,8,Barcelona,19,Barcelona,54,10,2021,1,22,8.0,V,2.0,V,1.0,V,1.0,V,3.0,V,9.0,V,6.0,V,1.0,V,5.0,V,7.0,V,4.0,V,2.0,V,5.0,V,2.0,V,5.0,V,9.0,V,12.0,V,9.0,V,7.0,V,7.0,V,5.0,V,4.0,V,7.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
549,8,Barcelona,19,Barcelona,54,10,2021,1,23,2.0,V,1.0,V,2.0,V,5.0,V,4.0,V,2.0,V,1.0,V,1.0,V,3.0,V,2.0,V,3.0,V,2.0,V,3.0,V,4.0,V,3.0,V,3.0,V,3.0,V,2.0,V,2.0,V,3.0,V,2.0,V,2.0,V,7.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
550,8,Barcelona,19,Barcelona,54,10,2021,1,24,5.0,V,3.0,V,1.0,V,2.0,V,3.0,V,2.0,V,1.0,V,4.0,V,7.0,V,9.0,V,8.0,V,13.0,V,9.0,V,7.0,V,4.0,V,1.0,V,3.0,V,4.0,V,3.0,V,3.0,V,6.0,V,3.0,V,4.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
551,8,Barcelona,19,Barcelona,54,10,2021,1,25,4.0,V,1.0,V,2.0,V,6.0,V,1.0,V,4.0,V,4.0,V,6.0,V,8.0,V,11.0,V,16.0,V,15.0,V,13.0,V,7.0,V,3.0,V,4.0,V,11.0,V,13.0,V,15.0,V,17.0,V,14.0,V,7.0,V,9.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
552,8,Barcelona,19,Barcelona,54,10,2021,1,26,8.0,V,8.0,V,8.0,V,5.0,V,6.0,V,6.0,V,4.0,V,10.0,V,7.0,V,14.0,V,13.0,V,13.0,V,12.0,V,20.0,V,17.0,V,12.0,V,18.0,V,19.0,V,21.0,V,16.0,V,17.0,V,12.0,V,17.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
553,8,Barcelona,19,Barcelona,54,10,2021,1,27,10.0,V,11.0,V,8.0,V,3.0,V,6.0,V,8.0,V,4.0,V,6.0,V,12.0,V,15.0,V,9.0,V,11.0,V,9.0,V,30.0,V,37.0,V,27.0,V,22.0,V,24.0,V,23.0,V,28.0,V,27.0,V,16.0,V,12.0,V,19.0,V,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
554,8,Barcelona,19,Barcelona,54,10,2021,1,28,17.0,V,16.0,V,16.0,V,18.0,V,10.0,V,4.0,V,2.0,V,9.0,V,7.0,V,3.0,V,7.0,V,12.0,V,11.0,V,18.0,V,23.0,V,21.0,V,28.0,V,25.0,V,32.0,V,38.0,V,35.0,V,32.0,V,21.0,V,20.0,V,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
555,8,Barcelona,19,Barcelona,54,10,2021,1,29,17.0,V,4.0,V,1.0,V,1.0,V,3.0,V,4.0,V,5.0,V,4.0,V,6.0,V,10.0,V,10.0,V,8.0,V,6.0,V,10.0,V,11.0,V,11.0,V,8.0,V,7.0,V,19.0,V,24.0,V,22.0,V,27.0,V,20.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
556,8,Barcelona,19,Barcelona,54,10,2021,1,30,13.0,V,7.0,V,15.0,V,12.0,V,5.0,V,3.0,V,3.0,V,1.0,V,3.0,V,2.0,V,6.0,V,11.0,V,15.0,V,23.0,V,10.0,V,5.0,V,5.0,V,10.0,V,7.0,V,3.0,V,4.0,V,5.0,V,2.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
557,8,Barcelona,19,Barcelona,54,10,2021,1,31,1.0,V,4.0,V,3.0,V,3.0,V,16.0,V,9.0,V,6.0,V,5.0,V,6.0,V,7.0,V,10.0,V,16.0,V,24.0,V,29.0,V,12.0,V,13.0,V,14.0,V,11.0,V,13.0,V,12.0,V,8.0,V,7.0,V,6.0,V,,N,Barcelona - Vall Hebron,IN,1,8019054,2.148,41.4261,Parc de la Vall d’Hebron. c/ Martí Codolar - c/ Granja Vella,7,Horta-Guinardo,41,la Vall d'Hebron,Urbana,Fons,PM10,Âµg/mÂ³
558,8,Barcelona,19,Barcelona,57,10,2021,1,1,9.0,V,10.0,V,5.0,V,5.0,V,6.0,V,6.0,V,7.0,V,7.0,V,7.0,V,7.0,V,9.0,V,5.0,V,3.0,V,3.0,V,8.0,V,8.0,V,8.0,V,8.0,V,5.0,V,5.0,V,5.0,V,3.0,V,2.0,V,,N,Barcelona - Palau Reial,IZ,1,8019057,2.1151,41.3875,c/ John Maynard Keynes - c/ de Jordi Girona,4,Les Corts,21,Pedralbes,Urbana,Fons,PM10,Âµg/mÂ³
559,8,Barcelona,19,Barcelona,57,10,2021,1,2,3.0,V,7.0,V,5.0,V,3.0,V,3.0,V,3.0,V,3.0,V,3.0,V,4.0,V,5.0,V,6.0,V,6.0,V,6.0,V,6.0,V,7.0,V,7.0,V,8.0,V,7.0,V,8.0,V,11.0,V,10.0,V,17.0,V,21.0,V,,N,Barcelona - Palau Reial,IZ,1,8019057,2.1151,41.3875,c/ John Maynard Keynes - c/ de Jordi Girona,4,Les Corts,21,Pedralbes,Urbana,Fons,PM10,Âµg/mÂ³
560,8,Barcelona,19,Barcelona,57,10,2021,1,3,11.0,V,1.0,V,1.0,V,3.0,V,4.0,V,4.0,V,5.0,V,5.0,V,6.0,V,8.0,V,6.0,V,5.0,V,5.0,V,6.0,V,10.0,V,11.0,V,8.0,V,10.0,V,14.0,V,15.0,V,13.0,V,14.0,V,14.0,V,,N,Barcelona - Palau Reial,IZ,1,8019057,2.1151,41.3875,c/ John Maynard Keynes - c/ de Jordi Girona,4,Les Corts,21,Pedralbes,Urbana,Fons,PM10,Âµg/mÂ³
