,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,908,0,1110,0,2046,755,0
32,3129,0,2644,0,4168,1378,0
33,5565,0,3899,0,6199,2254,0
34,8282,0,5022,0,8409,2943,0
35,11807,0,7572,0,11683,4495,0
36,16673,0,10863,0,15391,6135,0
37,20872,0,13671,0,19489,7818,0
38,25288,0,16441,0,22822,9311,0
39,30953,0,20333,0,28416,11503,0
40,37353,26,24055,0,33439,13464,0
41,43258,86,28347,0,38600,15929,0
42,49572,569,32238,0,43898,18028,0
43,57303,1457,36696,0,50555,21601,0
44,65205,3650,41426,0,56868,25084,0
45,73417,6548,46150,0,64621,28990,0
46,81533,11020,50593,0,71296,32533,0
47,89336,16266,54851,0,78091,35687,0
48,97164,24214,59059,0,84934,39528,0
49,105163,32998,62500,0,91770,43034,0
50,112825,44415,65739,0,99152,46365,0
51,120308,58553,68974,0,105344,49798,0
52,128104,73832,73374,0,112507,53732,0
53,135758,89661,76881,0,118771,57065,0
54,142499,105178,80288,0,125601,60577,0
55,149645,121399,83916,0,132140,63934,0
56,157399,139541,86641,0,139167,67478,0
57,164341,155695,88761,0,145723,70856,0
58,171182,170118,90879,0,152618,74530,0
59,177707,182017,93402,0,159542,77658,0
60,183597,194051,95411,0,166168,81815,0
61,188369,215047,98643,0,171072,84802,0
62,193059,224491,106665,0,175570,87276,0
63,196852,231217,108832,0,180775,90524,0
64,200904,236342,110861,0,184869,92804,0
65,203901,254155,113783,0,188743,94905,0
66,207787,257585,122140,0,191425,96824,0
67,212041,259791,124579,0,194692,98800,0
68,214626,262051,126199,0,197960,100681,0
69,218139,277458,128441,0,199751,102086,0
70,221473,278165,136409,0,201304,103667,0
71,225029,278400,138495,0,203294,105013,0
72,227609,278848,140073,0,205142,106135,0
73,230197,294168,142273,0,205342,106763,0
74,232675,294321,147751,0,205342,106763,0
75,233365,294408,149265,0,205342,106763,0
