,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1171,0,755,0,1510,506,0
32,3634,0,2102,0,3818,1056,0
33,6172,0,3012,0,6254,1536,0
34,8438,0,3938,0,8359,2040,0
35,12258,0,6508,0,12459,3222,0
36,16825,0,8860,0,16279,4617,0
37,21350,0,11550,0,20430,6125,0
38,25345,0,14032,0,23931,7342,0
39,31508,66,18040,0,29490,8742,0
40,37534,95,22445,0,34604,10621,0
41,43450,252,26536,0,39997,12459,0
42,49885,549,30385,0,45496,14029,0
43,57587,1748,35287,0,51927,17491,0
44,65939,3943,39740,0,58349,20508,0
45,74471,6399,44878,0,65622,23839,0
46,82449,10452,48756,0,72149,26813,0
47,90607,16778,53106,0,79186,30060,0
48,98487,23435,57831,0,85886,32914,0
49,106545,32343,60854,0,92866,36259,0
50,113826,43460,65250,0,99969,39324,0
51,122319,58017,69034,0,106375,42348,0
52,129864,76216,72236,0,112953,45655,0
53,137261,92898,75146,0,119408,48567,0
54,144779,111264,77946,0,127097,51235,0
55,152274,129310,81247,0,132993,54757,0
56,159502,145856,83936,0,140078,57653,0
57,167355,162291,87387,0,146443,60931,0
58,174184,177049,90085,0,153325,64143,0
59,180506,191126,92598,0,159722,66952,0
60,187477,201247,95291,0,166214,70058,0
61,192482,224820,98752,0,171481,72771,0
62,197093,234259,107481,0,176143,74992,0
63,201167,241100,109825,0,180900,78018,0
64,205302,245441,112470,0,184876,80390,0
65,208061,265592,114446,0,188488,82541,0
66,211531,269199,123424,0,190973,84147,0
67,215381,270807,126374,0,194227,86085,0
68,219110,272610,128490,0,197172,87792,0
69,222410,289130,130445,0,199058,89344,0
70,226562,289902,136765,0,200853,90721,0
71,229880,290466,138535,0,201866,91897,0
72,232493,290894,140209,0,203816,93291,0
73,234500,306444,141981,0,204065,93727,0
74,236716,306564,146079,0,204065,93727,0
75,237829,306793,147708,0,204065,93727,0
