,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,582,0,1181,0,1661,709,0
32,2700,0,2314,0,3930,1750,0
33,4599,0,3890,0,5980,2724,0
34,6441,0,5349,0,7955,3468,0
35,10183,0,7309,0,11600,5308,0
36,14101,0,9628,0,15048,7188,0
37,18006,0,11752,0,19195,9138,0
38,22119,0,13840,0,22751,11335,0
39,28726,88,16781,0,28209,13525,0
40,34726,194,20774,0,34213,15789,0
41,40877,255,23957,0,39265,18525,0
42,47510,966,26664,0,45181,20775,0
43,55452,2050,30942,0,51846,24570,0
44,64321,4170,34838,0,58624,27681,0
45,72651,6642,39301,0,66131,31066,0
46,80954,11536,42882,0,73288,34611,0
47,89243,16760,47669,0,80626,38293,0
48,97696,22608,51391,0,87300,41907,0
49,105646,31656,55043,0,94240,45053,0
50,113789,42482,57956,0,101660,48196,0
51,122017,56113,61700,0,108337,51666,0
52,129657,68991,64847,0,115370,55345,0
53,138294,84329,67678,0,122137,58842,0
54,145249,100677,70454,0,129190,62118,0
55,153328,116907,73255,0,135753,65338,0
56,161171,133102,76449,0,142254,68911,0
57,168545,147601,78630,0,149935,71954,0
58,175676,162550,80774,0,156982,75445,0
59,182952,174065,83456,0,163566,79156,0
60,189209,183604,85779,0,170705,82702,0
61,194486,206247,88932,0,176774,85392,0
62,199481,214350,97044,0,181138,87480,0
63,205500,220388,99297,0,186407,90028,0
64,209591,224851,101753,0,191316,92677,0
65,213678,240827,103893,0,194850,94363,0
66,217412,244052,112735,0,198164,96077,0
67,221987,246285,115213,0,201527,97681,0
68,225585,247700,117033,0,204477,99272,0
69,228699,261379,119256,0,206692,100223,0
70,232212,262176,125627,0,208191,101406,0
71,235823,262624,126938,0,209892,102201,0
72,238723,262837,128364,0,211319,103538,0
73,240862,277347,129665,0,211663,103639,0
74,242298,277638,135035,29,211696,103639,0
75,243628,277638,136203,73,211696,103639,0
