0.000000000000000000e+00, 4.999990000000000000e+05, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.002004008016031955e+00, 4.999988325653607608e+05, 1.516031620582797279e-01, 9.531115764101836252e-01, 5.238141709472299290e-02, 9.930480942192846522e-03, 4.080028419504481908e-04
2.004008016032063910e+00, 4.999986705814333982e+05, 2.708114697065558407e-01, 9.352090780778081758e-01, 1.032465111788990197e-01, 1.859320284397976419e-02, 1.558304909032039902e-03
3.006012024048096087e+00, 4.999985097078040708e+05, 3.674225734786996100e-01, 9.392093770386978901e-01, 1.539290891491718605e-01, 2.636597340386605953e-02, 3.365183062178226433e-03
4.008016032064127820e+00, 4.999983466349369264e+05, 4.485260547394240849e-01, 9.600926951852194469e-01, 2.054476272472865461e-01, 3.352958681717570916e-02, 5.769099312409205031e-03
5.010020040080159553e+00, 4.999981787815544521e+05, 5.192679633040370168e-01, 9.943273274418673591e-01, 2.585981023292956982e-01, 4.029498113688346345e-02, 8.730071541292707543e-03
6.012024048096192175e+00, 4.999980040762278950e+05, 5.834006400876814435e-01, 1.039456413898136367e+00, 3.140209939254324234e-01, 4.682282352960377009e-02, 1.222290083320032132e-02
7.014028056112223908e+00, 4.999978207994930563e+05, 6.436780823548480246e-01, 1.093801316376875832e+00, 3.722497233913913406e-01, 5.323764554350839812e-02, 1.623373939965876839e-02
8.016032064128255641e+00, 4.999976274693526211e+05, 7.021404454338312506e-01, 1.156248724303170272e+00, 4.337457880600302240e-01, 5.963806404315936949e-02, 2.075762560121582542e-02
9.018036072144287374e+00, 4.999974227579176077e+05, 7.603188232277089398e-01, 1.226098007158302972e+00, 4.989243477071744759e-01, 6.610418523480998676e-02, 2.579671911792295186e-02
1.002004008016031911e+01, 4.999972054303706973e+05, 8.193827167267387912e-01, 1.302951918467932568e+00, 5.681729682271776660e-01, 7.270298182219625538e-02, 3.135904408026439494e-02
1.102204408817635084e+01, 4.999969742998988368e+05, 8.802463275616497773e-01, 1.386638487752490212e+00, 6.418654716622997913e-01, 7.949221255519670071e-02, 3.745760169614178320e-02
1.202404809619238435e+01, 4.999967281940093380e+05, 9.436453092966682332e-01, 1.477155334976194778e+00, 7.203722990986151098e-01, 8.652329486636332889e-02, 4.410975252283599185e-02
1.302605210420841608e+01, 4.999964659289676347e+05, 1.010192243502727960e+00, 1.574630181212162361e+00, 8.040683875429901484e-01, 9.384342278177970620e-02, 5.133679741545504188e-02
1.402805611222444782e+01, 4.999961862899586558e+05, 1.080416901020310849e+00, 1.679292994356224256e+00, 8.933392962854801445e-01, 1.014971445915086867e-01, 5.916370515073875180e-02
1.503006012024047955e+01, 4.999958880152801285e+05, 1.154795551085847194e+00, 1.791456565338092721e+00, 9.885861018910069298e-01, 1.095275514382362536e-01, 6.761895020116304167e-02
1.603206412825651128e+01, 4.999955697833265294e+05, 1.233772430985009771e+00, 1.911503178358444410e+00, 1.090229442692868922e+00, 1.179771874592554504e-01, 7.673443406557117763e-02
1.703406813627254479e+01, 4.999952302014547749e+05, 1.317775640725341812e+00, 2.039875679489014271e+00, 1.198712991973686970e+00, 1.268887622490241784e-01, 8.654547091737464781e-02
1.803607214428857475e+01, 4.999948677961048670e+05, 1.407229003418326796e+00, 2.177071794386420400e+00, 1.314506552029954589e+00, 1.363057208638414619e-01, 9.709082461916704321e-02
1.903807615230460826e+01, 4.999944810036778217e+05, 1.502561102969093731e+00, 2.323640795138920634e+00, 1.438108922192165462e+00, 1.462727149966298323e-01, 1.084127870610562122e-01
2.004008016032063821e+01, 4.999940681618329836e+05, 1.604212298489566590e+00, 2.480181928140782421e+00, 1.570050644701095788e+00, 1.568360044177166124e-01, 1.205572914054013484e-01
2.104208416833667172e+01, 4.999936275009333622e+05, 1.712640340438804420e+00, 2.647344147446046403e+00, 1.710896711843080897e+00, 1.680438116178190611e-01, 1.335740554106337741e-01
2.204408817635270168e+01, 4.999931571354494663e+05, 1.828325002242090269e+00, 2.825826858520750662e+00, 1.861249292871501204e+00, 1.799466451378497478e-01, 1.475167519180330677e-01
2.304609218436873519e+01, 4.999926550551647088e+05, 1.951772050435525374e+00, 3.016381447425253270e+00, 2.021750529191205015e+00, 1.925976038736409712e-01, 1.624432045009620851e-01
2.404809619238476870e+01, 4.999921191160645103e+05, 2.083516794170566122e+00, 3.219813428639193731e+00, 2.193085434396692346e+00, 2.060526716889747312e-01, 1.784156067230754927e-01
2.505010020040079866e+01, 4.999915470308074146e+05, 2.224127363416925629e+00, 3.436985125106402972e+00, 2.375984930597705436e+00, 2.203710085873888946e-01, 1.955007650335293667e-01
2.605210420841683217e+01, 4.999909363586967811e+05, 2.374207832402227325e+00, 3.668818815342133277e+00, 2.571229046719515576e+00, 2.356152434810079577e-01, 2.137703653769932877e-01
2.705410821643286212e+01, 4.999902844950730214e+05, 2.534401321936492479e+00, 3.916300264159968236e+00, 2.779650303750393903e+00, 2.518517741213396333e-01, 2.333012630816262700e-01
2.805611222444889563e+01, 4.999895886600632803e+05, 2.705393106768273714e+00, 4.180482649661435346e+00, 3.002137306701205155e+00, 2.691510761988718525e-01, 2.541757975283079896e-01
2.905811623246492559e+01, 4.999888458866539295e+05, 2.887913797655345061e+00, 4.462490838835892148e+00, 3.239638554143962068e+00, 2.875880245482315134e-01, 2.764821310178641744e-01
3.006012024048095910e+01, 4.999880530079480959e+05, 3.082742646637074202e+00, 4.763526049871090962e+00, 3.493166509583190749e+00, 3.072422302401800476e-01, 3.003146157477037947e-01
3.106212424849698905e+01, 4.999872066436285968e+05, 3.290711004323242594e+00, 5.084870858471489896e+00, 3.763801927275634451e+00, 3.281983944752648874e-01, 3.257741870633614201e-01
3.206412825651302256e+01, 4.999863031855144654e+05, 3.512705959480282303e+00, 5.427894588919373042e+00, 4.052698468857911962e+00, 3.505466821175333147e-01, 3.529687864096534566e-01
3.306613226452905252e+01, 4.999853387821604265e+05, 3.749674186796447373e+00, 5.794059094851282232e+00, 4.361087626473330481e+00, 3.743831167087647849e-01, 3.820138149922361892e-01
3.406813627254508958e+01, 4.999843093223655596e+05, 4.002626045032287472e+00, 6.184924971679686578e+00, 4.690283995430513997e+00, 3.998100006152148778e-01, 4.130326219830823264e-01
3.507014028056111954e+01, 4.999832104178527952e+05, 4.272639867524041790e+00, 6.602158094463852045e+00, 5.041690812206475414e+00, 4.269363544911057295e-01, 4.461570187768473805e-01
3.607214428857714950e+01, 4.999820373843148700e+05, 4.560866635778566547e+00, 7.047536794210048861e+00, 5.416806015904453986e+00, 4.558783950537676488e-01, 4.815278444906794797e-01
3.707414829659317945e+01, 4.999807852215666790e+05, 4.868534873690721909e+00, 7.522959371144684049e+00, 5.817228595352189835e+00, 4.867600345211655632e-01, 5.192955588703387360e-01
3.807615230460921651e+01, 4.999794485922427848e+05, 5.196955891366785707e+00, 8.030452168408064750e+00, 6.244665402487149741e+00, 5.197134148407296372e-01, 5.596208803715531088e-01
3.907815631262524647e+01, 4.999780217990905512e+05, 5.547529368930573135e+00, 8.572178182557568249e+00, 6.700938414992891445e+00, 5.548794757764820007e-01, 6.026754675303159781e-01
4.008016032064127643e+01, 4.999764987606351497e+05, 5.921749335204988363e+00, 9.150446296713820260e+00, 7.187992520317411760e+00, 5.924085624591106658e-01, 6.486426504667085480e-01
4.108216432865731349e+01, 4.999748729852813995e+05, 6.321210531708502778e+00, 9.767721105405520632e+00, 7.707903800335408562e+00, 6.324610711762299609e-01, 6.977182102959116339e-01
4.208416833667334345e+01, 4.999731375436311937e+05, 6.747615210996722013e+00, 1.042663341917693209e+01, 8.262888386978723076e+00, 6.752081387001795942e-01, 7.501112132569313085e-01
4.308617234468937340e+01, 4.999712850395626738e+05, 7.202780238135034097e+00, 1.112999124013553320e+01, 8.855311714600233586e+00, 7.208323619808836291e-01, 8.060448827957645834e-01
4.408817635270540336e+01, 4.999693075775699108e+05, 7.688645105867963458e+00, 1.188079215940967259e+01, 9.487698969458703502e+00, 7.695286095266417048e-01, 8.657575861532544881e-01
4.509018036072144042e+01, 4.999671967299095122e+05, 8.207280000214666416e+00, 1.268223582478886158e+01, 1.016274560120357329e+01, 8.215048379525611288e-01, 9.295038266679804817e-01
4.609218436873747038e+01, 4.999649435008019209e+05, 8.760894586917538973e+00, 1.353773752697507682e+01, 1.088332877738301363e+01, 8.769829810712191920e-01, 9.975553261433282026e-01
4.709418837675350034e+01, 4.999625382879603421e+05, 9.351847450695895958e+00, 1.445094280162422073e+01, 1.165251969374442353e+01, 9.361999049595418620e-01, 1.070202188996950854e+00
4.809619238476953740e+01, 4.999599708417644724e+05, 9.982656111547608901e+00, 1.542574292566045102e+01, 1.247359663900503968e+01, 9.994084213013953999e-01, 1.147754138375296495e+00
4.909819639278556735e+01, 4.999572302215752425e+05, 1.065600773972233206e+01, 1.646629149909787060e+01, 1.335005897500539973e+01, 1.066878371715174412e+00, 1.230541839584623931e+00
5.010020040080159731e+01, 4.999543047492068727e+05, 1.137477057199972563e+01, 1.757702210051618508e+01, 1.428564202770824565e+01, 1.138897782885622378e+00, 1.318918310365848390e+00
