,Codi_provincia,Provincia,Codi_municipi,Municipi,Estacio,Codi_Contaminant,Any,Mes,Dia,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24,nom_cabina,codi_dtes,zqa,codi_eoi,Longitud,Latitud,ubicacio,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Clas_1,Clas_2
46,8,Barcelona,19,Barcelona,42,12,2021,1,16,83.0,V,20.0,V,17.0,V,23.0,V,24.0,V,20.0,V,21.0,V,33.0,V,26.0,V,22.0,V,20.0,V,15.0,V,14.0,V,14.0,V,14.0,V,15.0,V,19.0,V,28.0,V,29.0,V,21.0,V,21.0,V,21.0,V,35.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
47,8,Barcelona,19,Barcelona,42,12,2021,1,17,19.0,V,26.0,V,12.0,V,9.0,V,11.0,V,8.0,V,11.0,V,11.0,V,23.0,V,29.0,V,20.0,V,11.0,V,11.0,V,14.0,V,11.0,V,10.0,V,25.0,V,48.0,V,70.0,V,72.0,V,77.0,V,62.0,V,70.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
48,8,Barcelona,19,Barcelona,42,12,2021,1,18,92.0,V,103.0,V,128.0,V,100.0,V,113.0,V,49.0,V,53.0,V,111.0,V,256.0,V,300.0,V,,N,,N,35.0,V,49.0,V,41.0,V,34.0,V,34.0,V,45.0,V,67.0,V,94.0,V,82.0,V,108.0,V,110.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
49,8,Barcelona,19,Barcelona,42,12,2021,1,19,44.0,V,20.0,V,20.0,V,22.0,V,21.0,V,29.0,V,49.0,V,132.0,V,188.0,V,254.0,V,242.0,V,43.0,V,33.0,V,32.0,V,12.0,V,16.0,V,18.0,V,22.0,V,42.0,V,53.0,V,53.0,V,30.0,V,25.0,V,17.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
50,8,Barcelona,19,Barcelona,42,12,2021,1,20,15.0,V,14.0,V,16.0,V,38.0,V,52.0,V,68.0,V,92.0,V,130.0,V,210.0,V,202.0,V,87.0,V,57.0,V,62.0,V,42.0,V,19.0,V,19.0,V,29.0,V,24.0,V,33.0,V,36.0,V,40.0,V,26.0,V,23.0,V,27.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
51,8,Barcelona,19,Barcelona,42,12,2021,1,21,31.0,V,28.0,V,30.0,V,41.0,V,48.0,V,65.0,V,78.0,V,38.0,V,58.0,V,378.0,V,161.0,V,50.0,V,36.0,V,32.0,V,19.0,V,27.0,V,35.0,V,36.0,V,62.0,V,88.0,V,162.0,V,146.0,V,163.0,V,65.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
52,8,Barcelona,19,Barcelona,42,12,2021,1,22,23.0,V,18.0,V,36.0,V,17.0,V,10.0,V,7.0,V,9.0,V,18.0,V,31.0,V,17.0,V,22.0,V,34.0,V,21.0,V,14.0,V,9.0,V,10.0,V,16.0,V,15.0,V,17.0,V,13.0,V,17.0,V,13.0,V,6.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
53,8,Barcelona,19,Barcelona,42,12,2021,1,23,7.0,V,3.0,V,3.0,V,5.0,V,6.0,V,10.0,V,15.0,V,20.0,V,16.0,V,19.0,V,12.0,V,10.0,V,10.0,V,10.0,V,8.0,V,7.0,V,8.0,V,13.0,V,11.0,V,12.0,V,16.0,V,17.0,V,19.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
54,8,Barcelona,19,Barcelona,42,12,2021,1,24,19.0,V,13.0,V,15.0,V,12.0,V,10.0,V,6.0,V,3.0,V,2.0,V,3.0,V,9.0,V,13.0,V,13.0,V,11.0,V,10.0,V,9.0,V,6.0,V,7.0,V,9.0,V,14.0,V,18.0,V,21.0,V,15.0,V,17.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
55,8,Barcelona,19,Barcelona,42,12,2021,1,25,9.0,V,10.0,V,10.0,V,6.0,V,3.0,V,4.0,V,7.0,V,30.0,V,27.0,V,25.0,V,28.0,V,38.0,V,41.0,V,34.0,V,17.0,V,23.0,V,25.0,V,21.0,V,22.0,V,19.0,V,20.0,V,17.0,V,18.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
56,8,Barcelona,19,Barcelona,42,12,2021,1,26,20.0,V,14.0,V,14.0,V,7.0,V,12.0,V,11.0,V,17.0,V,32.0,V,38.0,V,28.0,V,20.0,V,20.0,V,22.0,V,21.0,V,34.0,V,24.0,V,21.0,V,31.0,V,46.0,V,55.0,V,49.0,V,36.0,V,30.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
57,8,Barcelona,19,Barcelona,42,12,2021,1,27,32.0,V,17.0,V,28.0,V,28.0,V,22.0,V,26.0,V,44.0,V,74.0,V,115.0,V,78.0,V,107.0,V,145.0,V,158.0,V,170.0,V,83.0,V,54.0,V,66.0,V,41.0,V,64.0,V,111.0,V,164.0,V,228.0,V,270.0,V,262.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
58,8,Barcelona,19,Barcelona,42,12,2021,1,28,283.0,V,190.0,V,78.0,V,66.0,V,51.0,V,45.0,V,56.0,V,159.0,V,195.0,V,183.0,V,49.0,V,37.0,V,60.0,V,105.0,V,88.0,V,107.0,V,63.0,V,89.0,V,111.0,V,131.0,V,96.0,V,73.0,V,85.0,V,145.0,V,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
59,8,Barcelona,19,Barcelona,42,12,2021,1,29,160.0,V,158.0,V,147.0,V,101.0,V,62.0,V,6.0,V,10.0,V,20.0,V,38.0,V,37.0,V,37.0,V,30.0,V,28.0,V,20.0,V,13.0,V,16.0,V,23.0,V,20.0,V,53.0,V,51.0,V,57.0,V,37.0,V,54.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
60,8,Barcelona,19,Barcelona,42,12,2021,1,30,70.0,V,73.0,V,78.0,V,73.0,V,65.0,V,65.0,V,40.0,V,58.0,V,25.0,V,26.0,V,9.0,V,11.0,V,10.0,V,8.0,V,5.0,V,5.0,V,6.0,V,9.0,V,17.0,V,9.0,V,8.0,V,10.0,V,5.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
61,8,Barcelona,19,Barcelona,42,12,2021,1,31,6.0,V,2.0,V,2.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,2.0,V,3.0,V,3.0,V,4.0,V,6.0,V,6.0,V,3.0,V,4.0,V,4.0,V,3.0,V,5.0,V,4.0,V,5.0,V,11.0,V,,N,Barcelona - Sants,ID,1,8019042,2.1331,41.3788,Jardins de Can Mantega (Joan Güell - Violant d’Hongria),3,Sants-Montjuic,18,Sants,Urbana,Fons
62,8,Barcelona,19,Barcelona,43,12,2021,1,1,52.0,V,43.0,V,45.0,V,16.0,V,14.0,V,13.0,V,14.0,V,25.0,V,26.0,V,27.0,V,29.0,V,30.0,V,38.0,V,48.0,V,39.0,V,46.0,V,33.0,V,25.0,V,31.0,V,32.0,V,33.0,V,43.0,V,30.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
63,8,Barcelona,19,Barcelona,43,12,2021,1,2,12.0,V,13.0,V,19.0,V,9.0,V,8.0,V,11.0,V,9.0,V,13.0,V,17.0,V,25.0,V,28.0,V,41.0,V,38.0,V,33.0,V,49.0,V,35.0,V,39.0,V,32.0,V,46.0,V,60.0,V,68.0,V,66.0,V,57.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
64,8,Barcelona,19,Barcelona,43,12,2021,1,3,30.0,V,18.0,V,12.0,V,10.0,V,9.0,V,9.0,V,15.0,V,16.0,V,19.0,V,34.0,V,32.0,V,22.0,V,30.0,V,28.0,V,39.0,V,36.0,V,41.0,V,39.0,V,82.0,V,150.0,V,224.0,V,126.0,V,80.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
65,8,Barcelona,19,Barcelona,43,12,2021,1,4,127.0,V,56.0,V,53.0,V,63.0,V,24.0,V,23.0,V,27.0,V,40.0,V,77.0,V,84.0,V,88.0,V,87.0,V,53.0,V,41.0,V,42.0,V,31.0,V,50.0,V,45.0,V,72.0,V,53.0,V,40.0,V,43.0,V,44.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
66,8,Barcelona,19,Barcelona,43,12,2021,1,5,38.0,V,28.0,V,26.0,V,16.0,V,12.0,V,19.0,V,28.0,V,63.0,V,55.0,V,89.0,V,104.0,V,86.0,V,65.0,V,81.0,V,67.0,V,76.0,V,96.0,V,66.0,V,92.0,V,82.0,V,57.0,V,69.0,V,42.0,V,37.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
67,8,Barcelona,19,Barcelona,43,12,2021,1,6,40.0,V,40.0,V,29.0,V,24.0,V,19.0,V,17.0,V,27.0,V,46.0,V,54.0,V,57.0,V,50.0,V,44.0,V,62.0,V,77.0,V,70.0,V,31.0,V,36.0,V,62.0,V,114.0,V,119.0,V,84.0,V,68.0,V,64.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
68,8,Barcelona,19,Barcelona,43,12,2021,1,7,27.0,V,30.0,V,30.0,V,27.0,V,23.0,V,33.0,V,51.0,V,93.0,V,106.0,V,130.0,V,128.0,V,146.0,V,111.0,V,104.0,V,86.0,V,,N,,N,93.0,V,95.0,V,131.0,V,103.0,V,55.0,V,39.0,V,29.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
69,8,Barcelona,19,Barcelona,43,12,2021,1,8,24.0,V,27.0,V,21.0,V,22.0,V,19.0,V,30.0,V,32.0,V,44.0,V,65.0,V,76.0,V,113.0,V,91.0,V,76.0,V,54.0,V,67.0,V,73.0,V,77.0,V,98.0,V,97.0,V,116.0,V,102.0,V,64.0,V,41.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
70,8,Barcelona,19,Barcelona,43,12,2021,1,9,17.0,V,24.0,V,19.0,V,12.0,V,13.0,V,12.0,V,15.0,V,18.0,V,21.0,V,31.0,V,26.0,V,31.0,V,33.0,V,36.0,V,32.0,V,24.0,V,26.0,V,22.0,V,22.0,V,18.0,V,20.0,V,22.0,V,14.0,V,16.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
71,8,Barcelona,19,Barcelona,43,12,2021,1,10,12.0,V,12.0,V,11.0,V,9.0,V,8.0,V,7.0,V,10.0,V,12.0,V,16.0,V,17.0,V,19.0,V,25.0,V,38.0,V,56.0,V,55.0,V,52.0,V,66.0,V,59.0,V,62.0,V,51.0,V,32.0,V,32.0,V,32.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
72,8,Barcelona,19,Barcelona,43,12,2021,1,11,17.0,V,19.0,V,14.0,V,11.0,V,10.0,V,12.0,V,20.0,V,38.0,V,46.0,V,71.0,V,70.0,V,61.0,V,41.0,V,53.0,V,70.0,V,58.0,V,62.0,V,40.0,V,43.0,V,40.0,V,35.0,V,35.0,V,29.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
73,8,Barcelona,19,Barcelona,43,12,2021,1,12,16.0,V,14.0,V,14.0,V,10.0,V,13.0,V,16.0,V,21.0,V,32.0,V,50.0,V,41.0,V,36.0,V,35.0,V,39.0,V,41.0,V,49.0,V,34.0,V,38.0,V,47.0,V,67.0,V,41.0,V,48.0,V,44.0,V,40.0,V,19.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
74,8,Barcelona,19,Barcelona,43,12,2021,1,13,14.0,V,16.0,V,12.0,V,14.0,V,10.0,V,27.0,V,39.0,V,33.0,V,42.0,V,51.0,V,43.0,V,33.0,V,37.0,V,42.0,V,33.0,V,31.0,V,39.0,V,59.0,V,65.0,V,59.0,V,45.0,V,44.0,V,45.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
75,8,Barcelona,19,Barcelona,43,12,2021,1,14,15.0,V,14.0,V,36.0,V,43.0,V,13.0,V,14.0,V,21.0,V,47.0,V,55.0,V,49.0,V,81.0,V,72.0,V,72.0,V,56.0,V,47.0,V,58.0,V,65.0,V,47.0,V,58.0,V,46.0,V,53.0,V,44.0,V,81.0,V,40.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
76,8,Barcelona,19,Barcelona,43,12,2021,1,15,20.0,V,15.0,V,14.0,V,30.0,V,23.0,V,16.0,V,20.0,V,51.0,V,86.0,V,121.0,V,121.0,V,82.0,V,61.0,V,60.0,V,76.0,V,74.0,V,112.0,V,123.0,V,150.0,V,256.0,V,273.0,V,259.0,V,256.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
77,8,Barcelona,19,Barcelona,43,12,2021,1,16,132.0,V,95.0,V,115.0,V,102.0,V,59.0,V,57.0,V,86.0,V,92.0,V,42.0,V,42.0,V,33.0,V,22.0,V,47.0,V,57.0,V,51.0,V,31.0,V,35.0,V,43.0,V,31.0,V,34.0,V,34.0,V,39.0,V,76.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
78,8,Barcelona,19,Barcelona,43,12,2021,1,17,46.0,V,35.0,V,24.0,V,11.0,V,17.0,V,7.0,V,24.0,V,37.0,V,77.0,V,87.0,V,63.0,V,52.0,V,25.0,V,24.0,V,35.0,V,25.0,V,55.0,V,66.0,V,122.0,V,115.0,V,112.0,V,103.0,V,110.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
79,8,Barcelona,19,Barcelona,43,12,2021,1,18,113.0,V,289.0,V,225.0,V,192.0,V,121.0,V,82.0,V,130.0,V,176.0,V,287.0,V,473.0,V,,N,,N,69.0,V,139.0,V,70.0,V,84.0,V,107.0,V,107.0,V,106.0,V,135.0,V,183.0,V,142.0,V,132.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
80,8,Barcelona,19,Barcelona,43,12,2021,1,19,74.0,V,26.0,V,35.0,V,32.0,V,49.0,V,57.0,V,72.0,V,200.0,V,354.0,V,193.0,V,112.0,V,58.0,V,43.0,V,41.0,V,29.0,V,33.0,V,49.0,V,60.0,V,53.0,V,70.0,V,62.0,V,38.0,V,29.0,V,32.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
81,8,Barcelona,19,Barcelona,43,12,2021,1,20,28.0,V,25.0,V,40.0,V,33.0,V,56.0,V,105.0,V,119.0,V,183.0,V,156.0,V,153.0,V,100.0,V,90.0,V,87.0,V,67.0,V,46.0,V,52.0,V,52.0,V,50.0,V,53.0,V,55.0,V,55.0,V,39.0,V,32.0,V,31.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
82,8,Barcelona,19,Barcelona,43,12,2021,1,21,31.0,V,42.0,V,47.0,V,36.0,V,91.0,V,47.0,V,84.0,V,193.0,V,139.0,V,261.0,V,200.0,V,71.0,V,68.0,V,39.0,V,35.0,V,48.0,V,63.0,V,48.0,V,94.0,V,183.0,V,202.0,V,154.0,V,156.0,V,94.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
83,8,Barcelona,19,Barcelona,43,12,2021,1,22,35.0,V,47.0,V,88.0,V,48.0,V,11.0,V,11.0,V,14.0,V,39.0,V,58.0,V,39.0,V,38.0,V,47.0,V,36.0,V,32.0,V,30.0,V,44.0,V,47.0,V,40.0,V,32.0,V,36.0,V,26.0,V,26.0,V,22.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
84,8,Barcelona,19,Barcelona,43,12,2021,1,23,10.0,V,8.0,V,8.0,V,9.0,V,8.0,V,11.0,V,18.0,V,19.0,V,21.0,V,26.0,V,24.0,V,23.0,V,27.0,V,31.0,V,25.0,V,16.0,V,24.0,V,34.0,V,19.0,V,23.0,V,26.0,V,34.0,V,30.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
85,8,Barcelona,19,Barcelona,43,12,2021,1,24,39.0,V,19.0,V,22.0,V,12.0,V,7.0,V,3.0,V,7.0,V,9.0,V,9.0,V,13.0,V,17.0,V,18.0,V,28.0,V,27.0,V,21.0,V,15.0,V,14.0,V,20.0,V,25.0,V,24.0,V,30.0,V,21.0,V,24.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
86,8,Barcelona,19,Barcelona,43,12,2021,1,25,13.0,V,12.0,V,14.0,V,4.0,V,5.0,V,10.0,V,17.0,V,76.0,V,145.0,V,61.0,V,53.0,V,49.0,V,55.0,V,45.0,V,23.0,V,75.0,V,50.0,V,57.0,V,72.0,V,45.0,V,42.0,V,31.0,V,15.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
87,8,Barcelona,19,Barcelona,43,12,2021,1,26,20.0,V,17.0,V,13.0,V,9.0,V,12.0,V,13.0,V,18.0,V,87.0,V,103.0,V,67.0,V,53.0,V,53.0,V,46.0,V,53.0,V,67.0,V,49.0,V,30.0,V,41.0,V,54.0,V,62.0,V,53.0,V,40.0,V,39.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
88,8,Barcelona,19,Barcelona,43,12,2021,1,27,38.0,V,37.0,V,46.0,V,36.0,V,39.0,V,29.0,V,36.0,V,40.0,V,190.0,V,210.0,V,132.0,V,211.0,V,153.0,V,150.0,V,68.0,V,62.0,V,84.0,V,63.0,V,156.0,V,148.0,V,207.0,V,243.0,V,324.0,V,233.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
89,8,Barcelona,19,Barcelona,43,12,2021,1,28,280.0,V,312.0,V,296.0,V,265.0,V,180.0,V,138.0,V,148.0,V,252.0,V,354.0,V,368.0,V,126.0,V,64.0,V,139.0,V,119.0,V,172.0,V,109.0,V,127.0,V,162.0,V,160.0,V,179.0,V,131.0,V,114.0,V,144.0,V,135.0,V,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
90,8,Barcelona,19,Barcelona,43,12,2021,1,29,174.0,V,170.0,V,135.0,V,93.0,V,89.0,V,25.0,V,26.0,V,58.0,V,150.0,V,98.0,V,110.0,V,85.0,V,38.0,V,42.0,V,37.0,V,43.0,V,40.0,V,136.0,V,102.0,V,98.0,V,102.0,V,58.0,V,54.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
91,8,Barcelona,19,Barcelona,43,12,2021,1,30,64.0,V,74.0,V,94.0,V,90.0,V,84.0,V,102.0,V,107.0,V,129.0,V,73.0,V,50.0,V,36.0,V,22.0,V,26.0,V,20.0,V,23.0,V,16.0,V,25.0,V,21.0,V,23.0,V,27.0,V,25.0,V,30.0,V,17.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
92,8,Barcelona,19,Barcelona,43,12,2021,1,31,12.0,V,11.0,V,11.0,V,10.0,V,5.0,V,5.0,V,6.0,V,9.0,V,13.0,V,14.0,V,15.0,V,20.0,V,16.0,V,22.0,V,25.0,V,12.0,V,21.0,V,23.0,V,21.0,V,11.0,V,19.0,V,18.0,V,16.0,V,,N,Barcelona - Eixample,IH,1,8019043,2.1538,41.3853,Av. Roma - c/ Comte Urgell,5,Eixample,9,la Nova Esquerra de l'Eixample,Urbana,Trànsit
93,8,Barcelona,19,Barcelona,44,12,2021,1,1,38.0,V,26.0,V,16.0,V,26.0,V,22.0,V,17.0,V,13.0,V,17.0,V,20.0,V,22.0,V,21.0,V,31.0,V,35.0,V,44.0,V,45.0,V,28.0,V,27.0,V,18.0,V,25.0,V,36.0,V,25.0,V,19.0,V,16.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit
94,8,Barcelona,19,Barcelona,44,12,2021,1,2,11.0,V,16.0,V,10.0,V,11.0,V,8.0,V,14.0,V,11.0,V,18.0,V,18.0,V,25.0,V,28.0,V,34.0,V,45.0,V,36.0,V,30.0,V,28.0,V,27.0,V,35.0,V,39.0,V,56.0,V,64.0,V,58.0,V,64.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit
95,8,Barcelona,19,Barcelona,44,12,2021,1,3,31.0,V,13.0,V,6.0,V,7.0,V,7.0,V,8.0,V,10.0,V,15.0,V,22.0,V,17.0,V,18.0,V,24.0,V,22.0,V,21.0,V,29.0,V,28.0,V,30.0,V,52.0,V,79.0,V,138.0,V,148.0,V,105.0,V,120.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit
96,8,Barcelona,19,Barcelona,44,12,2021,1,4,82.0,V,50.0,V,40.0,V,25.0,V,25.0,V,24.0,V,19.0,V,49.0,V,65.0,V,85.0,V,79.0,V,58.0,V,,N,,N,27.0,V,26.0,V,28.0,V,44.0,V,64.0,V,56.0,V,49.0,V,47.0,V,47.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit
97,8,Barcelona,19,Barcelona,44,12,2021,1,5,39.0,V,28.0,V,20.0,V,13.0,V,11.0,V,23.0,V,40.0,V,67.0,V,79.0,V,100.0,V,87.0,V,75.0,V,80.0,V,73.0,V,60.0,V,56.0,V,62.0,V,53.0,V,63.0,V,69.0,V,44.0,V,59.0,V,38.0,V,33.0,V,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit
98,8,Barcelona,19,Barcelona,44,12,2021,1,6,26.0,V,31.0,V,32.0,V,25.0,V,16.0,V,19.0,V,22.0,V,23.0,V,29.0,V,33.0,V,47.0,V,41.0,V,27.0,V,40.0,V,39.0,V,29.0,V,33.0,V,46.0,V,124.0,V,144.0,V,58.0,V,49.0,V,47.0,V,,N,Barcelona - Gràcia,IJ,1,8019044,2.1534,41.3987,Plaça Gal·la Placídia (Via Augusta - Travessera de Gràcia),6,Gracia,31,la Vila de Gracia,Urbana,Trànsit
