0.000000000000000000e+00, 9.750000000000000000e+02, 2.500000000000000000e+01, 0.000000000000000000e+00
1.002004008016031955e+00, 9.727623982977174819e+02, 2.596114969919176119e+01, 1.276452003090746246e+00
2.004008016032063910e+00, 9.704444427095098717e+02, 2.695371501821517057e+01, 2.601842272275082912e+00
3.006012024048096087e+00, 9.680439644975768942e+02, 2.797827611125062575e+01, 3.977759391172637216e+00
4.008016032064127820e+00, 9.655587936143044772e+02, 2.903538607121544501e+01, 5.405820314480363820e+00
5.010020040080159553e+00, 9.629867637385314083e+02, 3.012556726968306009e+01, 6.887668991785796280e+00
6.012024048096192175e+00, 9.603257180865562077e+02, 3.124930722732797506e+01, 8.424974686115941580e+00
7.014028056112223908e+00, 9.575735157176012535e+02, 3.240705422955365833e+01, 1.001943005284530841e+01
8.016032064128255641e+00, 9.547280375209787735e+02, 3.359921327804904934e+01, 1.167274920097240987e+01
9.018036072144287374e+00, 9.517871933493260030e+02, 3.482614130893158944e+01, 1.338666534174262779e+01
1.002004008016031911e+01, 9.487489292898350186e+02, 3.608814245512279939e+01, 1.516292825504237918e+01
1.102204408817635084e+01, 9.456112353302129350e+02, 3.738546314692316486e+01, 1.700330152286406360e+01
1.202404809619238435e+01, 9.423721534384937968e+02, 3.871828705984417951e+01, 1.890955950166221911e+01
1.302605210420841608e+01, 9.390297858035038416e+02, 4.008673002143760300e+01, 2.088348417505865484e+01
1.402805611222444782e+01, 9.355823039484824903e+02, 4.149083462660990307e+01, 2.292686142490759948e+01
1.503006012024047955e+01, 9.320279576964891248e+02, 4.293056498359884898e+01, 2.504147731991205461e+01
1.603206412825651128e+01, 9.283650845227043646e+02, 4.440580133915181449e+01, 2.722911413814382797e+01
1.703406813627254479e+01, 9.245921195036031577e+02, 4.591633466390923246e+01, 2.949154583248766670e+01
1.803607214428857475e+01, 9.207076050471730468e+02, 4.746186134882375285e+01, 3.183053360400323228e+01
1.903807615230460826e+01, 9.167102011457564004e+02, 4.904197788018858972e+01, 3.424782097405503123e+01
2.004008016032063821e+01, 9.125986957063109912e+02, 5.065617573301562970e+01, 3.674512856067335775e+01
2.104208416833667172e+01, 9.083720148319526970e+02, 5.230383630699840580e+01, 3.932414886104888296e+01
2.204408817635270168e+01, 9.040292333744965845e+02, 5.398422618914956672e+01, 4.198654043635385591e+01
2.304609218436873519e+01, 8.995695851904930578e+02, 5.569649245716881580e+01, 4.473392235233819747e+01
2.404809619238476870e+01, 8.949924736081412675e+02, 5.743965879233517313e+01, 4.756786759952353805e+01
2.505010020040079866e+01, 8.902974816385437862e+02, 5.921262134970827873e+01, 5.048989701174805589e+01
2.605210420841683217e+01, 8.854843813753489030e+02, 6.101414549282029753e+01, 5.350147313183087050e+01
2.705410821643286212e+01, 8.805531441130872281e+02, 6.284286276681396544e+01, 5.660399312009889172e+01
2.805611222444889563e+01, 8.755039490050721724e+02, 6.469726869994515539e+01, 5.979878229498275743e+01
2.905811623246492559e+01, 8.703371920733006846e+02, 6.657572085418092911e+01, 6.308708707251842185e+01
3.006012024048095910e+01, 8.650534938675351668e+02, 6.847643797150799116e+01, 6.647006816095694148e+01
3.106212424849698905e+01, 8.596537071330619710e+02, 7.039749938275301133e+01, 6.994879348418503184e+01
3.206412825651302256e+01, 8.541389230327082487e+02, 7.233684565760843554e+01, 7.352423130968341525e+01
3.306613226452905252e+01, 8.485104771462782765e+02, 7.429227963639554844e+01, 7.719724321732620353e+01
3.406813627254508958e+01, 8.427699538871510185e+02, 7.626146875092635469e+01, 8.096857736192262678e+01
3.507014028056111954e+01, 8.369191904154852182e+02, 7.824194790136536426e+01, 8.483886168314951703e+01
3.607214428857714950e+01, 8.309602789823602507e+02, 8.023112356061605510e+01, 8.880859745702369423e+01
3.707414829659317945e+01, 8.248955691100803733e+02, 8.222627831385932495e+01, 9.287815257606028752e+01
3.807615230460921651e+01, 8.187276667019355045e+02, 8.422457721447447909e+01, 9.704775608359000216e+01
3.907815631262524647e+01, 8.124594330586864999e+02, 8.622307470025212695e+01, 1.013174922410613448e+02
4.008016032064127643e+01, 8.060939825227100073e+02, 8.821872237551259843e+01, 1.056872951017774085e+02
4.108216432865731349e+01, 7.996346793695922770e+02, 9.020837719405110988e+01, 1.101569434363565847e+02
4.208416833667334345e+01, 7.930851310761042896e+02, 9.218881232884041310e+01, 1.147260565950553683e+02
4.308617234468937340e+01, 7.864491827822145069e+02, 9.415672694989638103e+01, 1.193940902678891405e+02
4.408817635270540336e+01, 7.797309089743059758e+02, 9.610875791229264564e+01, 1.241603331134013501e+02
4.509018036072144042e+01, 7.729346034183365646e+02, 9.804149250487752454e+01, 1.290239040767859535e+02
4.609218436873747038e+01, 7.660647692782265494e+02, 9.995148065036677565e+01, 1.339837500714066891e+02
4.709418837675350034e+01, 7.591261061720565522e+02, 1.018352492434389234e+02, 1.390386445845045671e+02
4.809619238476953740e+01, 7.521234972047307110e+02, 1.036893160005043200e+02, 1.441871867947649264e+02
4.909819639278556735e+01, 7.450619947052671250e+02, 1.055102038547771599e+02, 1.494278014399557151e+02
5.010020040080159731e+01, 7.379468039617812565e+02, 1.072944564274109922e+02, 1.547587396108077371e+02
5.110220440881762727e+01, 7.307832675383176593e+02, 1.090386525240431155e+02, 1.601780799376391826e+02
