,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1346,0,870,0,1686,854,0
32,3808,0,1966,0,3287,1692,0
33,6862,0,3109,0,4959,2453,0
34,9319,0,4242,0,6562,3325,0
35,14138,0,5942,0,9786,4570,0
36,19175,0,7935,0,12862,5704,0
37,23912,0,9427,0,15975,6995,0
38,28655,39,11184,0,18945,8177,0
39,35315,39,14720,0,23782,10081,0
40,41972,96,18038,0,28750,11937,0
41,48538,205,21113,0,33336,13749,0
42,54987,546,24868,0,38192,15564,0
43,63154,1813,29189,0,44154,18648,0
44,71189,3492,33476,0,50075,21766,0
45,78953,5827,37944,0,55624,24920,0
46,87262,8976,42321,0,61721,27879,0
47,94844,14741,46954,0,67242,30814,0
48,102774,22007,50909,0,72912,33854,0
49,109992,33020,55837,0,78948,37030,0
50,118178,45531,59591,0,84901,39790,0
51,125628,57167,63161,0,90726,42904,0
52,133575,73017,66847,0,96312,45744,0
53,141353,88574,70536,0,102451,49141,0
54,148502,105221,73498,0,107812,51835,0
55,155415,123237,77196,0,113719,54689,0
56,162411,139653,80867,0,119338,57763,0
57,169293,154763,85218,0,125421,60939,0
58,175927,169466,88310,0,130936,64051,0
59,182329,182443,90617,0,136904,66874,0
60,187180,192258,93539,0,142327,69971,0
61,191323,213713,95780,0,147372,72469,0
62,194730,220723,102430,0,151809,74909,0
63,197920,227034,104911,0,155919,77117,0
64,201210,231151,106424,0,160103,79299,0
65,204232,250413,109199,0,163460,81235,0
66,207650,253831,117795,0,166626,83231,0
67,212647,256113,120946,0,169234,85058,0
68,216812,257775,122053,0,172173,86887,0
69,220618,273797,124392,0,173859,88036,0
70,224601,274742,130944,0,175045,89316,0
71,228175,275488,133600,0,176234,90638,0
72,232077,275779,135850,0,177499,91791,0
73,234139,291441,137748,0,177595,91841,0
74,235243,291566,143984,0,177595,91841,0
75,236020,291566,146314,75,177595,91841,0
