,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,613,0,827,0,1469,612,0
32,2646,0,2245,0,3032,1212,0
33,4920,0,3939,0,4617,1752,0
34,6518,0,5010,0,6123,2379,0
35,10208,0,7332,0,9345,4001,0
36,14353,0,9737,0,12499,5778,0
37,18433,0,11941,0,15564,7456,0
38,22053,0,14596,0,18490,9040,0
39,28268,0,17916,0,23633,11645,0
40,33846,141,21445,0,28623,13937,0
41,39586,457,25273,0,33486,16634,0
42,45348,757,28540,0,38371,19038,0
43,53092,1600,32662,0,44404,22074,0
44,60547,3686,37779,0,50342,25103,0
45,68268,5911,42172,0,56045,28184,0
46,75790,9221,46610,0,61860,30842,0
47,83168,13606,50526,0,67634,33958,0
48,90392,20382,55299,0,73044,36608,0
49,98059,30350,58314,0,79347,39621,0
50,105416,42673,62057,0,84919,42729,0
51,112702,55662,65906,0,91042,45374,0
52,120171,71031,69377,0,96544,48320,0
53,126964,86950,73597,0,102143,51584,0
54,133885,103431,76510,0,108129,54242,0
55,140575,118723,79642,0,113710,57423,0
56,147360,133319,82887,0,119795,60253,0
57,154346,147865,85115,0,125278,63429,0
58,159857,161371,87810,0,131015,66082,0
59,165940,171452,90165,0,137009,68949,0
60,170939,182945,92355,0,142660,72079,0
61,175321,203863,95891,0,147467,74693,0
62,179386,211279,102529,0,151897,77211,0
63,183637,219145,104881,0,156128,79546,0
64,187878,223257,106841,0,160607,81862,0
65,190976,240793,109997,0,164065,83422,0
66,195662,243507,117627,0,166876,84768,0
67,200364,245554,121149,0,169414,86245,0
68,204678,247103,123189,0,172535,87687,0
69,207838,263253,124477,0,173861,88201,0
70,213027,264009,132277,0,175052,88797,0
71,217437,264468,135230,0,176066,89364,0
72,220196,264952,137415,0,177242,89945,0
73,221442,279112,139016,0,177391,90003,0
74,222357,279178,143661,0,177391,90003,0
75,223124,279243,145567,0,177391,90003,0
