regione,rsa,rai,rih,rir,rhr,rhd,r0_max,r0_min,k,startLockdown
ITA,1.9862253737358577,1.9975804794513627,0.042666751921281505,0.01111523385086376,0.049825929684400576,0.35201331973149047,4.989059092586583,1.0903642731294496,0.21873010125338785,31.0
