,Food,Health,Amusement,Basic Goods,Funds
0,100.0,100.0,100.0,100.0,1000.0
1,98.5546,99.004,99.4968,97.5018,1000.0
2,97.055,98.008,99.0,95.0314,1000.0
3,95.5714,97.084,98.5008,92.5344,1000.0
4,94.064,96.198,98.0106,90.034,1000.0
5,92.5314,95.188,97.4936,87.538,1000.0
6,91.0424,94.158,96.993,85.0142,1000.0
7,89.5322,93.152,96.4878,82.4556,1000.0
8,88.0548,92.166,95.9774,79.9682,1000.0
9,86.5176,91.222,95.473,77.4708,1000.0
10,85.0032,90.23,94.9774,74.9696,1000.0
11,83.5254,89.292,94.4848,72.4752,1000.0
12,82.0282,88.272,93.9892,69.9734,1000.0
13,80.5514,87.254,93.4948,67.4678,1000.0
14,79.0116,86.278,92.986,64.9624,1000.0
15,77.4978,85.334,92.5038,62.5046,1000.0
16,75.998,84.286,92.0166,60.035,1000.0
17,74.4894,83.314,91.5196,57.5216,1000.0
18,73.0088,82.308,91.0206,55.0298,1000.0
19,71.4948,81.346,90.5242,52.5368,1000.0
20,69.9776,80.358,90.0446,50.0558,1000.0
21,68.4866,79.412,89.545,47.4994,1000.0
22,66.9826,78.456,89.0326,45.0116,1000.0
23,65.491,77.516,88.525,42.482,1000.0
24,63.998,76.49,88.0248,39.9904,1000.0
25,62.5078,75.416,87.5364,37.4608,1000.0
26,61.0144,74.452,87.041,34.9234,1000.0
27,59.5036,73.416,86.5426,32.3882,1000.0
28,57.9552,72.372,86.0532,29.836,1000.0
29,56.4516,71.258,85.5586,27.3452,1000.0
30,54.9368,70.198,85.0612,24.944,1000.0
31,53.4498,69.596,84.56,23.07,999.1136
32,51.9626,68.95,84.0624,21.5566,997.8906
33,50.4452,68.496,83.5082,20.0954,996.6118
34,48.9534,67.936,82.9522,18.5754,995.4084
35,47.4596,67.796,82.4036,17.8568,993.133
36,45.9316,67.734,81.8592,17.0016,990.6028
37,44.3824,67.686,81.2488,16.1766,988.2364
38,42.8964,67.572,80.6434,15.4474,985.8154
39,41.4042,67.802,80.042,15.618,982.381
40,39.9502,68.148,79.4462,15.6472,978.7304
41,38.501,68.402,78.7908,15.7702,975.2596
42,37.0972,68.714,78.142,16.0212,971.7794
43,35.869,69.39,77.4832,17.1154,967.1056
44,34.764,70.112,76.8354,18.16,962.1104
45,33.9678,70.846,76.1354,19.3052,957.109
46,33.461,71.49,75.435,20.4914,951.8848
47,33.537,71.866,74.7352,21.7006,946.4592
48,34.3194,72.326,74.0184,22.9864,940.3734
49,35.4192,72.83,73.3242,24.278,933.9348
50,37.2366,73.124,72.6172,25.6892,927.2118
51,39.0902,73.27,71.9156,27.3426,920.5126
52,41.8196,73.544,71.2026,28.6532,913.2962
53,45.2536,73.688,70.5062,30.207,905.3734
54,48.6672,73.886,69.806,31.7206,897.5204
55,51.7386,73.958,69.1008,33.4698,890.093
56,54.9006,74.054,68.3956,35.0248,882.5908
57,57.4456,73.844,67.688,36.8306,875.9022
58,59.8694,73.842,66.9842,38.2142,869.2598
59,62.1726,73.734,66.283,40.0272,862.715
60,63.9798,73.488,65.5792,41.6656,856.6184
61,68.853,74.068,64.92,42.18,848.6688
62,69.8582,75.426,64.2752,42.5082,843.05
63,70.133,75.272,63.6212,42.4106,838.9998
64,70.1652,75.048,62.9654,42.801,834.9158
65,74.2056,74.916,62.3596,42.4082,828.95
66,73.5918,76.466,61.7476,41.8348,825.1322
67,72.7608,76.172,61.143,41.3678,822.4368
68,71.661,75.756,60.5514,40.6512,820.0718
69,75.7316,75.394,60.0054,39.534,815.0344
70,74.5728,76.562,59.4592,38.5768,812.1746
71,73.2646,76.04,58.9078,37.3736,810.6428
72,71.8984,75.556,58.3614,35.8046,809.243
73,75.6674,75.036,57.8676,33.9014,805.541
74,74.2134,75.214,57.3666,32.0732,804.3874
75,72.7638,74.418,56.86,30.1544,803.8594
76,71.3182,73.584,56.3654,27.944,803.5376
77,69.7996,72.738,55.8572,25.6254,803.2826
78,68.3304,71.87,55.3508,23.3232,803.0404
79,66.8272,71.076,54.8534,20.969,802.8444
80,65.346,70.2,54.3776,18.5492,802.669
81,63.8486,69.272,53.9174,16.0894,802.5584
82,62.3478,68.364,53.4414,13.6464,802.5008
83,60.8508,67.464,52.9384,11.173,802.4456
84,59.3288,66.51,52.5118,8.683,802.3578
85,57.8308,65.564,52.0462,6.1648,802.3236
86,56.3058,64.572,51.6754,3.6776,802.279
87,54.8058,63.596,51.2304,1.2128,802.1912
88,53.3594,62.56,50.8316,-1.3286,802.0826
89,51.8982,61.574,50.428,-3.826,801.9892
90,50.45,60.568,50.0544,-6.305,801.913
91,48.9742,59.572,49.7038,-8.7972,801.831
92,47.5962,58.614,49.3104,-11.2818,801.6818
