,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,895,0,1047,0,1391,720,0
32,3256,0,2295,0,2965,1879,0
33,5674,0,3752,0,5248,2945,0
34,8138,0,4860,0,7006,3827,0
35,12390,0,7209,0,10684,5520,0
36,16493,0,9818,0,14481,7090,0
37,21038,0,12502,0,18566,8570,0
38,25093,0,15416,0,22632,10253,0
39,31270,0,19423,0,27998,12820,0
40,37056,139,22641,0,33530,15800,0
41,42891,370,26211,0,38812,18338,0
42,48585,796,29501,0,43977,21209,0
43,56519,2009,34848,0,50769,24390,0
44,64104,3458,39265,0,58369,27712,0
45,72150,5710,43915,0,64768,30710,0
46,79798,10781,48402,0,71827,34040,0
47,87156,15980,52973,0,78658,37112,0
48,94834,23320,57751,0,86256,40230,0
49,102469,32942,61894,0,92424,43542,0
50,110282,43746,65869,0,99574,46799,0
51,117397,58984,69569,0,106263,49977,0
52,124736,74349,73547,0,113189,53097,0
53,132177,91830,76357,0,120075,55835,0
54,139072,109189,80052,0,125970,59418,0
55,146436,125148,83208,0,133161,62120,0
56,153175,142956,85794,0,139755,65765,0
57,159934,156669,88151,0,146440,68850,0
58,166173,171185,91410,0,153333,71411,0
59,173485,184764,94901,0,160610,75013,0
60,179537,195894,97244,0,167457,77774,0
61,184228,217456,101089,0,172555,80541,0
62,188747,224046,110404,0,177179,82859,0
63,192825,230439,113854,0,182717,84993,0
64,196275,235643,116664,0,187399,86865,0
65,198893,255544,119701,0,190943,89021,0
66,202886,258396,127868,0,194073,90467,0
67,207048,259891,130414,0,196964,92124,0
68,210210,262134,132380,0,199862,93734,0
69,213558,277513,135009,0,201615,94275,0
70,216712,278340,141570,0,203095,94699,0
71,219512,279274,143776,0,204760,95246,0
72,222567,279576,145814,0,206369,95784,0
73,223397,292837,147900,0,206573,95918,0
74,225228,293082,153032,0,206573,95918,0
75,225760,293169,153995,0,206573,95918,0
