,Commerce,Catering,Health,Recreational Activities,Transport,Hotel,Real State
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,12,0,13,0,29,8,0
32,46,0,31,0,68,20,0
33,94,0,51,0,106,33,0
34,131,0,63,0,147,43,0
35,212,0,95,0,214,63,0
36,291,0,146,0,287,87,0
37,373,0,186,0,357,108,0
38,451,0,226,0,429,130,0
39,567,1,280,0,519,180,0
40,678,2,333,0,622,224,0
41,787,3,386,0,708,272,0
42,902,7,439,0,812,319,0
43,1043,21,523,0,933,376,0
44,1188,51,606,0,1050,444,0
45,1329,98,684,0,1174,499,0
46,1471,148,766,0,1299,559,0
47,1613,261,833,0,1418,619,0
48,1752,395,909,0,1544,687,0
49,1890,546,968,0,1674,747,0
50,2035,749,1050,0,1780,811,0
51,2181,969,1099,0,1914,871,0
52,2318,1229,1163,0,2028,936,0
53,2456,1492,1220,0,2153,997,0
54,2593,1764,1287,0,2271,1055,0
55,2728,2067,1346,0,2400,1123,0
56,2869,2335,1392,0,2527,1182,0
57,2998,2605,1438,0,2640,1233,0
58,3113,2857,1477,0,2765,1304,0
59,3231,3081,1519,0,2884,1367,0
60,3349,3262,1567,0,3006,1422,0
61,3454,3640,1632,0,3098,1477,0
62,3535,3779,1794,0,3191,1528,0
63,3620,3909,1820,0,3274,1582,0
64,3676,3999,1871,0,3356,1634,0
65,3746,4294,1919,0,3423,1675,0
66,3818,4351,2088,0,3469,1713,0
67,3891,4390,2136,0,3519,1751,0
68,3953,4423,2171,0,3563,1785,0
69,4005,4695,2203,0,3602,1811,0
70,4053,4706,2344,0,3629,1824,0
71,4109,4715,2377,0,3657,1839,0
72,4168,4725,2415,0,3683,1855,0
73,4188,4994,2446,0,3690,1859,0
74,4221,4995,2538,0,3690,1860,0
75,4248,4995,2561,0,3690,1860,0
76,4260,4998,2586,0,3690,1860,0
77,4271,4999,2610,1,3690,1860,0
78,4279,5000,2629,2,3690,1860,0
79,4283,5000,2644,2,3690,1860,0
80,4286,5000,2661,3,3690,1860,0
81,4289,5000,2672,4,3690,1860,0
