,Commerce,Catering,Health,Recreational Activities,Transport,Hotel,Real State,Public Adminstration,Education,Social Services,Professional Activities,Scientific Activities,Artistic Activities,Financial Activities,Other,Information and Communication
0,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
1,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
2,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
3,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
4,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
5,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
6,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
7,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
8,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
9,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
10,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
11,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
12,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
13,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
14,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
15,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
16,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
17,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
18,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
19,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
20,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
21,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
22,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
23,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
24,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
25,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
26,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
27,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
28,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.65853658536585,56.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
29,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.43089430894309,56.46774193548387,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
30,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.39837398373984,56.435483870967744,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
31,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.357723577235774,56.41935483870968,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
32,58.00699300699301,57.57660167130919,56.28888888888889,56.8,60.3089430894309,56.38709677419355,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
33,58.00699300699301,57.57660167130919,56.266666666666666,56.8,60.02439024390244,56.04838709677419,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
34,58.00699300699301,57.57660167130919,56.233333333333334,56.8,59.94308943089431,55.95161290322581,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
35,58.00699300699301,57.57660167130919,56.166666666666664,56.8,59.86178861788618,55.806451612903224,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
36,57.98601398601399,57.57660167130919,56.111111111111114,56.8,59.78048780487805,55.693548387096776,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
37,57.88811188811189,57.57660167130919,55.94444444444444,56.8,59.43089430894309,55.29032258064516,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
38,57.69230769230769,57.57660167130919,55.86666666666667,56.8,59.300813008130085,55.11290322580645,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
39,57.45454545454545,57.57660167130919,55.78888888888889,56.8,59.13008130081301,54.91935483870968,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
40,57.3006993006993,57.57660167130919,55.733333333333334,56.8,59.05691056910569,54.75806451612903,44.5,69.73333333333333,56.333333333333336,55.69230769230769,52.588235294117645,42.44444444444444,58.333333333333336,55.35443037974684,48.40909090909091,73.33333333333333
