,Food,Health,Amusement,Basic Goods,Funds
0,100.0,100.0,100.0,100.0,1000.0
1,98.507,99.008,99.5138,97.4962,1000.0
2,96.9858,97.958,99.0148,95.0148,1000.0
3,95.4834,96.976,98.5166,92.5388,1000.0
4,93.988,95.984,98.022,90.0178,1000.0
5,92.5032,94.956,97.5014,87.5236,1000.0
6,91.0132,93.972,97.0138,85.0432,1000.0
7,89.4948,93.03,96.511,82.5534,1000.0
8,88.0016,91.966,96.015,80.0664,1000.0
9,86.489,90.966,95.516,77.582,1000.0
10,84.9758,89.888,95.02,75.1128,1000.0
11,83.4434,88.896,94.5278,72.6552,1000.0
12,81.9546,87.91,94.0206,70.209,1000.0
13,80.4844,86.942,93.5208,67.6786,1000.0
14,78.9804,85.896,93.0068,65.1958,1000.0
15,77.4796,84.908,92.4984,62.7226,1000.0
16,75.984,83.836,91.9896,60.2598,1000.0
17,74.4784,82.93,91.4964,57.7182,1000.0
18,72.966,81.9,91.0056,55.2528,1000.0
19,71.478,80.872,90.4972,52.8072,1000.0
20,69.9846,79.858,89.9874,50.3216,1000.0
21,68.5024,78.814,89.4788,47.7998,1000.0
22,66.994,77.822,88.9796,45.3212,1000.0
23,65.483,76.8,88.483,42.8162,1000.0
24,63.958,75.84,87.9892,40.3176,1000.0
25,62.4618,74.906,87.4932,37.8514,1000.0
26,60.9526,73.942,86.9966,35.3126,1000.0
27,59.4526,72.992,86.4974,32.8676,1000.0
28,57.9524,71.978,85.987,30.3576,1000.0
29,56.473,71.036,85.4958,27.8686,1000.0
30,54.9936,70.052,84.9838,25.4794,1000.0
31,53.5034,69.498,84.4888,23.3634,999.3058
32,52.0142,68.926,83.9844,21.642,998.1764
33,50.5184,68.404,83.4456,20.1606,996.8414
34,49.0314,67.686,82.8932,18.6048,995.7676
35,47.5428,67.528,82.3424,17.8702,993.5338
36,46.0472,67.666,81.794,17.1316,991.0354
37,44.5478,67.656,81.2028,16.4644,988.6888
38,43.0354,67.542,80.603,15.889,986.3704
39,41.5434,67.74,80.0048,16.0596,982.9684
40,40.0644,68.098,79.3986,16.2304,979.5354
41,38.5792,68.29,78.7328,16.2944,976.3102
42,37.1642,68.558,78.082,16.686,972.8316
43,35.8872,69.366,77.4322,17.6842,968.4428
44,34.8692,69.986,76.7974,18.8092,963.6566
45,34.1526,70.732,76.0972,19.855,958.9516
46,33.4454,71.442,75.396,21.0558,954.0492
47,33.8038,71.748,74.6972,22.2582,948.7004
48,34.47,72.338,73.9904,23.4376,942.8488
49,35.4406,72.578,73.2806,24.6572,937.1526
50,37.2784,72.988,72.5724,26.094,930.5562
51,39.3838,73.134,71.8772,27.701,924.0088
52,42.1496,73.216,71.176,29.0868,917.144
53,44.9232,73.334,70.4718,30.5724,910.0462
54,47.8672,73.51,69.7726,32.173,902.9158
55,51.3394,73.656,69.0714,33.738,895.4466
56,54.2382,73.628,68.361,35.5546,888.4196
57,57.14,73.554,67.6612,37.0954,881.9288
58,59.7818,73.316,66.9598,38.3052,875.463
59,61.9418,73.174,66.2494,39.7294,869.2358
60,63.3978,73.1,65.5486,41.1348,863.681
61,68.5308,73.212,64.8972,42.078,856.0568
62,69.2916,74.882,64.2548,42.3864,850.4992
63,69.91,74.492,63.6068,42.724,846.5772
64,69.8888,74.296,62.9604,42.2518,843.2684
65,73.8724,74.042,62.3472,42.034,837.499
66,73.2936,75.744,61.7396,41.7172,833.605
67,72.4274,75.52,61.1394,41.246,831.0112
68,71.4722,75.13,60.5404,40.5954,828.9802
69,75.435,74.712,59.9768,39.4272,824.4818
70,74.1044,75.966,59.4296,38.1498,822.0656
71,72.7494,75.516,58.875,37.0278,820.683
72,71.429,75.148,58.3218,35.9794,819.2188
73,75.7144,74.544,57.813,33.9336,815.4934
74,74.248,74.936,57.3222,32.1756,814.2878
75,72.7442,74.242,56.823,30.261,813.7852
76,71.2914,73.586,56.3126,27.9814,813.4004
77,69.8042,72.884,55.8202,25.7294,813.037
78,68.3306,72.2,55.341,23.4202,812.776
79,66.8404,71.422,54.8392,21.0172,812.5926
80,65.3454,70.672,54.349,18.5824,812.3708
81,63.8118,69.82,53.8668,16.142,812.1846
82,62.3164,68.934,53.377,13.6812,812.0874
83,60.809,67.968,52.8842,11.1932,812.0394
84,59.302,67.026,52.4432,8.6978,811.98
85,57.818,66.106,51.9756,6.2352,811.8888
86,56.3074,65.184,51.4882,3.7594,811.831
87,54.7936,64.234,51.0714,1.2252,811.7496
88,53.303,63.298,50.6954,-1.2406,811.6056
89,51.8692,62.266,50.2824,-3.7218,811.4776
90,50.5342,61.34,49.9678,-6.1908,811.238
91,49.1762,60.342,49.502,-8.6796,811.0956
92,47.8386,59.43,49.1812,-11.1572,810.7852
93,46.5944,58.472,48.8138,-13.6288,810.4446
94,45.4844,57.49,48.515,-16.0938,809.965
95,44.4832,56.456,48.3214,-18.5734,809.4228
96,43.7478,55.456,48.2332,-21.0412,808.6338
97,42.9894,54.502,47.9626,-23.5188,807.935
98,42.4198,53.416,47.6188,-26.0276,807.218
99,42.1822,52.324,47.6412,-28.5084,805.9126
100,42.2384,51.33,47.358,-31.0364,804.695
101,42.53,50.248,47.088,-33.5554,803.2412
102,43.3408,49.284,47.126,-36.0142,801.0886
103,43.965,48.234,47.003,-38.4996,799.3684
104,45.4048,47.316,46.9644,-41.0202,797.0352
105,46.9758,46.36,46.5974,-43.5212,794.657
106,48.6624,45.432,46.4156,-46.0126,792.1694
107,50.124,44.458,46.2936,-48.5,789.8246
108,51.8446,43.46,46.3566,-50.967,787.114
109,53.8618,42.486,46.0388,-53.4144,784.5994
110,55.7672,41.444,45.6786,-55.9298,782.0688
111,57.7062,40.498,45.3526,-58.4194,779.4528
112,59.8244,39.508,45.08,-60.8706,776.7406
113,61.8466,38.542,44.6972,-63.406,774.2894
114,63.7868,37.544,44.3456,-65.9002,771.8678
115,65.1382,36.486,43.9446,-68.4132,769.8242
116,66.088,35.526,43.5048,-70.9242,767.9802
117,67.167,34.504,43.0138,-73.3736,766.0588
118,67.8862,33.462,42.5556,-75.8786,764.4416
119,68.7876,32.42,42.075,-78.3874,762.733
120,69.2002,31.388,41.5748,-80.8918,761.4398
121,69.6072,30.358,41.0618,-83.3816,760.1834
122,70.3508,29.362,40.5662,-85.9152,758.6026
123,70.3714,28.352,40.069,-88.448,757.5558
124,70.6604,27.306,39.5714,-90.9408,756.2978
125,70.3512,27.062,39.1038,-92.3788,754.6366
126,70.074,26.892,38.637,-93.3232,752.7878
127,69.4518,26.776,38.2024,-94.607,751.287
128,68.845,26.53,37.7308,-95.6918,749.7986
129,68.1996,27.196,37.2574,-95.5834,747.4538
