,Commerce,Catering,Health,Recreational Activities,Transport,Hotel,Real State
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,13,0,11,0,26,12,0
32,45,0,26,0,71,21,0
33,81,0,42,0,106,34,0
34,113,0,61,0,145,46,0
35,182,0,98,0,203,66,0
36,252,0,153,0,263,93,0
37,331,0,198,0,321,118,0
38,395,0,241,0,387,140,0
39,505,1,312,0,475,185,0
40,609,3,388,0,567,235,0
41,711,7,456,0,656,283,0
42,823,9,522,0,754,332,0
43,962,25,604,0,870,387,0
44,1111,46,689,0,990,456,0
45,1246,88,772,0,1123,512,0
46,1392,152,853,0,1242,574,0
47,1536,245,924,0,1361,632,0
48,1675,377,999,0,1481,697,0
49,1817,551,1057,0,1610,759,0
50,1954,743,1128,0,1719,825,0
51,2099,1004,1191,0,1853,881,0
52,2238,1266,1248,0,1963,946,0
53,2376,1569,1300,0,2096,1013,0
54,2517,1846,1356,0,2217,1067,0
55,2659,2126,1413,0,2338,1128,0
56,2797,2390,1465,0,2468,1199,0
57,2916,2657,1521,0,2580,1249,0
58,3037,2910,1566,0,2700,1320,0
59,3163,3118,1624,0,2820,1373,0
60,3287,3336,1665,0,2954,1434,0
61,3378,3674,1726,0,3049,1485,0
62,3470,3797,1857,0,3131,1535,0
63,3561,3907,1896,0,3215,1588,0
64,3631,3982,1928,0,3295,1638,0
65,3707,4283,1966,0,3369,1681,0
66,3771,4332,2127,0,3424,1718,0
67,3843,4368,2165,0,3490,1755,0
68,3911,4402,2193,0,3551,1787,0
69,3963,4704,2237,0,3588,1812,0
70,4031,4722,2385,0,3622,1826,0
71,4103,4734,2419,0,3652,1843,0
72,4150,4743,2454,0,3683,1858,0
73,4179,4993,2480,0,3690,1860,0
74,4224,4993,2554,0,3690,1860,0
75,4242,4997,2580,0,3690,1860,0
76,4258,5000,2596,0,3690,1860,0
77,4267,5000,2617,0,3690,1860,0
78,4275,5000,2633,1,3690,1860,0
79,4280,5000,2645,2,3690,1860,0
80,4287,5000,2659,2,3690,1860,0
81,4290,5000,2672,2,3690,1860,0
