,Commerce,Catering,Health,Recreational Activities,Transport,Hotel,Real State
81,4287,5000,2698,1,3690,1860,0
82,4288,5000,2700,2,3690,1860,0
83,4289,5000,2702,2,3690,1860,0
84,4290,5000,2704,4,3690,1860,0
85,4290,5000,2704,7,3690,1860,0
86,4290,5000,2704,12,3690,1860,0
87,4290,5001,2704,15,3690,1860,0
88,4290,5005,2704,17,3690,1860,0
89,4290,5008,2704,23,3690,1860,0
90,4290,5012,2704,31,3690,1860,0
91,4290,5020,2704,38,3690,1860,0
92,4290,5027,2704,47,3690,1860,0
93,4290,5038,2704,53,3690,1860,0
94,4290,5064,2704,64,3690,1860,0
95,4290,5092,2704,77,3690,1860,0
96,4290,5140,2704,96,3690,1860,0
97,4290,5195,2704,107,3690,1860,0
98,4290,5260,2704,126,3690,1860,0
99,4290,5354,2704,148,3690,1860,0
100,4290,5440,2704,169,3690,1860,0
101,4290,5553,2704,184,3690,1860,0
102,4290,5695,2704,210,3690,1860,0
103,4290,5855,2704,233,3690,1860,0
104,4290,6019,2704,267,3690,1860,0
105,4290,6207,2704,286,3690,1860,0
106,4290,6385,2704,302,3690,1860,0
107,4290,6586,2704,318,3690,1860,0
108,4290,6785,2704,333,3690,1860,0
109,4290,7001,2704,349,3690,1860,0
110,4290,7208,2704,362,3690,1860,0
111,4290,7402,2704,374,3690,1860,0
112,4290,7625,2704,386,3690,1860,0
113,4290,7819,2704,393,3690,1860,0
114,4290,7990,2704,399,3690,1860,0
115,4290,8161,2704,408,3690,1860,0
116,4290,8341,2704,416,3690,1860,0
117,4290,8510,2704,420,3690,1860,0
118,4290,8663,2704,422,3690,1860,0
119,4290,8791,2704,428,3690,1860,0
120,4290,8912,2704,432,3690,1860,0
121,4290,9033,2704,435,3690,1860,0
122,4290,9139,2704,436,3690,1860,0
123,4290,9250,2704,436,3690,1860,0
124,4290,9322,2704,438,3690,1860,0
125,4314,9396,2729,443,3713,1861,0
126,4344,9451,2760,445,3741,1862,0
127,4381,9513,2787,449,3768,1863,0
128,4414,9577,2812,452,3793,1864,0
129,4468,9634,2862,454,3843,1869,0
130,4540,9688,2913,464,3908,1873,0
131,4604,9731,2960,471,3960,1877,0
132,4671,9772,3007,474,4016,1881,0
133,4763,9807,3079,479,4109,1888,0
134,4866,9836,3150,485,4200,1895,0
135,4969,9854,3219,495,4287,1902,0
136,5071,9867,3294,501,4383,1909,0
137,5210,9884,3380,508,4498,1917,0
138,5357,9892,3470,518,4619,1923,0
139,5488,9895,3557,529,4743,1931,0
140,5613,9900,3648,539,4859,1939,0
141,5757,9908,3740,552,4985,1945,0
142,5895,9912,3827,567,5111,1951,0
143,6032,9921,3910,589,5228,1957,0
144,6164,9939,4004,609,5353,1963,0
145,6293,9956,4094,636,5480,1969,0
146,6430,9976,4183,652,5593,1975,0
147,6545,10003,4264,679,5719,1981,0
148,6672,10043,4348,695,5850,1987,0
149,6792,10095,4429,710,5964,1993,0
150,6922,10159,4518,725,6096,1998,0
151,7024,10228,4592,738,6197,2005,0
152,7132,10307,4665,753,6331,2011,0
153,7216,10409,4739,767,6458,2017,0
154,7323,10509,4816,781,6580,2023,0
155,7417,10633,4877,795,6693,2029,0
156,7499,10761,4942,809,6826,2035,0
157,7575,10940,5052,817,6930,2042,0
158,7653,11073,5116,825,7024,2046,0
159,7716,11222,5160,833,7117,2053,0
160,7763,11385,5207,841,7214,2058,0
161,7821,11583,5298,844,7292,2066,0
162,7882,11741,5331,847,7354,2069,0
163,7921,11933,5367,850,7421,2072,0
164,7963,12106,5402,853,7491,2075,0
165,8002,12296,5460,855,7530,2077,0
166,8041,12476,5486,857,7556,2077,0
167,8079,12616,5509,859,7587,2077,0
168,8112,12788,5526,861,7620,2077,0
169,8154,12981,5559,861,7625,2079,0
170,8193,13141,5563,861,7626,2079,0
171,8217,13289,5571,861,7626,2079,0
172,8253,13429,5577,861,7626,2079,0
173,8280,13586,5581,861,7626,2079,0
174,8303,13711,5583,861,7626,2079,0
175,8321,13837,5583,861,7626,2079,0
176,8344,13954,5584,861,7626,2079,0
177,8361,14056,5584,861,7626,2079,0
178,8379,14142,5584,861,7626,2079,0
179,8399,14234,5584,861,7626,2079,0
180,8417,14303,5584,861,7626,2079,0
181,8427,14376,5584,861,7626,2079,0
182,8442,14452,5584,861,7626,2079,0
183,8454,14516,5584,861,7626,2079,0
184,8463,14564,5584,861,7626,2079,0
185,8473,14615,5584,861,7626,2079,0
186,8481,14665,5584,861,7626,2079,0
187,8490,14713,5584,861,7626,2079,0
188,8495,14745,5584,861,7626,2079,0
189,8499,14776,5584,861,7626,2079,0
190,8506,14806,5584,861,7626,2079,0
191,8516,14829,5584,861,7626,2079,0
192,8528,14845,5584,861,7626,2079,0
193,8531,14863,5584,861,7626,2079,0
194,8537,14882,5584,861,7626,2079,0
195,8545,14901,5584,861,7626,2079,0
196,8554,14922,5584,861,7626,2079,0
197,8559,14945,5584,861,7626,2079,0
198,8566,14968,5584,861,7626,2079,0
199,8572,15000,5584,861,7626,2079,0
200,8585,15052,5584,861,7626,2079,0
201,8593,15096,5584,861,7626,2079,0
202,8601,15141,5584,861,7626,2079,0
203,8610,15212,5584,861,7626,2079,0
204,8613,15277,5584,861,7626,2079,0
205,8615,15351,5584,861,7626,2079,0
206,8622,15421,5584,861,7626,2079,0
207,8624,15511,5584,861,7626,2079,0
208,8628,15622,5584,861,7626,2079,0
209,8632,15734,5584,861,7626,2079,0
210,8633,15872,5584,861,7626,2079,0
211,8635,16005,5584,861,7626,2079,0
212,8638,16123,5584,861,7626,2079,0
213,8639,16263,5584,861,7626,2079,0
214,8644,16406,5584,861,7626,2079,0
215,8644,16547,5584,861,7626,2079,0
216,8645,16700,5584,861,7626,2079,0
217,8649,16842,5584,861,7626,2079,0
218,8651,17019,5584,861,7626,2079,0
219,8653,17194,5584,861,7626,2079,0
220,8654,17370,5584,861,7626,2079,0
221,8660,17518,5608,867,7651,2080,0
222,8665,17677,5639,873,7674,2081,0
223,8676,17828,5667,879,7705,2082,0
224,8682,17965,5694,885,7730,2083,0
225,8699,18075,5738,894,7783,2086,0
226,8712,18201,5789,907,7840,2089,0
227,8728,18306,5835,918,7900,2092,0
228,8748,18387,5887,929,7951,2095,0
229,8771,18483,5958,941,8041,2101,0
230,8802,18572,6027,953,8132,2107,0
231,8827,18648,6100,965,8221,2113,0
232,8845,18725,6161,977,8315,2119,0
233,8878,18770,6246,990,8436,2125,0
234,8910,18821,6331,1005,8548,2130,0
235,8940,18873,6422,1019,8679,2136,0
236,8969,18922,6501,1033,8807,2142,0
237,8995,18963,6591,1046,8930,2147,0
238,9022,19002,6670,1061,9052,2152,0
239,9044,19033,6755,1075,9163,2156,0
240,9067,19064,6831,1089,9287,2162,0
241,9089,19083,6898,1102,9412,2166,0
242,9113,19112,6976,1117,9529,2172,0
243,9133,19135,7055,1131,9667,2177,0
244,9155,19157,7125,1145,9779,2182,0
245,9180,19181,7192,1159,9907,2187,0
246,9203,19205,7246,1173,10028,2192,0
247,9226,19228,7303,1187,10152,2197,0
248,9252,19257,7360,1201,10275,2202,0
249,9281,19271,7414,1215,10405,2207,0
250,9298,19299,7460,1229,10522,2212,0
251,9318,19334,7504,1243,10642,2217,0
252,9340,19367,7546,1257,10766,2222,0
253,9358,19575,7648,1265,10866,2229,0
254,9369,19626,7756,1273,10961,2233,0
255,9384,19678,7785,1281,11063,2237,0
256,9396,19727,7828,1289,11159,2241,0
257,9408,19939,7905,1292,11231,2252,0
258,9418,19993,7986,1295,11301,2255,0
259,9430,20076,8022,1298,11359,2258,0
260,9444,20149,8050,1301,11431,2261,0
261,9457,20395,8108,1303,11468,2265,0
262,9474,20476,8157,1305,11494,2265,0
263,9491,20610,8180,1307,11527,2265,0
264,9507,20723,8206,1309,11555,2265,0
265,9529,21018,8225,1309,11562,2268,0
266,9542,21146,8255,1309,11562,2268,0
267,9557,21259,8270,1309,11562,2268,0
268,9572,21412,8290,1309,11562,2268,0
269,9597,21555,8307,1309,11562,2268,0
270,9619,21691,8326,1309,11562,2268,0
271,9647,21818,8336,1309,11562,2268,0
272,9661,21947,8348,1309,11562,2268,0
273,9680,22084,8353,1309,11562,2268,0
274,9703,22227,8361,1309,11562,2268,0
275,9722,22359,8372,1309,11562,2268,0
276,9750,22502,8382,1309,11562,2268,0
277,9767,22636,8388,1309,11562,2268,0
278,9787,22768,8398,1309,11562,2268,0
279,9809,22882,8406,1309,11562,2268,0
280,9829,22986,8411,1309,11562,2268,0
281,9847,23071,8415,1309,11562,2268,0
282,9874,23181,8422,1309,11562,2268,0
283,9892,23272,8427,1309,11562,2268,0
284,9908,23354,8431,1309,11562,2268,0
285,9922,23424,8436,1309,11562,2268,0
286,9937,23500,8438,1309,11562,2268,0
287,9950,23584,8441,1309,11562,2268,0
288,9956,23648,8443,1309,11562,2268,0
289,9964,23700,8443,1309,11562,2268,0
290,9964,23700,8443,1309,11562,2268,0
291,9964,23700,8444,1309,11562,2268,0
292,9964,23700,8445,1309,11562,2268,0
293,9964,23700,8446,1309,11562,2268,0
294,9964,23700,8447,1309,11562,2268,0
295,9964,23700,8447,1309,11562,2268,0
296,9964,23700,8447,1309,11562,2268,0
297,9964,23700,8447,1309,11562,2268,0
298,9964,23700,8447,1309,11562,2268,0
299,9964,23700,8447,1309,11562,2268,0
300,9964,23700,8447,1309,11562,2268,0
301,9964,23700,8447,1309,11562,2268,0
302,9964,23700,8447,1309,11562,2268,0
303,9964,23700,8447,1309,11562,2268,0
304,9964,23700,8447,1309,11562,2268,0
305,9964,23700,8447,1309,11562,2268,0
306,9964,23700,8447,1309,11562,2268,0
307,9964,23700,8447,1309,11562,2268,0
308,9964,23700,8447,1309,11562,2268,0
309,9964,23700,8447,1309,11562,2268,0
310,9964,23700,8447,1309,11562,2268,0
311,9964,23700,8447,1309,11562,2268,0
312,9964,23700,8447,1309,11562,2268,0
313,9964,23700,8447,1309,11562,2268,0
314,9964,23700,8447,1309,11562,2268,0
315,9964,23700,8447,1309,11562,2268,0
316,9964,23700,8447,1309,11562,2268,0
317,9964,23700,8466,1309,11582,2269,0
318,9964,23700,8496,1309,11611,2270,0
319,9964,23700,8519,1309,11637,2271,0
320,9964,23700,8542,1309,11664,2272,0
321,9964,23700,8582,1309,11716,2274,0
322,9964,23700,8620,1309,11779,2276,0
323,9964,23700,8654,1309,11828,2278,0
324,9964,23700,8692,1309,11887,2280,0
325,9964,23700,8735,1309,11968,2285,0
326,9965,23700,8786,1309,12071,2290,0
327,9965,23700,8829,1309,12156,2295,0
328,9967,23700,8869,1309,12250,2300,0
329,9967,23700,8916,1309,12356,2305,0
330,9969,23700,8960,1309,12486,2310,0
331,9969,23700,8997,1309,12616,2314,0
332,9971,23700,9031,1309,12736,2320,0
333,9971,23700,9056,1309,12859,2324,0
334,9971,23700,9082,1309,12978,2330,0
335,9971,23700,9104,1309,13097,2334,0
336,9973,23700,9121,1309,13224,2338,0
337,9973,23700,9134,1309,13347,2342,0
338,9974,23700,9145,1309,13470,2346,0
339,9974,23700,9155,1309,13592,2350,0
340,9974,23700,9158,1309,13720,2354,0
341,9974,23700,9163,1309,13839,2358,0
342,9976,23700,9164,1309,13962,2362,0
343,9977,23700,9166,1309,14083,2366,0
344,9977,23700,9167,1309,14205,2370,0
345,9977,23700,9167,1309,14314,2374,0
346,9977,23700,9167,1309,14444,2378,0
347,9977,23700,9167,1309,14576,2382,0
348,9977,23700,9167,1309,14694,2386,0
349,9977,23700,9167,1309,14802,2395,0
350,9977,23700,9167,1309,14885,2398,0
351,9977,23700,9167,1309,14992,2401,0
352,9977,23700,9167,1309,15081,2404,0
353,9977,23700,9167,1309,15153,2414,0
354,9977,23700,9167,1309,15222,2416,0
355,9977,23700,9167,1309,15293,2418,0
356,9977,23700,9167,1309,15362,2420,0
357,9977,23700,9167,1309,15398,2428,0
358,9977,23700,9167,1309,15432,2428,0
359,9977,23700,9167,1309,15457,2428,0
360,9977,23700,9167,1309,15488,2428,0
361,9977,23700,9167,1309,15498,2428,0
362,9977,23700,9167,1309,15498,2428,0
363,9977,23700,9167,1309,15498,2428,0
364,9977,23700,9167,1309,15498,2428,0
365,9977,23700,9167,1309,15498,2428,0
366,9977,23700,9167,1309,15498,2428,0
367,9977,23700,9167,1309,15498,2428,0
368,9977,23700,9167,1309,15498,2428,0
369,9977,23700,9167,1309,15498,2428,0
370,9977,23700,9167,1309,15498,2428,0
371,9977,23700,9167,1309,15498,2428,0
372,9977,23700,9167,1309,15498,2428,0
373,9977,23700,9167,1309,15498,2428,0
374,9977,23700,9167,1309,15498,2428,0
375,9977,23700,9167,1309,15498,2428,0
376,9977,23700,9167,1309,15498,2428,0
377,9977,23700,9167,1309,15498,2428,0
378,9977,23700,9167,1309,15498,2428,0
379,9977,23700,9167,1309,15498,2428,0
380,9977,23700,9167,1309,15498,2428,0
381,9977,23700,9167,1309,15498,2428,0
382,9977,23700,9167,1309,15498,2428,0
383,9977,23700,9167,1309,15498,2428,0
384,9977,23700,9167,1309,15498,2428,0
385,9977,23700,9167,1309,15595,2433,0
386,9977,23700,9167,1309,15712,2438,0
387,9977,23700,9167,1309,15837,2443,0
388,9977,23700,9167,1309,15961,2448,0
389,9977,23700,9167,1309,16090,2453,0
390,9977,23700,9167,1309,16204,2457,0
391,9977,23702,9167,1309,16330,2463,0
392,9977,23704,9167,1310,16454,2467,0
393,9978,23706,9167,1310,16579,2472,0
394,9978,23708,9168,1310,16701,2478,0
395,9978,23710,9170,1310,16825,2482,0
396,9978,23712,9172,1312,16945,2487,0
397,9980,23714,9173,1314,17061,2491,0
398,9983,23716,9174,1314,17179,2495,0
399,9983,23722,9176,1315,17314,2499,0
400,9983,23725,9180,1316,17434,2503,0
401,9985,23730,9184,1316,17560,2507,0
402,9986,23734,9187,1317,17681,2511,0
403,9988,23738,9189,1318,17804,2515,0
404,9989,23742,9192,1318,17929,2519,0
405,9990,23747,9193,1320,18048,2523,0
406,9993,23753,9194,1320,18164,2527,0
407,9993,23759,9198,1321,18288,2531,0
408,9994,23770,9202,1322,18406,2535,0
409,9995,23783,9206,1326,18532,2539,0
410,9999,23795,9212,1327,18656,2543,0
411,10001,23815,9220,1330,18778,2547,0
412,10003,23829,9231,1339,18901,2551,0
413,10008,23847,9236,1348,19040,2556,0
414,10016,23865,9244,1352,19181,2561,0
415,10020,23888,9254,1357,19326,2566,0
416,10024,23924,9266,1366,19481,2571,0
417,10030,23951,9287,1376,19631,2577,0
418,10040,23986,9300,1390,19802,2583,0
419,10048,24025,9318,1403,19990,2589,0
420,10062,24068,9339,1417,20163,2595,0
421,10074,24109,9359,1431,20345,2603,0
422,10088,24160,9381,1452,20536,2611,0
423,10106,24218,9411,1472,20735,2619,0
424,10127,24267,9443,1495,20937,2627,0
425,10146,24324,9461,1519,21133,2635,0
426,10165,24372,9494,1541,21364,2643,0
427,10184,24445,9528,1568,21607,2651,0
428,10206,24505,9571,1608,21830,2659,0
429,10241,24573,9606,1637,22071,2667,0
430,10269,24629,9642,1675,22280,2675,0
431,10303,24715,9675,1707,22490,2683,0
432,10330,24777,9729,1744,22726,2691,0
433,10365,24848,9762,1785,22972,2699,0
434,10403,24924,9787,1823,23190,2707,0
435,10432,24987,9831,1852,23393,2715,0
436,10457,25054,9875,1885,23588,2723,0
437,10483,25125,9914,1916,23772,2731,0
438,10507,25196,9963,1949,23953,2739,0
439,10538,25287,10002,1988,24131,2747,0
440,10577,25382,10053,2018,24306,2755,0
441,10602,25480,10101,2055,24487,2763,0
442,10635,25593,10161,2089,24659,2771,0
443,10667,25704,10219,2134,24813,2779,0
444,10716,25792,10276,2172,24964,2787,0
445,10758,25964,10330,2213,25164,2794,0
446,10795,26051,10422,2261,25385,2800,0
447,10849,26112,10471,2329,25607,2807,0
448,10909,26178,10507,2359,25849,2814,0
449,10943,26340,10546,2389,26109,2821,0
450,10976,26404,10634,2438,26378,2827,0
451,11027,26465,10672,2487,26638,2833,0
452,11082,26524,10711,2516,26877,2839,0
453,11115,26693,10752,2536,27161,2843,0
454,11141,26748,10840,2576,27432,2847,0
455,11191,26796,10877,2602,27684,2851,0
456,11224,26844,10907,2624,27928,2855,0
457,11257,27015,10945,2643,28183,2859,0
458,11284,27066,11024,2676,28410,2863,0
459,11330,27110,11064,2698,28607,2867,0
460,11366,27146,11101,2718,28786,2871,0
461,11397,27193,11137,2738,28945,2875,0
462,11430,27228,11183,2757,29094,2879,0
463,11465,27285,11215,2769,29235,2883,0
464,11500,27328,11254,2786,29365,2887,0
465,11531,27368,11285,2802,29496,2891,0
466,11569,27409,11307,2818,29625,2895,0
467,11610,27444,11344,2827,29765,2899,0
468,11642,27487,11365,2844,29872,2903,0
469,11677,27541,11395,2857,29979,2907,0
470,11713,27589,11429,2874,30075,2911,0
471,11746,27635,11460,2888,30169,2915,0
472,11777,27679,11488,2901,30274,2919,0
473,11820,27731,11523,2914,30403,2922,0
474,11854,27776,11558,2928,30521,2926,0
475,11888,27817,11586,2940,30651,2931,0
476,11930,27859,11619,2952,30777,2935,0
477,11969,27906,11646,2963,30888,2939,0
478,12003,27968,11674,2972,31015,2943,0
479,12041,28014,11721,2990,31127,2947,0
480,12090,28061,11755,3002,31249,2951,0
481,12139,28117,11790,3003,31329,2951,0
482,12176,28156,11819,3005,31376,2951,0
483,12205,28203,11850,3007,31418,2951,0
484,12255,28267,11881,3007,31443,2951,0
485,12293,28319,11922,3009,31460,2951,0
486,12328,28373,11952,3011,31476,2951,0
487,12364,28428,11982,3011,31487,2951,0
488,12405,28497,12007,3011,31496,2951,0
489,12446,28549,12045,3012,31499,2951,0
490,12483,28613,12073,3014,31501,2951,0
491,12523,28669,12109,3016,31502,2951,0
492,12553,28731,12137,3016,31503,2951,0
493,12581,28798,12165,3016,31504,2951,0
494,12608,28857,12195,3019,31505,2951,0
495,12644,28919,12221,3019,31506,2951,0
496,12676,28971,12260,3020,31506,2951,0
497,12699,29041,12291,3021,31506,2951,0
498,12725,29107,12321,3021,31506,2951,0
499,12760,29181,12356,3021,31506,2951,0
500,12788,29263,12391,3021,31506,2951,0
501,12808,29355,12421,3021,31506,2951,0
502,12837,29422,12452,3021,31506,2951,0
503,12860,29500,12478,3021,31506,2951,0
504,12885,29580,12508,3021,31506,2951,0
505,12898,29651,12537,3021,31506,2951,0
506,12916,29737,12566,3021,31506,2951,0
507,12938,29809,12598,3021,31506,2951,0
508,12962,29887,12631,3026,31506,2951,0
509,12989,29946,12660,3028,31511,2952,0
510,13014,30004,12686,3030,31521,2953,0
511,13042,30063,12714,3033,31528,2954,0
512,13071,30103,12735,3036,31540,2955,0
513,13096,30142,12757,3043,31561,2957,0
514,13126,30197,12783,3048,31590,2959,0
515,13141,30248,12801,3056,31628,2961,0
516,13172,30305,12823,3064,31665,2963,0
517,13194,30350,12847,3069,31698,2967,0
518,13220,30390,12872,3080,31743,2971,0
519,13244,30429,12890,3088,31789,2974,0
520,13263,30462,12912,3094,31842,2977,0
521,13281,30503,12930,3102,31883,2980,0
522,13298,30529,12947,3112,31927,2983,0
523,13318,30549,12961,3118,31972,2986,0
524,13343,30585,12975,3126,32022,2989,0
525,13369,30624,12987,3132,32051,2992,0
526,13385,30655,13010,3138,32078,2995,0
527,13400,30691,13028,3143,32100,2998,0
528,13416,30721,13043,3150,32125,3001,0
529,13431,30772,13060,3156,32155,3004,0
530,13447,30810,13075,3162,32175,3007,0
531,13462,30839,13088,3168,32195,3010,0
532,13481,30870,13095,3174,32213,3013,0
533,13499,30900,13112,3179,32231,3016,0
534,13515,30932,13127,3186,32250,3018,0
535,13527,30975,13143,3192,32268,3022,0
536,13544,31004,13157,3197,32284,3025,0
537,13555,31044,13171,3204,32295,3028,0
538,13571,31083,13185,3210,32306,3031,0
539,13586,31123,13196,3215,32318,3034,0
540,13596,31157,13208,3222,32329,3037,0
541,13613,31315,13305,3230,32387,3042,0
542,13631,31370,13363,3242,32426,3044,0
543,13649,31418,13379,3250,32475,3046,0
544,13662,31455,13389,3257,32521,3048,0
545,13680,31610,13471,3265,32597,3053,0
546,13701,31653,13532,3283,32685,3055,0
547,13731,31699,13548,3293,32779,3057,0
548,13745,31745,13563,3299,32874,3059,0
549,13761,31899,13626,3311,33002,3063,0
550,13801,31958,13675,3326,33134,3063,0
551,13836,32018,13693,3338,33267,3063,0
552,13855,32073,13711,3345,33402,3063,0
553,13881,32244,13780,3359,33563,3063,0
554,13902,32300,13834,3385,33721,3063,0
555,13918,32379,13853,3400,33880,3063,0
556,13943,32447,13866,3409,34048,3063,0
557,13968,32514,13884,3419,34208,3063,0
558,13995,32582,13901,3423,34367,3063,0
559,14023,32647,13923,3433,34510,3063,0
560,14060,32702,13933,3443,34671,3063,0
561,14092,32746,13945,3450,34821,3063,0
562,14117,32802,13959,3458,34961,3063,0
563,14144,32860,13971,3468,35094,3063,0
564,14162,32920,13992,3477,35221,3063,0
565,14176,32979,14010,3487,35349,3063,0
566,14193,33040,14023,3494,35465,3063,0
567,14213,33080,14045,3500,35589,3063,0
568,14224,33124,14055,3509,35695,3063,0
569,14246,33160,14069,3515,35797,3063,0
570,14268,33218,14078,3522,35894,3063,0
571,14284,33261,14093,3531,35983,3063,0
572,14302,33295,14107,3538,36068,3063,0
573,14317,33320,14115,3542,36149,3063,0
574,14341,33348,14127,3548,36208,3063,0
575,14360,33367,14139,3551,36265,3063,0
576,14371,33386,14147,3554,36329,3063,0
577,14386,33410,14161,3555,36385,3063,0
578,14401,33441,14179,3558,36437,3063,0
579,14416,33466,14197,3558,36475,3063,0
580,14425,33486,14212,3559,36507,3063,0
581,14434,33517,14224,3560,36541,3063,0
582,14451,33542,14243,3562,36577,3063,0
583,14465,33571,14259,3565,36611,3063,0
584,14482,33602,14277,3566,36636,3063,0
585,14497,33626,14289,3568,36656,3063,0
586,14516,33657,14311,3569,36677,3063,0
587,14530,33687,14325,3570,36696,3063,0
588,14557,33717,14348,3572,36705,3063,0
589,14573,33741,14367,3572,36713,3063,0
590,14592,33780,14386,3576,36724,3063,0
591,14614,33813,14396,3576,36733,3063,0
592,14631,33850,14410,3578,36742,3063,0
593,14648,33892,14435,3578,36750,3063,0
594,14665,33935,14452,3579,36756,3063,0
595,14687,33985,14470,3580,36763,3063,0
596,14702,34036,14491,3580,36766,3063,0
597,14712,34089,14512,3581,36768,3063,0
598,14723,34135,14536,3583,36770,3063,0
599,14735,34193,14558,3583,36772,3063,0
600,14745,34248,14573,3583,36774,3063,0
601,14765,34309,14594,3583,36776,3063,0
602,14775,34365,14612,3584,36778,3063,0
603,14786,34424,14623,3587,36780,3063,0
604,14799,34492,14638,3587,36783,3063,0
605,14804,34543,14652,3589,36790,3064,0
606,14818,34592,14664,3591,36802,3065,0
607,14833,34660,14678,3593,36815,3066,0
608,14842,34711,14700,3596,36828,3067,0
609,14850,34755,14712,3602,36844,3068,0
610,14860,34795,14730,3609,36863,3069,0
611,14871,34842,14743,3617,36892,3070,0
612,14884,34877,14756,3623,36914,3071,0
613,14890,34916,14765,3632,36937,3074,0
614,14903,34943,14777,3639,36963,3077,0
615,14914,34974,14790,3647,36991,3080,0
616,14922,35000,14806,3655,37018,3083,0
617,14926,35025,14816,3664,37046,3086,0
618,14931,35052,14825,3673,37077,3088,0
619,14945,35074,14835,3683,37108,3091,0
620,14955,35103,14845,3690,37143,3094,0
621,14963,35130,14856,3697,37153,3096,0
622,14969,35155,14866,3707,37162,3098,0
623,14977,35171,14876,3713,37169,3100,0
624,14985,35182,14884,3722,37177,3102,0
625,14995,35199,14895,3732,37185,3104,0
626,15002,35211,14904,3739,37193,3106,0
627,15012,35226,14910,3746,37201,3108,0
628,15017,35243,14918,3754,37207,3110,0
629,15025,35253,14928,3761,37212,3112,0
630,15029,35268,14935,3766,37219,3114,0
631,15039,35284,14944,3774,37224,3116,0
632,15046,35293,14953,3782,37231,3118,0
633,15054,35303,14960,3788,37237,3120,0
634,15059,35318,14971,3795,37242,3122,0
635,15067,35335,14977,3802,37247,3124,0
636,15072,35355,14982,3810,37251,3126,0
637,15077,35537,15057,3819,37318,3137,0
638,15089,35556,15125,3830,37356,3138,0
639,15099,35572,15137,3837,37383,3139,0
640,15108,35590,15144,3843,37418,3140,0
641,15120,35758,15210,3849,37469,3155,0
642,15132,35788,15268,3860,37513,3157,0
643,15138,35818,15281,3871,37564,3158,0
644,15150,35841,15289,3874,37616,3161,0
645,15161,35987,15333,3883,37681,3161,0
646,15172,36015,15385,3896,37749,3161,0
647,15189,36049,15394,3905,37819,3161,0
648,15198,36090,15397,3910,37890,3161,0
649,15213,36259,15445,3920,37986,3161,0
650,15224,36302,15486,3929,38077,3161,0
651,15240,36337,15496,3932,38165,3161,0
652,15259,36385,15513,3938,38256,3161,0
653,15268,36427,15524,3939,38355,3161,0
