,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,966,0,1117,0,726,300,0
32,2751,0,2628,0,1806,702,0
33,4833,0,4417,0,2980,1098,0
34,7358,0,5727,0,4022,1585,0
35,11450,0,8019,0,6854,3389,0
36,15295,0,10840,0,9731,5244,0
37,19594,95,13125,0,12928,6975,0
38,23289,95,15385,0,16193,8925,0
39,29255,167,19324,0,20942,11307,0
40,34839,251,22986,0,25954,13917,0
41,40397,436,26675,0,30702,16355,0
42,46119,627,30217,0,35275,18840,0
43,54149,1438,35594,0,41608,22068,0
44,61963,3294,39988,0,48596,25563,0
45,70128,5097,44399,0,54655,29324,0
46,77979,8871,48775,0,61261,32744,0
47,85612,15187,53510,0,67570,36037,0
48,93571,22412,57519,0,74840,39594,0
49,101580,29445,62352,0,81121,43186,0
50,109164,40188,65505,0,87670,46573,0
51,116493,54478,69490,0,93779,50048,0
52,124446,68798,73260,0,99873,53492,0
53,132115,82221,76732,0,106367,57012,0
54,139165,98947,80342,0,112294,60639,0
55,146365,116137,83096,0,119113,63932,0
56,153766,132930,85902,0,125700,67127,0
57,160640,148364,88385,0,131695,70381,0
58,167714,161776,90634,0,137935,73906,0
59,174085,175498,93294,0,144812,77091,0
60,180248,185495,95642,0,150798,80888,0
61,184833,204145,99208,0,156570,84085,0
62,190200,212329,105791,0,161860,87116,0
63,194437,219041,108421,0,167573,90159,0
64,198085,223831,110183,0,172595,93452,0
65,201476,242349,113349,0,176959,95303,0
66,205383,245287,121860,0,179960,96878,0
67,209555,247638,124746,0,183829,98440,0
68,213586,249476,126690,0,186862,99943,0
69,216203,264140,129194,0,188943,101144,0
70,219881,265126,136348,0,190808,102280,0
71,223703,265472,137571,0,192398,103266,0
72,226461,265872,139282,0,194030,104244,0
73,228088,281742,140970,0,194402,104646,0
74,229647,281777,144993,0,194402,104646,0
75,231135,281983,146415,0,194402,104646,0
