,Food,Health,Amusement,Basic Goods,Funds
46,33.3108,71.972,75.387,18.9694,954.8746
47,33.3316,72.386,74.6824,20.2302,949.7564
48,33.9702,72.904,73.9702,21.4628,944.0656
49,35.3164,73.15,73.2678,22.8062,938.0876
50,36.934,73.516,72.555,24.0714,931.9708
51,39.6972,73.75,71.8538,25.5916,924.7832
52,42.493,73.854,71.1474,27.082,918.0622
53,45.9596,73.954,70.4386,28.6574,910.6746
54,48.9686,73.926,69.74,30.3694,903.6754
55,52.0344,73.986,69.0438,32.2002,896.608
56,54.8386,73.962,68.3446,33.9342,889.5434
57,57.7008,74.018,67.6598,35.1786,883.04
58,60.3492,73.896,66.9652,36.6574,876.7402
59,62.2414,73.914,66.257,38.3088,870.8334
60,64.3126,73.868,65.5618,39.9726,864.675
61,68.784,73.974,64.8952,40.6006,857.857
62,69.3058,75.092,64.2378,41.2616,852.839
63,69.6096,74.886,63.5758,41.8118,848.8022
64,69.3484,74.532,62.9202,41.7912,845.7866
65,73.5034,74.16,62.3162,41.782,840.2212
66,72.8118,75.712,61.7114,41.3064,836.535
67,71.873,75.416,61.112,40.8754,833.979
68,70.936,74.888,60.5056,40.3034,831.7332
69,75.5836,74.668,59.9572,39.0916,826.724
70,74.356,76.032,59.3976,38.215,823.8838
71,73.0558,75.576,58.856,37.4666,822.3044
72,71.6986,75.206,58.3108,36.1978,820.9934
73,75.5858,74.508,57.803,34.433,817.3476
74,74.0948,74.55,57.3064,32.885,816.142
75,72.6444,73.884,56.7972,30.7884,815.6362
76,71.2074,73.114,56.2964,28.6564,815.287
77,69.7134,72.444,55.7906,26.3674,814.9722
78,68.1958,71.606,55.2954,24.0052,814.7282
79,66.6922,70.756,54.8148,21.6494,814.5034
80,65.1998,69.932,54.3184,19.3146,814.3086
81,63.7138,69.092,53.8032,16.8772,814.1384
82,62.2054,68.262,53.3218,14.3622,813.971
83,60.7012,67.27,52.877,11.8438,813.8926
84,59.1952,66.404,52.3944,9.3022,813.8238
85,57.684,65.532,51.9348,6.814,813.7724
86,56.1776,64.582,51.4812,4.29,813.715
87,54.685,63.686,51.0434,1.776,813.6458
88,53.181,62.678,50.695,-0.736,813.5644
89,51.707,61.684,50.31,-3.231,813.4568
90,50.3274,60.714,49.8696,-5.7198,813.28
91,49.0064,59.71,49.4864,-8.1836,813.0726
92,47.6428,58.744,49.1538,-10.7018,812.8664
93,46.3508,57.784,48.811,-13.1868,812.6216
94,45.1572,56.782,48.5456,-15.6846,812.2106
95,44.0808,55.786,48.2702,-18.1714,811.7284
96,43.1146,54.804,48.0886,-20.6518,811.0774
97,42.5686,53.818,47.914,-23.1112,810.1578
98,42.2576,52.794,47.6806,-25.6122,809.1862
99,42.2154,51.83,47.579,-28.121,807.854
100,42.5006,50.924,47.5934,-30.581,806.23
101,43.0344,49.948,47.4038,-33.0416,804.5614
102,43.4626,48.954,47.2496,-35.5938,803.1326
103,44.6806,47.938,47.2276,-38.0996,800.8494
104,45.81,46.972,47.1818,-40.5794,798.727
105,47.211,45.998,47.018,-43.0874,796.5258
106,48.874,45.038,46.9942,-45.595,794.1212
107,51.0382,43.992,46.738,-48.115,791.4716
108,52.857,42.95,46.6062,-50.6366,788.9012
109,54.4734,41.906,46.4484,-53.1398,786.566
110,56.5128,40.902,46.0828,-55.6726,783.9974
111,58.74,39.83,45.7458,-58.1464,781.4688
112,59.9786,38.852,45.2762,-60.6434,779.6758
113,61.6988,37.796,44.891,-63.161,777.2798
114,63.5522,36.8,44.426,-65.6404,775.0034
115,65.2394,35.816,43.9462,-68.1424,772.7948
116,66.4042,34.934,43.475,-70.611,771.048
117,67.6,33.93,42.9792,-73.1174,769.2128
118,68.3858,32.996,42.4796,-75.6092,767.759
119,68.8534,31.996,41.9778,-78.1172,766.3714
120,69.5082,30.986,41.4708,-80.6254,765.001
121,69.8446,29.918,40.9896,-83.1014,763.7286
122,69.9802,28.912,40.4898,-85.5798,762.6402
123,70.046,27.938,39.987,-88.0536,761.5588
124,70.0756,26.94,39.4824,-90.5536,760.446
125,69.7724,26.706,39.0022,-92.007,758.876
126,69.4208,26.418,38.542,-93.391,757.2372
127,68.8854,26.15,38.071,-94.78,755.6952
128,68.2362,25.86,37.576,-95.9622,754.3362
129,67.5678,26.606,37.1086,-96.0366,752.0782
130,66.8274,27.252,36.6378,-95.8012,749.6718
131,66.1236,27.84,36.1282,-95.3594,747.276
132,65.009,28.338,35.6674,-94.7544,745.2904
133,64.2566,29.658,35.1464,-93.1796,742.2196
134,63.3502,31.218,34.7034,-91.2054,739.05
135,62.0532,32.472,34.2486,-89.018,736.1536
136,60.8086,34.058,33.856,-86.8504,733.3054
137,59.5832,36.024,33.3818,-83.547,729.8424
138,58.439,38.212,32.8706,-79.3852,726.0634
139,57.1396,40.132,32.4046,-74.0136,722.1686
140,55.6702,42.138,31.8842,-70.6608,718.7474
141,54.2808,43.918,31.376,-65.9832,715.0996
142,53.0034,45.848,30.9038,-62.2898,711.5034
143,51.7114,47.422,30.428,-57.7948,707.8504
144,50.4698,49.312,29.9782,-53.6428,704.262
145,49.332,51.078,29.4568,-49.5774,700.5148
146,48.269,52.528,28.9754,-45.009,696.7542
147,47.307,53.782,28.4712,-41.4286,693.1234
148,46.4122,55.532,28.0556,-37.0856,689.0904
149,45.7614,56.688,27.517,-32.3536,685.3094
150,45.12,57.934,27.043,-28.225,681.5094
151,44.6828,59.02,26.5146,-24.2984,677.7662
152,44.2228,60.178,26.0024,-21.5628,674.0204
153,44.0576,60.98,25.4762,-17.9938,670.0584
154,44.0928,62.08,24.9412,-15.6168,666.2688
155,44.4386,63.018,24.44,-13.2162,662.2646
156,44.9458,63.66,23.9188,-10.2592,658.2508
157,46.3978,65.638,23.4048,-8.649,653.6266
158,47.1076,66.37,22.8928,-7.3058,649.8966
159,48.251,66.702,22.3636,-6.3522,646.3672
160,49.441,67.14,21.8866,-5.9324,642.748
161,51.8182,68.518,21.3724,-6.0318,638.098
162,53.6224,68.832,20.8536,-5.9528,634.271
163,54.9728,68.818,20.3174,-6.7202,631.0636
164,56.5238,68.486,19.803,-7.296,627.6102
165,59.0292,69.08,19.289,-7.9958,623.5948
166,60.5434,68.658,18.7792,-8.9592,620.5458
167,61.676,68.364,18.268,-10.1788,617.8782
168,62.7714,67.894,17.7618,-11.6722,615.3598
169,64.7176,67.43,17.2608,-12.9804,612.4818
170,65.8918,66.622,16.765,-14.4558,610.3552
171,66.8794,65.66,16.2722,-16.0228,608.357
172,67.8626,64.784,15.7694,-17.8216,606.4284
173,68.4238,63.88,15.2672,-19.6736,604.7044
174,68.789,62.97,14.7724,-21.365,603.2168
175,69.2442,61.982,14.2744,-23.132,601.6216
176,69.6558,60.97,13.7872,-24.9284,600.1936
177,69.862,59.918,13.2924,-26.8348,598.8808
178,70.0234,58.906,12.804,-28.8964,597.605
179,70.015,57.85,12.294,-31.0824,596.5098
180,69.7018,56.824,11.7994,-33.089,595.4766
181,69.1368,55.816,11.3072,-35.3514,594.7082
182,68.9108,54.794,10.8186,-37.6672,593.7148
183,68.3062,53.776,10.3266,-39.8708,593.0792
184,67.4846,52.782,9.8258,-42.0842,592.5646
185,66.6438,51.754,9.3386,-44.3416,591.9626
186,66.1108,50.706,8.8264,-46.719,591.2306
187,65.1156,49.612,8.3308,-48.914,590.7024
188,64.0382,48.626,7.8328,-51.2884,590.3726
189,63.1256,47.612,7.3252,-53.6678,589.9688
190,62.1502,46.574,6.8362,-56.0528,589.4848
191,61.0092,45.526,6.3376,-58.2414,589.097
192,60.0354,44.578,5.8362,-60.5392,588.6718
193,58.9566,43.554,5.3374,-62.7974,588.31
194,57.7838,42.504,4.839,-65.1118,587.9948
195,56.5446,41.614,4.3492,-67.4628,587.7284
196,55.4088,40.67,3.847,-69.9084,587.4662
197,54.3242,39.648,3.3542,-72.2038,587.1142
198,53.2502,38.672,2.8528,-74.6336,586.8168
199,52.2808,37.66,2.3546,-77.0948,586.4498
200,51.3108,36.702,1.8586,-79.2732,585.959
201,50.5442,35.702,1.3666,-81.6904,585.3932
202,49.6254,34.65,0.873,-84.099,584.9908
203,48.9604,33.698,0.3746,-86.4822,584.4076
204,48.4808,32.676,-0.12,-88.7236,583.6404
205,47.9392,31.73,-0.6188,-91.1146,583.0068
206,48.0036,30.694,-1.1262,-93.537,581.9656
207,47.6342,29.624,-1.638,-95.938,581.1472
208,47.7976,28.7,-2.1454,-98.375,580.0972
209,48.5142,27.692,-2.6496,-100.8648,578.5712
210,49.1462,26.742,-3.153,-103.2754,577.1234
211,49.704,25.792,-3.664,-105.6356,575.709
212,50.273,24.824,-4.1684,-108.0184,574.3944
213,50.7958,23.884,-4.6486,-110.4172,572.979
214,51.9114,22.912,-5.153,-112.9222,571.2764
215,53.0714,21.956,-5.6534,-115.3664,569.5012
216,54.16,20.958,-6.1592,-117.7718,567.7446
217,55.8576,19.918,-6.6516,-120.2282,565.6924
218,56.8588,18.94,-7.1574,-122.6628,564.0294
219,58.3872,17.974,-7.6604,-125.1498,561.9738
220,59.6742,16.936,-8.1506,-127.6058,560.1028
221,60.4998,16.606,-8.5824,-129.9158,558.0582
222,61.7536,16.584,-9.0218,-132.095,555.556
223,62.7918,16.236,-9.466,-134.3122,553.3234
224,63.5094,16.298,-9.8998,-136.4522,551.062
225,63.72,17.004,-10.3168,-138.2438,548.8696
226,64.1564,18.042,-10.7336,-139.8986,546.309
227,64.6366,18.886,-11.146,-141.577,543.7786
228,64.9336,19.708,-11.5668,-143.1818,541.4144
229,64.8378,21.302,-11.9746,-144.6042,538.8034
230,64.5982,23.102,-12.39,-145.6974,536.065
231,64.5592,24.74,-12.7914,-146.6494,533.2446
232,64.1638,26.266,-13.1826,-147.9684,530.7904
233,63.4066,28.462,-13.636,-149.0218,528.0532
234,62.7718,30.25,-14.0356,-150.0698,525.2694
235,62.1972,32.208,-14.4484,-151.1466,522.383
236,61.3394,33.902,-14.8764,-152.1206,519.6706
237,60.4048,35.718,-15.3878,-153.1038,516.8966
238,59.41,37.238,-15.8476,-153.8896,514.5826
239,58.2454,38.904,-16.3212,-155.0762,512.0692
240,57.1672,40.334,-16.7962,-155.9392,509.601
241,56.2396,41.854,-17.2852,-157.119,507.0914
242,55.196,43.134,-17.7246,-158.1796,504.6758
243,54.1524,44.548,-18.1856,-159.1078,502.0658
244,52.961,45.69,-18.6502,-160.1806,499.9048
245,51.9236,46.822,-19.1204,-161.1258,497.6154
246,50.7498,47.542,-19.5948,-162.1748,495.416
247,49.6792,48.378,-20.0528,-163.236,493.2438
248,48.7326,49.006,-20.5196,-164.211,491.1034
249,47.5368,50.102,-20.9932,-165.3068,488.864
250,46.4656,50.836,-21.467,-166.4512,486.656
251,45.4474,51.258,-21.9358,-167.5618,484.506
252,44.3952,51.742,-22.4102,-168.7022,482.5148
253,46.9116,53.122,-22.8944,-170.18,478.5336
254,46.159,54.798,-23.36,-171.6114,476.0468
255,45.261,55.078,-23.8286,-172.9754,474.2802
256,44.5966,55.28,-24.2914,-174.3126,472.4604
257,47.5488,56.224,-24.7934,-175.9628,468.9288
258,47.1568,56.922,-25.2626,-177.5588,466.8094
259,46.8054,57.038,-25.754,-179.2968,464.9652
260,46.5478,57.192,-26.2408,-181.075,463.2886
261,50.1054,57.654,-26.7472,-182.9706,459.7696
262,50.169,58.144,-27.2512,-185.0642,457.746
263,50.2016,57.79,-27.7364,-186.9366,456.0832
264,50.43,57.448,-28.247,-188.8004,454.3594
265,54.6132,57.344,-28.7398,-191.0022,450.7016
266,55.4792,56.972,-29.2268,-193.1096,448.8606
267,56.0002,56.216,-29.736,-195.435,447.2906
268,56.635,55.43,-30.247,-197.654,445.7488
269,57.541,54.736,-30.7564,-199.9738,444.0654
270,58.5362,54.146,-31.2474,-202.0226,442.073
271,59.4154,53.296,-31.7404,-204.1236,440.2614
272,60.5642,52.47,-32.243,-206.32,438.2694
273,61.5168,51.82,-32.7322,-208.4804,436.3444
274,62.3468,51.04,-33.2394,-210.635,434.4908
275,62.9636,50.072,-33.7414,-212.8014,432.8864
276,63.6352,49.346,-34.234,-214.9508,431.1852
277,64.3414,48.446,-34.735,-217.0704,429.4712
278,64.924,47.644,-35.235,-219.3326,427.9294
279,65.5192,46.87,-35.7236,-221.5612,426.3746
280,65.8856,45.904,-36.2248,-223.7052,424.935
281,66.26,44.924,-36.7346,-225.9136,423.5992
282,66.4748,44.07,-37.2346,-227.907,422.217
283,66.5882,43.122,-37.7386,-230.1922,421.0422
284,66.4302,42.316,-38.2386,-232.4256,420.0956
285,65.9084,41.41,-38.7376,-234.6696,419.3308
286,65.555,40.42,-39.2432,-236.9142,418.4492
287,65.5136,39.536,-39.7442,-239.2164,417.3148
288,64.8196,38.518,-40.2478,-241.5086,416.6696
289,64.3122,37.488,-40.7616,-243.8156,415.9272
290,62.8008,36.494,-41.2578,-246.3818,415.902
291,61.3144,35.536,-41.7774,-248.8836,415.8802
292,59.8176,34.482,-42.2782,-251.382,415.8802
293,58.3372,33.528,-42.7726,-253.8958,415.8802
294,56.8182,32.53,-43.2744,-256.4232,415.8578
295,55.3206,31.594,-43.7786,-258.9008,415.8578
296,53.814,30.578,-44.2726,-261.4238,415.8578
297,52.3026,29.586,-44.7672,-263.924,415.8578
298,50.8216,28.54,-45.272,-266.3852,415.8578
299,49.2852,27.508,-45.775,-268.8656,415.8578
300,47.7606,26.502,-46.2732,-271.371,415.8578
301,46.2608,25.454,-46.7726,-273.9088,415.8578
302,44.792,24.502,-47.2714,-276.4062,415.8578
303,43.291,23.518,-47.7636,-278.9378,415.8578
304,41.7858,22.56,-48.257,-281.4472,415.8578
305,40.2792,21.526,-48.75,-283.9744,415.8578
306,38.7646,20.556,-49.2508,-286.4674,415.8578
307,37.254,19.56,-49.7486,-288.954,415.8578
308,35.7492,18.566,-50.2502,-291.4848,415.8578
309,34.2368,17.616,-50.7616,-293.9964,415.8578
310,32.7298,16.668,-51.2598,-296.528,415.8578
311,31.2264,15.61,-51.7674,-298.9996,415.8578
312,29.7142,14.696,-52.2594,-301.5154,415.8578
313,28.2146,13.628,-52.7582,-304.0094,415.8578
314,26.6946,12.63,-53.2604,-306.4874,415.8578
315,25.1844,11.636,-53.7646,-308.9872,415.8578
316,23.6676,10.652,-54.2642,-311.4732,415.8578
317,22.1978,10.358,-54.758,-313.8164,415.4404
318,20.6816,10.284,-55.2656,-316.1456,414.92
319,19.1708,10.234,-55.7588,-318.5012,414.3938
320,17.6754,10.014,-56.2536,-320.8542,413.8738
321,16.1618,10.598,-56.8134,-323.0216,413.0262
322,14.6502,11.278,-57.3768,-325.2464,411.9914
323,13.1416,11.992,-57.9486,-327.4212,411.0928
324,11.6424,12.694,-58.512,-329.598,410.1636
325,10.1264,14.128,-59.122,-331.659,408.776
326,8.6178,15.322,-59.7452,-333.7582,407.4272
327,7.0848,16.38,-60.3582,-335.824,406.1232
328,5.5694,17.464,-60.9806,-337.8668,404.7636
329,4.0456,18.676,-61.6524,-339.7756,403.4222
330,2.5592,20.094,-62.3372,-341.6768,401.8914
331,1.075,21.342,-63.0074,-343.6172,400.3756
332,-0.407,22.354,-63.6962,-345.5394,398.9498
333,-1.9154,23.11,-64.4394,-347.45,397.5506
334,-3.4204,23.894,-65.1814,-349.3518,396.308
335,-4.9232,24.438,-65.9148,-351.27,395.0366
336,-6.4326,24.772,-66.6648,-353.1778,393.7666
337,-7.928,25.234,-67.406,-355.0688,392.5338
338,-9.4492,25.534,-68.154,-356.9726,391.235
339,-10.9798,25.948,-68.8948,-358.8716,389.9884
340,-12.4844,25.908,-69.6296,-360.7696,388.8488
341,-13.994,26.264,-70.3706,-362.644,387.6014
342,-15.4916,26.304,-71.1118,-364.5576,386.416
343,-16.985,26.26,-71.8468,-366.4672,385.2148
344,-18.515,26.356,-72.5842,-368.2916,384.152
345,-19.9922,26.404,-73.3404,-370.1554,382.954
346,-21.5172,26.478,-74.083,-372.0368,381.8378
347,-23.04,26.444,-74.8132,-373.9302,380.5636
348,-24.534,26.132,-75.5474,-375.8452,379.425
349,-26.0038,26.044,-76.2226,-377.885,378.489
350,-27.5028,25.828,-76.8894,-379.9098,377.6432
351,-28.9778,25.826,-77.5754,-381.9818,376.785
352,-30.4674,25.34,-78.2544,-384.0158,376.1078
353,-31.9688,24.994,-78.8848,-386.2232,375.4228
354,-33.4724,24.9,-79.5098,-388.4248,374.7714
355,-34.9838,24.624,-80.1316,-390.628,374.2594
356,-36.4798,24.176,-80.749,-392.8392,373.7516
357,-37.9748,23.808,-81.3156,-395.1474,373.1262
358,-39.4906,23.236,-81.881,-397.5164,372.8374
359,-41.0204,22.56,-82.433,-399.858,372.569
360,-42.472,21.85,-82.9826,-402.19,372.2884
361,-43.9776,21.04,-83.4796,-404.6642,372.1588
362,-45.499,20.046,-83.9728,-407.131,372.1588
363,-46.979,19.14,-84.48,-409.605,372.1588
364,-48.459,18.186,-84.986,-412.1026,372.1588
365,-49.9636,17.16,-85.4868,-414.5962,372.1588
366,-51.473,16.152,-85.9778,-417.1006,372.1588
367,-52.9816,15.132,-86.4732,-419.5748,372.1588
368,-54.4684,14.23,-86.9718,-422.0744,372.1588
369,-55.977,13.202,-87.4754,-424.6052,372.1588
370,-57.483,12.214,-87.9774,-427.1184,372.1588
371,-58.997,11.194,-88.4728,-429.6016,372.1588
372,-60.5196,10.208,-88.9752,-432.145,372.1588
373,-62.0226,9.112,-89.478,-434.6824,372.1588
374,-63.5278,8.102,-89.9782,-437.1754,372.1588
375,-65.0138,7.108,-90.477,-439.6888,372.1588
376,-66.5036,6.036,-90.9762,-442.199,372.1588
377,-67.9826,5.034,-91.4774,-444.653,372.1588
378,-69.4682,4.09,-91.9802,-447.1866,372.1588
379,-70.9638,3.098,-92.4912,-449.6976,372.1588
380,-72.4922,2.11,-92.9922,-452.2036,372.1588
381,-74.005,1.068,-93.4904,-454.6956,372.1588
382,-75.51,-0.006,-93.9822,-457.2384,372.1588
383,-77.0236,-0.95,-94.4798,-459.7112,372.1588
384,-78.5202,-1.966,-94.9766,-462.2376,372.1588
385,-80.0428,-0.598,-95.4794,-464.7562,431.0716
386,-81.5398,0.632,-95.9818,-467.2022,489.8564
387,-83.0358,2.508,-96.4796,-469.687,548.4892
388,-84.5512,3.542,-96.9858,-472.206,607.1652
389,-86.0406,4.67,-97.4786,-474.7268,665.952
390,-87.5574,5.882,-97.972,-477.1752,724.684
391,-89.078,6.382,-98.4798,-479.6402,783.2572
392,-90.5592,7.608,-98.9882,-482.12,842.0006
393,-92.0418,8.21,-99.4802,-484.6482,900.663
394,-93.5472,9.204,-99.9758,-487.1772,959.4012
395,-95.0564,10.032,-100.473,-489.6586,1018.0168
396,-96.5446,10.864,-100.9732,-492.176,1076.6904
397,-98.0462,11.656,-101.479,-494.6502,1135.415
398,-99.5456,11.964,-101.9812,-497.1522,1194.1432
399,-101.0012,12.468,-102.4934,-499.6466,1252.7778
400,-102.4204,12.678,-103.0034,-502.166,1311.5088
401,-103.8784,13.404,-103.4586,-504.7014,1370.167
402,-105.3876,14.11,-103.9644,-507.043,1428.7176
403,-106.712,14.298,-104.4796,-509.5716,1487.5416
404,-108.0174,14.664,-104.9746,-512.0848,1546.1208
405,-109.4244,14.87,-105.4238,-514.6096,1604.626
406,-110.8412,15.044,-105.915,-517.1314,1663.2284
407,-112.0372,15.558,-106.4036,-519.464,1721.8384
408,-113.28,15.868,-106.9146,-521.9692,1780.551
409,-114.1702,16.152,-107.4116,-524.4674,1838.9998
410,-114.972,16.422,-107.9144,-526.9748,1897.4648
411,-115.3756,16.914,-108.368,-529.4036,1955.7594
412,-116.0422,17.532,-108.83,-531.7382,2014.086
413,-116.2534,18.518,-109.2376,-533.7946,2072.1434
414,-116.438,19.184,-109.736,-535.938,2130.1596
415,-116.9294,20.202,-110.0082,-538.324,2187.9074
416,-117.093,20.96,-110.3656,-540.174,2245.9362
417,-117.0808,21.508,-110.8236,-541.9224,2303.649
418,-117.088,22.524,-111.3514,-543.8352,2361.1836
419,-116.883,23.482,-111.6942,-546.079,2418.7106
420,-116.459,24.354,-111.9652,-547.607,2476.0508
421,-115.2834,24.898,-112.4482,-549.1496,2533.3382
422,-114.4392,26.312,-112.6768,-550.6016,2590.2874
423,-112.819,27.024,-112.7444,-551.6938,2647.0786
424,-111.0018,28.03,-112.5714,-552.1384,2703.6074
425,-109.607,28.866,-112.4542,-551.26,2760.3248
426,-107.8168,29.718,-112.3006,-550.4434,2816.6024
427,-105.2808,30.604,-112.1528,-549.8648,2872.8488
428,-102.6202,31.208,-111.6358,-548.9486,2928.986
429,-100.6432,32.416,-111.3278,-547.2856,2985.3334
430,-98.4246,33.234,-111.0996,-545.849,3041.6994
431,-96.3344,34.308,-110.8292,-544.5014,3098.1376
432,-93.7448,34.362,-110.6988,-542.9982,3154.6368
433,-91.1856,35.606,-110.5752,-542.1928,3210.8368
434,-87.8786,36.524,-110.3586,-541.4358,3267.1456
435,-85.2748,37.74,-110.0572,-540.0952,3323.5434
436,-82.8834,38.354,-109.7354,-538.5296,3380.204
437,-80.1592,38.824,-109.5162,-536.87,3436.8502
438,-77.4076,39.256,-109.2278,-535.491,3493.4442
439,-74.5192,40.208,-108.9688,-534.2254,3549.9928
440,-71.294,40.85,-108.6026,-532.4978,3606.6456
441,-68.4504,41.642,-108.2608,-530.8148,3663.3522
442,-65.1876,42.13,-108.0418,-529.9618,3720.2664
443,-61.3892,43.172,-107.74,-528.7274,3777.0432
444,-57.924,44.214,-107.1626,-527.6574,3833.8406
445,-48.9456,45.168,-106.7838,-525.832,3889.1414
446,-46.3894,47.504,-105.7976,-524.1268,3944.758
447,-45.0038,48.1,-105.2738,-521.4028,4001.3038
448,-42.8782,48.51,-105.0022,-519.9062,4057.8792
449,-34.1428,49.632,-104.9202,-518.915,4112.576
450,-32.7414,52.15,-104.1766,-518.8364,4168.397
451,-31.4146,52.49,-103.876,-517.4232,4224.4772
452,-28.9974,52.546,-103.534,-516.926,4280.5806
453,-20.566,53.386,-103.2828,-516.5122,4335.3498
454,-18.7572,55.918,-102.8384,-516.8058,4391.31
455,-17.1536,56.43,-102.2646,-516.3874,4447.9774
456,-16.5406,56.762,-102.178,-515.9518,4504.7804
457,-9.234,57.092,-102.04,-516.477,4560.7774
458,-7.4292,58.738,-101.6386,-517.1484,4617.4934
459,-6.2562,59.168,-101.11,-517.3364,4675.0528
460,-4.724,59.31,-100.9586,-517.231,4732.718
461,-4.0186,59.534,-100.6984,-517.9876,4790.59
462,-2.541,59.654,-100.639,-517.854,4848.3796
463,-1.8208,59.808,-100.4672,-518.796,4906.3634
464,-1.2562,59.812,-100.4282,-519.3448,4964.3534
465,-0.7614,60.124,-100.3498,-520.011,5022.0704
466,-0.7764,59.994,-100.1464,-520.7768,5080.0446
467,-0.7168,59.85,-100.16,-520.6844,5137.9416
468,-0.4624,59.652,-100.1774,-521.731,5195.8968
469,0.9882,59.356,-100.128,-522.5568,5253.527
470,1.633,59.33,-99.9646,-523.3976,5311.4118
471,1.796,59.472,-99.7816,-523.733,5369.1706
472,2.1234,59.258,-99.785,-524.1412,5427.2278
473,2.394,59.3,-99.6682,-525.0108,5485.0464
474,2.9034,59.138,-99.5722,-525.4648,5542.9996
475,2.8418,59.192,-99.424,-525.8568,5600.6864
476,2.924,58.834,-99.3644,-526.548,5658.7178
477,3.622,58.866,-99.4266,-527.32,5716.3988
478,3.8524,58.97,-99.107,-527.8978,5774.1098
479,4.1242,58.888,-99.1838,-528.2152,5831.9956
480,4.1816,58.5,-99.0766,-529.07,5889.9842
481,4.2044,58.19,-99.3932,-529.505,5888.3008
482,4.085,57.958,-99.7806,-530.8338,5886.928
483,4.2174,57.29,-100.2838,-532.5754,5885.9112
484,3.9304,56.898,-100.7812,-534.6358,5884.76
485,3.723,56.43,-101.2794,-536.65,5883.8086
486,3.7626,55.88,-101.7794,-538.793,5882.8686
487,3.7346,55.398,-102.167,-541.0,5881.9392
488,3.1886,54.972,-102.6074,-542.8832,5881.0934
489,3.1292,54.426,-103.1146,-545.0038,5880.3324
490,3.4262,53.89,-103.6016,-547.0358,5879.2224
491,3.364,53.624,-104.0996,-549.054,5878.2426
492,3.1248,53.18,-104.5946,-551.3176,5877.3682
493,3.1586,52.624,-105.0336,-553.623,5876.6222
494,2.9786,52.184,-105.4656,-555.8386,5875.6946
495,3.1312,51.582,-105.888,-557.5842,5874.6446
496,3.509,50.982,-106.3892,-559.4004,5873.5758
497,3.592,50.34,-106.8174,-561.6188,5872.6352
498,3.959,49.758,-107.3232,-563.325,5871.3678
499,4.1996,49.284,-107.8262,-565.5396,5870.3992
500,4.0936,48.714,-108.3274,-567.7022,5869.4338
501,4.4882,48.118,-108.84,-569.7952,5868.2146
502,4.546,47.63,-109.3414,-572.0326,5867.1918
503,4.5872,46.928,-109.8366,-574.1748,5866.1818
504,4.9224,46.414,-110.3326,-576.3198,5864.9292
505,5.2626,45.778,-110.8336,-578.4414,5863.7188
506,5.677,45.182,-111.2778,-580.49,5862.5434
507,5.3352,44.556,-111.784,-582.4432,5861.529
508,5.2974,44.044,-112.2742,-584.4774,5860.3694
509,5.2124,43.542,-112.6894,-586.3938,5859.3634
510,4.8838,42.964,-113.1288,-588.1768,5858.3536
511,4.6316,42.476,-113.5362,-590.0912,5857.2536
512,4.3254,41.954,-113.9252,-592.113,5856.0244
513,4.4376,41.482,-114.3318,-593.9594,5854.8052
