,Food,Health,Amusement,Basic Goods,Funds
0,100.0,100.0,100.0,100.0,1000.0
1,98.4892,99.032,99.4948,97.475,1000.0
2,96.9958,98.012,98.995,94.9604,1000.0
3,95.5302,96.984,98.4986,92.457,1000.0
4,94.0104,96.018,97.9914,89.986,1000.0
5,92.4704,94.976,97.4886,87.5118,1000.0
6,90.9772,93.966,96.9978,85.0298,1000.0
7,89.4928,92.982,96.498,82.5452,1000.0
8,87.9774,91.992,96.0116,80.0328,1000.0
9,86.5056,90.924,95.5078,77.5026,1000.0
10,84.9534,89.904,95.0144,75.0322,1000.0
11,83.465,88.92,94.518,72.548,1000.0
12,81.9606,87.83,94.017,70.0366,1000.0
13,80.4698,86.772,93.5208,67.5562,1000.0
14,78.9714,85.76,93.0286,65.048,1000.0
15,77.4688,84.82,92.5316,62.5434,1000.0
16,75.9922,83.74,92.0344,60.0662,1000.0
17,74.5012,82.696,91.5278,57.5658,1000.0
18,73.0158,81.722,91.0148,55.054,1000.0
19,71.5208,80.746,90.5234,52.499,1000.0
20,70.018,79.818,90.0266,49.9812,1000.0
21,68.5172,78.808,89.5364,47.4938,1000.0
22,67.0078,77.796,89.03,44.9568,1000.0
23,65.5216,76.754,88.5262,42.4568,1000.0
24,64.0084,75.726,88.0304,39.9036,1000.0
25,62.5234,74.652,87.5356,37.456,1000.0
26,61.0188,73.628,87.0412,34.948,1000.0
27,59.5476,72.47,86.5574,32.4636,1000.0
28,58.0596,71.498,86.0624,29.9414,1000.0
29,56.5662,70.474,85.5642,27.4346,1000.0
30,55.0706,69.458,85.0572,25.0804,1000.0
31,53.559,68.85,84.5484,23.0158,999.0914
32,52.0552,68.3,84.0424,21.2904,997.8152
33,50.5746,67.678,83.4966,19.6348,996.6532
34,49.08,67.102,82.9518,17.9456,995.4538
35,47.5942,67.046,82.3984,17.118,993.013
36,46.1094,67.062,81.8564,16.1786,990.4822
37,44.61,67.12,81.2552,15.215,988.186
38,43.1274,66.942,80.6414,14.407,985.8786
39,41.6318,67.354,80.0394,14.2982,982.421
40,40.1402,67.892,79.4294,14.2538,978.9026
41,38.6916,68.244,78.7798,14.17,975.3416
42,37.2354,68.532,78.129,14.3928,971.7312
43,35.9724,69.26,77.49,15.3392,967.1918
44,35.1292,69.968,76.847,16.4254,962.1376
45,34.189,70.672,76.1466,17.6796,957.1476
46,33.6608,71.318,75.4462,18.8242,951.962
47,33.6646,71.794,74.7306,19.9548,946.5316
48,34.132,72.388,74.0324,21.4002,940.5128
49,35.1644,73.1,73.3354,22.5786,934.213
50,36.6586,73.346,72.6412,24.0472,927.7918
51,39.15,73.74,71.9442,25.6418,920.5738
52,41.7946,73.956,71.2486,26.9746,913.7186
53,45.0272,74.036,70.555,28.474,906.0424
54,48.0516,74.238,69.852,30.156,898.7516
55,51.4648,74.018,69.1516,31.7714,891.1298
56,54.801,73.972,68.449,33.7816,883.6016
57,57.3648,73.916,67.7592,35.36,876.8548
58,59.6768,73.712,67.0636,36.7972,870.4212
59,61.981,73.716,66.3538,38.6004,863.8
60,63.721,73.616,65.6576,39.6604,857.986
61,68.4524,73.844,65.0064,40.6416,850.456
62,69.3782,75.224,64.3528,41.0936,844.8558
63,69.9808,75.036,63.6968,41.4398,840.6726
64,69.897,74.776,63.0408,41.8366,836.8398
65,74.1892,74.608,62.4362,41.3446,830.9226
66,73.6676,76.218,61.8328,40.953,826.9142
67,72.6596,75.864,61.2322,40.5228,824.5776
68,71.6232,75.402,60.6282,40.0256,822.4986
69,75.4316,75.202,60.0706,38.9498,817.6038
70,74.1758,76.202,59.5178,38.0088,815.0312
71,72.8278,75.6,58.9624,37.2386,813.3866
72,71.454,75.16,58.4084,36.0464,811.995
73,75.689,74.722,57.9512,34.186,807.872
74,74.2296,74.804,57.4654,32.7554,806.3716
75,72.7516,74.18,56.965,30.8676,805.7794
76,71.2808,73.34,56.4802,28.7368,805.4034
77,69.7938,72.604,55.9816,26.5444,804.9874
