,Commerce,Catering,Health,Recreational Activities,Transport,Hotel,Real State
82,4290,5000,2673,3,3690,1860,0
83,4290,5000,2684,5,3690,1860,0
84,4290,5000,2692,6,3690,1860,0
85,4290,5000,2693,9,3690,1860,0
86,4290,5001,2693,11,3690,1860,0
87,4290,5002,2695,11,3690,1860,0
88,4290,5004,2697,17,3690,1860,0
89,4290,5008,2698,25,3690,1860,0
90,4290,5014,2698,31,3690,1860,0
91,4290,5023,2701,38,3690,1860,0
92,4290,5030,2701,52,3690,1860,0
93,4290,5043,2701,59,3690,1860,0
94,4290,5065,2701,71,3690,1860,0
95,4290,5090,2701,83,3690,1860,0
96,4290,5131,2701,100,3690,1860,0
97,4290,5168,2701,111,3690,1860,0
98,4290,5225,2701,129,3690,1860,0
99,4290,5322,2701,147,3690,1860,0
100,4290,5422,2701,171,3690,1860,0
101,4290,5541,2701,197,3690,1860,0
102,4290,5674,2701,233,3690,1860,0
103,4290,5828,2701,257,3690,1860,0
104,4290,5984,2701,282,3690,1860,0
105,4290,6166,2701,305,3690,1860,0
106,4290,6385,2701,320,3690,1860,0
107,4290,6605,2701,345,3690,1860,0
108,4290,6851,2701,366,3690,1860,0
109,4290,7074,2701,387,3690,1860,0
110,4290,7268,2701,398,3690,1860,0
111,4290,7459,2701,405,3690,1860,0
112,4290,7644,2701,417,3690,1860,0
113,4290,7825,2701,420,3690,1860,0
114,4290,8000,2701,428,3690,1860,0
115,4290,8193,2701,428,3690,1860,0
116,4290,8344,2701,432,3690,1860,0
117,4290,8504,2701,435,3690,1860,0
118,4290,8646,2701,439,3690,1860,0
119,4290,8767,2701,442,3690,1860,0
120,4290,8883,2701,445,3690,1860,0
121,4290,9012,2701,445,3690,1860,0
122,4290,9102,2701,445,3690,1860,0
123,4290,9185,2701,446,3690,1860,0
124,4290,9268,2701,446,3690,1860,0
125,4321,9335,2723,448,3715,1862,0
126,4359,9408,2747,451,3744,1863,0
127,4398,9466,2770,454,3772,1866,0
128,4444,9521,2793,456,3801,1867,0
129,4504,9579,2835,462,3849,1875,0
130,4572,9622,2881,466,3910,1881,0
131,4638,9660,2923,474,3961,1888,0
132,4701,9685,2966,481,4023,1893,0
133,4794,9726,3035,486,4107,1901,0
134,4893,9757,3111,495,4193,1908,0
135,5003,9792,3180,503,4281,1915,0
136,5101,9812,3253,507,4372,1922,0
137,5243,9831,3342,513,4479,1929,0
138,5379,9848,3432,522,4602,1935,0
139,5516,9852,3521,528,4730,1942,0
140,5650,9861,3611,539,4855,1950,0
141,5789,9864,3702,555,4974,1957,0
142,5923,9873,3789,576,5094,1963,0
143,6042,9885,3875,596,5211,1971,0
144,6185,9899,3971,611,5336,1978,0
145,6308,9921,4052,623,5468,1984,0
146,6438,9940,4141,637,5582,1991,0
147,6563,9973,4225,647,5708,1997,0
148,6693,10023,4307,662,5839,2003,0
149,6811,10071,4391,674,5952,2009,0
150,6918,10140,4476,685,6078,2014,0
151,7021,10201,4552,698,6189,2021,0
152,7115,10280,4637,710,6314,2027,0
153,7209,10370,4711,722,6440,2033,0
154,7307,10464,4779,734,6558,2039,0
155,7383,10566,4841,746,6686,2045,0
156,7466,10671,4902,758,6812,2051,0
157,7518,10872,5010,766,6914,2057,0
158,7587,11021,5084,774,7011,2061,0
159,7641,11186,5137,781,7110,2068,0
160,7699,11339,5179,790,7205,2073,0
161,7750,11548,5268,793,7276,2079,0
162,7819,11741,5315,796,7336,2081,0
163,7860,11908,5347,799,7407,2083,0
164,7898,12108,5385,802,7472,2085,0
165,7945,12337,5446,805,7517,2087,0
166,7987,12511,5485,808,7548,2087,0
167,8030,12660,5510,811,7586,2087,0
168,8073,12819,5531,814,7622,2087,0
169,8111,13015,5550,814,7626,2090,0
170,8151,13179,5558,814,7626,2090,0
171,8185,13332,5567,814,7626,2090,0
172,8215,13481,5570,814,7626,2090,0
173,8247,13583,5574,814,7626,2090,0
174,8268,13699,5578,814,7626,2090,0
175,8287,13800,5579,814,7626,2090,0
176,8315,13899,5579,814,7626,2090,0
177,8341,13998,5581,814,7626,2090,0
178,8361,14080,5581,814,7626,2090,0
179,8373,14170,5581,814,7626,2090,0
180,8387,14247,5581,814,7626,2090,0
181,8400,14319,5581,814,7626,2090,0
182,8414,14376,5581,814,7626,2090,0
183,8428,14436,5581,814,7626,2090,0
184,8439,14498,5581,814,7626,2090,0
185,8452,14535,5581,814,7626,2090,0
186,8459,14575,5581,814,7626,2090,0
187,8468,14622,5581,814,7626,2090,0
188,8477,14659,5581,814,7626,2090,0
189,8487,14698,5581,814,7626,2090,0
190,8492,14730,5581,814,7626,2090,0
191,8498,14763,5581,814,7626,2090,0
192,8506,14794,5581,814,7626,2090,0
193,8509,14820,5581,814,7626,2090,0
194,8517,14839,5581,814,7626,2090,0
195,8520,14861,5581,814,7626,2090,0
196,8531,14886,5581,814,7626,2090,0
197,8540,14908,5581,814,7626,2090,0
198,8544,14955,5581,814,7626,2090,0
199,8554,14985,5581,814,7626,2090,0
200,8563,15024,5581,814,7626,2090,0
201,8571,15064,5581,814,7626,2090,0
202,8575,15116,5581,814,7626,2090,0
203,8582,15172,5581,814,7626,2090,0
204,8587,15245,5581,814,7626,2090,0
205,8593,15312,5581,814,7626,2090,0
206,8605,15394,5581,814,7626,2090,0
207,8610,15491,5581,814,7626,2090,0
208,8614,15584,5581,814,7626,2090,0
209,8616,15697,5581,814,7626,2090,0
210,8618,15824,5581,814,7626,2090,0
211,8630,15944,5581,814,7626,2090,0
212,8633,16066,5581,814,7626,2090,0
213,8635,16221,5581,814,7626,2090,0
214,8639,16377,5581,814,7626,2090,0
215,8644,16533,5581,814,7626,2090,0
216,8646,16703,5581,814,7626,2090,0
217,8649,16897,5581,814,7626,2090,0
218,8652,17052,5581,814,7626,2090,0
219,8655,17235,5581,814,7626,2090,0
220,8655,17401,5581,814,7626,2090,0
221,8656,17540,5603,818,7649,2091,0
222,8666,17683,5625,822,7680,2092,0
223,8668,17841,5650,826,7709,2093,0
224,8672,17995,5672,830,7737,2094,0
225,8682,18109,5715,839,7790,2098,0
226,8699,18225,5759,848,7843,2102,0
227,8706,18320,5801,857,7901,2106,0
228,8723,18417,5845,866,7959,2110,0
229,8737,18500,5915,875,8035,2116,0
230,8765,18588,5986,884,8125,2122,0
231,8786,18645,6061,893,8211,2128,0
232,8806,18718,6128,902,8300,2134,0
233,8827,18772,6213,914,8420,2140,0
234,8857,18819,6301,926,8545,2145,0
235,8878,18871,6391,938,8666,2151,0
236,8900,18920,6472,950,8792,2156,0
237,8921,18954,6558,960,8912,2161,0
238,8947,18987,6642,974,9031,2166,0
239,8970,19014,6730,986,9149,2171,0
240,8987,19042,6802,998,9273,2176,0
241,9008,19074,6884,1009,9402,2181,0
242,9028,19088,6955,1022,9521,2186,0
243,9048,19125,7019,1034,9649,2191,0
244,9066,19152,7081,1046,9772,2196,0
245,9087,19177,7150,1058,9891,2201,0
246,9107,19205,7215,1070,10009,2206,0
247,9128,19231,7278,1082,10139,2210,0
248,9147,19264,7336,1094,10262,2216,0
249,9168,19299,7383,1106,10391,2221,0
250,9184,19329,7423,1118,10509,2226,0
251,9200,19352,7471,1130,10634,2231,0
252,9220,19384,7508,1142,10757,2236,0
253,9234,19577,7617,1150,10851,2243,0
254,9246,19621,7716,1158,10951,2247,0
255,9259,19670,7764,1166,11042,2251,0
256,9274,19725,7806,1174,11139,2254,0
257,9288,19938,7881,1177,11214,2264,0
258,9297,19999,7960,1180,11281,2266,0
259,9304,20067,7994,1183,11342,2268,0
260,9313,20160,8025,1186,11403,2270,0
261,9322,20391,8079,1189,11448,2272,0
262,9337,20502,8131,1192,11486,2272,0
263,9356,20591,8151,1195,11524,2272,0
264,9371,20705,8170,1198,11556,2272,0
265,9382,20994,8204,1198,11562,2275,0
266,9401,21124,8241,1198,11562,2275,0
267,9413,21257,8260,1198,11562,2275,0
268,9428,21374,8283,1198,11562,2275,0
269,9438,21507,8299,1198,11562,2275,0
270,9454,21661,8312,1198,11562,2275,0
271,9472,21793,8325,1198,11562,2275,0
272,9491,21903,8335,1198,11562,2275,0
273,9507,22053,8348,1198,11562,2275,0
274,9519,22183,8366,1198,11562,2275,0
275,9536,22301,8369,1198,11562,2275,0
276,9554,22452,8376,1198,11562,2275,0
277,9574,22598,8380,1198,11562,2275,0
278,9591,22739,8388,1198,11562,2275,0
279,9612,22853,8397,1198,11562,2275,0
280,9628,22959,8403,1198,11562,2275,0
281,9640,23072,8411,1198,11562,2275,0
282,9652,23157,8418,1198,11562,2275,0
283,9665,23258,8425,1198,11562,2275,0
284,9679,23349,8432,1198,11562,2275,0
285,9692,23428,8439,1198,11562,2275,0
286,9705,23494,8443,1198,11562,2275,0
287,9714,23569,8445,1198,11562,2275,0
288,9724,23623,8451,1198,11562,2275,0
289,9733,23671,8455,1198,11562,2275,0
290,9733,23671,8455,1198,11562,2275,0
291,9733,23671,8455,1198,11562,2275,0
292,9733,23671,8455,1198,11562,2275,0
293,9733,23671,8455,1198,11562,2275,0
294,9733,23671,8455,1198,11562,2275,0
295,9733,23671,8455,1198,11562,2275,0
296,9733,23671,8455,1198,11562,2275,0
297,9733,23671,8455,1198,11562,2275,0
298,9733,23671,8455,1198,11562,2275,0
299,9733,23671,8455,1198,11562,2275,0
300,9733,23671,8455,1198,11562,2275,0
301,9733,23671,8455,1198,11562,2275,0
302,9733,23671,8455,1198,11562,2275,0
303,9733,23671,8455,1198,11562,2275,0
304,9733,23671,8455,1198,11562,2275,0
305,9733,23671,8455,1198,11562,2275,0
306,9733,23671,8455,1198,11562,2275,0
307,9733,23671,8455,1198,11562,2275,0
308,9733,23671,8455,1198,11562,2275,0
309,9733,23671,8455,1198,11562,2275,0
310,9733,23671,8455,1198,11562,2275,0
311,9733,23671,8455,1198,11562,2275,0
312,9733,23671,8455,1198,11562,2275,0
313,9733,23671,8455,1198,11562,2275,0
314,9733,23671,8455,1198,11562,2275,0
315,9733,23671,8455,1198,11562,2275,0
316,9733,23671,8455,1198,11562,2275,0
317,9733,23671,8477,1198,11586,2276,0
318,9733,23671,8499,1198,11615,2277,0
319,9733,23671,8522,1198,11645,2278,0
320,9733,23671,8542,1198,11673,2279,0
321,9733,23671,8578,1198,11715,2282,0
322,9733,23671,8618,1198,11784,2285,0
323,9733,23671,8655,1198,11839,2288,0
324,9733,23671,8687,1198,11895,2291,0
325,9733,23671,8740,1198,11970,2296,0
326,9733,23671,8789,1198,12062,2301,0
327,9733,23671,8830,1198,12149,2305,0
328,9733,23671,8873,1198,12238,2311,0
329,9734,23671,8919,1198,12351,2316,0
330,9735,23671,8974,1198,12476,2321,0
331,9735,23671,9007,1198,12600,2326,0
332,9735,23671,9032,1198,12723,2330,0
333,9735,23671,9059,1198,12848,2336,0
334,9735,23671,9077,1198,12966,2341,0
335,9735,23671,9095,1198,13093,2346,0
336,9735,23671,9110,1198,13209,2351,0
337,9735,23671,9122,1198,13332,2356,0
338,9735,23671,9137,1198,13451,2361,0
339,9735,23671,9147,1198,13568,2365,0
340,9736,23671,9153,1198,13699,2371,0
341,9736,23671,9159,1198,13829,2376,0
342,9736,23671,9163,1198,13948,2381,0
343,9736,23671,9166,1198,14070,2385,0
344,9736,23671,9166,1198,14186,2391,0
345,9737,23671,9166,1198,14312,2396,0
346,9737,23671,9166,1198,14429,2401,0
347,9737,23671,9167,1198,14561,2405,0
348,9737,23671,9167,1198,14685,2409,0
349,9737,23671,9168,1198,14788,2415,0
350,9737,23671,9168,1198,14875,2419,0
351,9737,23671,9168,1198,14967,2423,0
352,9737,23671,9168,1198,15068,2427,0
353,9737,23671,9169,1198,15150,2429,0
354,9738,23671,9169,1198,15213,2431,0
355,9738,23671,9169,1198,15284,2433,0
356,9738,23671,9169,1198,15341,2435,0
357,9738,23671,9169,1198,15384,2435,0
358,9738,23671,9169,1198,15420,2435,0
359,9738,23671,9169,1198,15455,2435,0
360,9738,23671,9169,1198,15486,2435,0
361,9738,23671,9169,1198,15497,2435,0
362,9738,23671,9169,1198,15498,2435,0
363,9738,23671,9169,1198,15498,2435,0
364,9738,23671,9169,1198,15498,2435,0
365,9738,23671,9169,1198,15498,2435,0
366,9738,23671,9169,1198,15498,2435,0
367,9738,23671,9169,1198,15498,2435,0
368,9738,23671,9169,1198,15498,2435,0
369,9738,23671,9169,1198,15498,2435,0
370,9738,23671,9169,1198,15498,2435,0
371,9738,23671,9169,1198,15498,2435,0
372,9738,23671,9169,1198,15498,2435,0
373,9738,23671,9169,1198,15498,2435,0
374,9738,23671,9169,1198,15498,2435,0
375,9738,23671,9169,1198,15498,2435,0
376,9738,23671,9169,1198,15498,2435,0
377,9738,23671,9169,1198,15498,2435,0
378,9738,23671,9169,1198,15498,2435,0
379,9738,23671,9169,1198,15498,2435,0
380,9738,23671,9169,1198,15498,2435,0
381,9738,23671,9169,1198,15498,2435,0
382,9738,23671,9169,1198,15498,2435,0
383,9738,23671,9169,1198,15498,2435,0
384,9738,23671,9169,1198,15498,2435,0
385,9738,23671,9169,1198,15591,2440,0
386,9738,23671,9169,1198,15711,2445,0
387,9738,23671,9169,1198,15842,2450,0
388,9738,23671,9169,1198,15970,2455,0
389,9738,23671,9169,1198,16084,2460,0
390,9738,23671,9169,1198,16206,2464,0
391,9738,23671,9169,1198,16337,2470,0
392,9738,23671,9169,1198,16451,2475,0
393,9738,23671,9169,1198,16572,2480,0
394,9738,23671,9169,1198,16694,2485,0
395,9738,23671,9169,1198,16820,2490,0
396,9738,23672,9169,1198,16940,2495,0
397,9738,23672,9170,1198,17056,2499,0
398,9738,23673,9170,1198,17183,2505,0
399,9738,23673,9170,1198,17314,2510,0
400,9738,23675,9170,1198,17427,2515,0
401,9738,23676,9171,1198,17556,2519,0
402,9738,23677,9171,1198,17682,2524,0
403,9738,23677,9172,1198,17804,2530,0
404,9738,23681,9172,1198,17911,2534,0
405,9738,23687,9174,1198,18036,2540,0
406,9738,23696,9176,1199,18165,2544,0
407,9739,23703,9180,1200,18287,2548,0
408,9740,23710,9181,1200,18409,2552,0
409,9740,23722,9186,1202,18543,2556,0
410,9743,23739,9191,1205,18652,2560,0
411,9745,23753,9196,1207,18763,2564,0
412,9745,23769,9208,1209,18889,2568,0
413,9748,23787,9217,1210,19031,2573,0
414,9749,23805,9225,1212,19188,2578,0
415,9750,23826,9236,1214,19346,2583,0
416,9752,23840,9243,1219,19482,2588,0
417,9756,23860,9252,1219,19643,2594,0
418,9756,23893,9265,1225,19818,2600,0
419,9764,23920,9283,1233,19997,2606,0
420,9772,23948,9300,1240,20176,2612,0
421,9779,23978,9312,1250,20363,2620,0
422,9786,24014,9330,1263,20530,2628,0
423,9798,24047,9349,1282,20737,2636,0
424,9813,24075,9373,1297,20955,2644,0
425,9823,24119,9389,1309,21163,2652,0
426,9832,24169,9408,1330,21388,2660,0
427,9849,24222,9434,1348,21602,2668,0
428,9866,24293,9462,1369,21827,2674,0
429,9885,24364,9500,1398,22037,2684,0
430,9909,24419,9543,1427,22245,2692,0
431,9934,24480,9569,1456,22452,2700,0
432,9958,24546,9606,1481,22657,2708,0
433,9977,24619,9652,1500,22873,2714,0
434,9995,24679,9685,1529,23069,2724,0
435,10023,24752,9721,1551,23269,2731,0
436,10040,24829,9762,1580,23474,2737,0
437,10068,24904,9807,1605,23665,2743,0
438,10091,25006,9850,1637,23854,2749,0
439,10119,25107,9903,1664,24042,2755,0
440,10142,25177,9954,1694,24235,2761,0
441,10163,25268,9994,1720,24407,2767,0
442,10182,25379,10041,1744,24582,2773,0
443,10201,25461,10093,1780,24730,2779,0
444,10231,25571,10138,1814,24885,2785,0
445,10261,25726,10201,1837,25092,2797,0
446,10285,25806,10273,1871,25314,2803,0
447,10318,25876,10320,1900,25533,2809,0
448,10345,25943,10353,1924,25765,2815,0
449,10369,26101,10382,1946,26044,2838,0
450,10396,26171,10468,1971,26325,2843,0
451,10422,26224,10508,2003,26581,2848,0
452,10451,26269,10542,2025,26831,2853,0
453,10471,26425,10579,2042,27102,2862,0
454,10494,26483,10646,2072,27382,2866,0
455,10528,26528,10683,2093,27668,2870,0
456,10555,26580,10719,2110,27933,2873,0
457,10581,26759,10761,2126,28195,2878,0
458,10601,26813,10861,2156,28429,2882,0
459,10648,26859,10893,2181,28637,2886,0
460,10682,26904,10933,2193,28836,2890,0
461,10700,26950,10960,2210,29021,2894,0
462,10725,27008,10998,2223,29199,2898,0
463,10753,27051,11033,2236,29345,2902,0
464,10787,27103,11069,2255,29486,2906,0
465,10818,27141,11112,2269,29620,2910,0
466,10845,27190,11138,2284,29742,2913,0
467,10877,27224,11181,2297,29876,2917,0
468,10897,27269,11210,2309,29997,2920,0
469,10924,27313,11236,2321,30105,2923,0
470,10950,27363,11270,2333,30226,2926,0
471,10984,27406,11297,2344,30338,2929,0
472,11008,27445,11334,2353,30455,2932,0
473,11030,27479,11364,2363,30579,2935,0
474,11060,27531,11395,2376,30702,2938,0
475,11092,27576,11431,2386,30837,2941,0
476,11118,27630,11472,2396,30939,2944,0
477,11150,27670,11513,2406,31050,2947,0
478,11186,27710,11541,2418,31159,2950,0
479,11210,27752,11577,2429,31271,2953,0
480,11234,27787,11601,2442,31392,2956,0
481,11270,27830,11627,2443,31477,2956,0
482,11294,27878,11651,2444,31528,2956,0
483,11314,27923,11673,2444,31560,2956,0
484,11338,27976,11692,2446,31579,2956,0
485,11358,28019,11724,2446,31590,2956,0
486,11383,28086,11749,2447,31592,2956,0
487,11406,28146,11783,2448,31592,2956,0
488,11436,28200,11809,2450,31592,2956,0
489,11453,28256,11828,2453,31597,2956,0
490,11479,28321,11859,2455,31601,2956,0
491,11515,28391,11889,2456,31606,2956,0
492,11535,28442,11926,2458,31607,2956,0
493,11554,28506,11951,2460,31608,2956,0
494,11574,28563,11970,2461,31608,2956,0
495,11595,28622,12003,2462,31608,2956,0
496,11622,28681,12039,2464,31608,2956,0
497,11639,28762,12066,2465,31608,2956,0
498,11673,28818,12096,2465,31608,2956,0
499,11694,28885,12122,2465,31608,2956,0
500,11714,28961,12150,2466,31608,2956,0
501,11734,29046,12180,2467,31608,2956,0
502,11763,29132,12200,2467,31608,2956,0
503,11785,29221,12227,2469,31608,2956,0
504,11810,29304,12268,2470,31608,2956,0
505,11832,29366,12293,2470,31608,2956,0
506,11850,29432,12326,2471,31608,2956,0
507,11869,29509,12356,2472,31608,2956,0
508,11885,29566,12399,2472,31608,2956,0
509,11900,29629,12428,2475,31613,2956,0
510,11917,29689,12461,2478,31627,2956,0
511,11934,29754,12492,2480,31648,2956,0
512,11956,29822,12516,2483,31669,2956,0
513,11969,29865,12539,2488,31688,2957,0
514,11989,29915,12568,2494,31714,2958,0
515,12005,29960,12591,2499,31741,2959,0
516,12024,30022,12619,2506,31778,2960,0
517,12045,30067,12640,2511,31808,2963,0
518,12059,30107,12659,2517,31844,2966,0
519,12073,30137,12675,2522,31879,2969,0
520,12090,30166,12684,2527,31920,2972,0
521,12105,30193,12702,2535,31952,2975,0
522,12116,30230,12714,2542,31990,2978,0
523,12136,30264,12733,2551,32031,2981,0
524,12150,30296,12747,2559,32077,2984,0
525,12161,30326,12763,2567,32098,2987,0
526,12179,30365,12777,2575,32121,2990,0
527,12192,30400,12795,2583,32137,2993,0
528,12202,30422,12812,2591,32155,2996,0
529,12219,30454,12822,2600,32171,2999,0
530,12232,30477,12840,2608,32187,3002,0
531,12242,30503,12863,2616,32201,3005,0
532,12258,30535,12875,2624,32211,3008,0
533,12273,30566,12889,2630,32230,3011,0
534,12282,30601,12902,2641,32241,3014,0
535,12301,30638,12915,2649,32255,3017,0
536,12312,30680,12927,2657,32271,3020,0
537,12325,30710,12940,2665,32285,3023,0
538,12338,30754,12952,2674,32295,3026,0
539,12352,30785,12968,2681,32305,3029,0
540,12366,30821,12975,2689,32315,3032,0
541,12380,30965,13066,2697,32367,3035,0
542,12394,31010,13125,2705,32414,3038,0
543,12403,31059,13146,2711,32473,3041,0
544,12422,31093,13162,2720,32532,3044,0
545,12435,31247,13239,2724,32609,3046,0
546,12454,31305,13303,2731,32700,3048,0
547,12469,31351,13320,2735,32793,3050,0
548,12484,31406,13330,2740,32892,3052,0
549,12497,31549,13401,2746,33014,3052,0
550,12516,31603,13455,2753,33149,3052,0
551,12536,31659,13471,2760,33282,3052,0
552,12556,31702,13487,2767,33418,3052,0
553,12577,31875,13555,2774,33574,3052,0
554,12591,31938,13608,2782,33737,3052,0
555,12606,31998,13623,2787,33907,3052,0
556,12619,32057,13647,2791,34079,3052,0
557,12636,32118,13666,2798,34236,3052,0
558,12653,32188,13683,2804,34402,3052,0
559,12671,32250,13698,2813,34575,3052,0
560,12684,32312,13717,2820,34748,3052,0
561,12701,32379,13733,2824,34923,3052,0
562,12716,32439,13752,2831,35094,3052,0
563,12729,32499,13775,2836,35252,3052,0
564,12745,32551,13794,2837,35389,3052,0
565,12754,32589,13809,2840,35529,3052,0
566,12773,32643,13826,2843,35656,3052,0
567,12786,32690,13840,2847,35776,3052,0
568,12800,32740,13856,2848,35897,3052,0
569,12814,32792,13872,2850,36014,3052,0
570,12826,32834,13882,2857,36108,3052,0
571,12841,32873,13906,2859,36197,3052,0
572,12852,32901,13915,2862,36286,3052,0
573,12858,32934,13929,2870,36373,3052,0
574,12874,32975,13940,2872,36441,3052,0
575,12889,32998,13956,2877,36497,3052,0
576,12897,33021,13971,2881,36551,3052,0
577,12912,33047,13985,2883,36604,3052,0
578,12918,33072,14001,2885,36660,3052,0
579,12930,33099,14019,2885,36703,3052,0
580,12945,33122,14036,2887,36745,3052,0
581,12960,33149,14051,2891,36782,3052,0
582,12970,33168,14068,2893,36816,3052,0
583,12986,33197,14086,2900,36854,3052,0
584,12998,33226,14108,2901,36884,3052,0
585,13007,33259,14118,2902,36901,3052,0
586,13017,33285,14135,2903,36911,3052,0
587,13026,33304,14147,2904,36924,3052,0
588,13040,33325,14160,2905,36932,3052,0
589,13048,33357,14173,2909,36938,3052,0
590,13062,33389,14190,2910,36947,3052,0
591,13068,33412,14218,2913,36956,3052,0
592,13079,33454,14234,2913,36962,3052,0
593,13088,33497,14245,2914,36968,3052,0
594,13100,33549,14265,2915,36974,3052,0
595,13109,33587,14287,2917,36981,3052,0
596,13116,33628,14298,2917,36985,3052,0
597,13124,33676,14312,2918,36988,3052,0
598,13132,33729,14327,2919,36988,3052,0
599,13139,33775,14345,2922,36988,3052,0
600,13151,33834,14361,2922,36988,3052,0
601,13162,33903,14378,2922,36988,3052,0
602,13175,33966,14395,2923,36988,3052,0
603,13180,34037,14410,2924,36988,3052,0
604,13191,34113,14428,2924,36988,3052,0
605,13196,34178,14441,2927,36995,3052,0
606,13205,34234,14457,2931,37003,3052,0
607,13214,34283,14474,2934,37016,3052,0
608,13225,34328,14484,2936,37033,3052,0
609,13234,34376,14495,2941,37050,3053,0
610,13241,34424,14503,2948,37067,3054,0
611,13251,34467,14518,2952,37089,3055,0
612,13257,34508,14531,2958,37111,3056,0
613,13267,34525,14540,2963,37131,3059,0
614,13272,34551,14547,2971,37152,3062,0
615,13287,34582,14554,2980,37179,3065,0
616,13295,34607,14568,2985,37204,3068,0
617,13302,34625,14579,2992,37224,3070,0
618,13313,34642,14590,3001,37246,3073,0
619,13326,34663,14596,3009,37268,3074,0
620,13333,34683,14605,3016,37292,3077,0
621,13343,34699,14614,3023,37299,3079,0
622,13350,34712,14622,3032,37309,3081,0
623,13357,34730,14631,3038,37316,3083,0
624,13365,34747,14640,3045,37320,3085,0
625,13372,34769,14649,3053,37328,3087,0
626,13379,34785,14654,3061,37332,3089,0
627,13386,34803,14661,3068,37340,3091,0
628,13392,34821,14669,3077,37345,3093,0
629,13402,34833,14678,3086,37351,3095,0
630,13412,34851,14691,3091,37356,3097,0
631,13414,34874,14699,3100,37361,3099,0
632,13426,34897,14706,3108,37364,3101,0
633,13435,34910,14712,3117,37369,3103,0
634,13445,34931,14721,3123,37375,3105,0
635,13452,34954,14726,3131,37379,3107,0
636,13460,34964,14731,3136,37383,3109,0
637,13466,35121,14814,3152,37460,3130,0
638,13483,35150,14877,3174,37500,3132,0
639,13506,35167,14886,3184,37535,3134,0
640,13512,35190,14891,3190,37567,3136,0
641,13521,35330,14977,3193,37611,3146,0
642,13530,35357,15027,3199,37658,3148,0
643,13538,35383,15041,3205,37707,3150,0
644,13545,35413,15051,3210,37756,3152,0
645,13555,35573,15110,3217,37826,3152,0
646,13564,35595,15177,3224,37895,3152,0
647,13581,35627,15192,3230,37970,3152,0
648,13592,35657,15205,3235,38045,3152,0
649,13601,35820,15261,3239,38138,3152,0
650,13611,35865,15315,3244,38235,3152,0
651,13622,35907,15328,3248,38336,3152,0
652,13626,35952,15337,3248,38442,3152,0
653,13634,36009,15345,3249,38548,3152,0
654,13647,36047,15358,3252,38654,3152,0
