,Food,Health,Amusement,Basic Goods,Funds
0,100.0,100.0,100.0,100.0,1000.0
1,98.4804,99.014,99.497,97.4576,1000.0
2,96.9776,98.034,98.9892,94.9384,1000.0
3,95.5002,97.044,98.4902,92.4248,1000.0
4,93.9998,96.138,97.9976,89.9726,1000.0
5,92.5262,95.126,97.4936,87.421,1000.0
6,91.0188,94.162,97.001,84.9004,1000.0
7,89.5108,93.19,96.4932,82.4134,1000.0
8,88.001,92.166,95.9918,79.921,1000.0
9,86.5202,91.17,95.4888,77.3716,1000.0
10,85.0174,90.118,94.987,74.833,1000.0
11,83.5058,89.172,94.4824,72.3442,1000.0
12,82.0056,88.136,93.9814,69.8526,1000.0
13,80.5044,87.074,93.4826,67.3356,1000.0
14,79.0068,86.132,92.9752,64.8378,1000.0
15,77.4884,85.092,92.4714,62.3564,1000.0
16,75.9722,84.138,91.9694,59.8852,1000.0
17,74.4678,83.192,91.476,57.3688,1000.0
18,72.942,82.19,90.9704,54.8684,1000.0
19,71.4374,81.252,90.471,52.409,1000.0
20,69.9574,80.22,89.957,49.9472,1000.0
21,68.4352,79.228,89.4532,47.4244,1000.0
22,66.9622,78.266,88.9592,44.9276,1000.0
23,65.4452,77.258,88.4566,42.4226,1000.0
24,63.945,76.278,87.9614,39.9058,1000.0
25,62.4352,75.246,87.4598,37.406,1000.0
26,60.9316,74.316,86.9568,34.9162,1000.0
27,59.4298,73.308,86.4642,32.4546,1000.0
28,57.9178,72.264,85.968,29.9326,1000.0
29,56.4472,71.208,85.4726,27.4534,1000.0
30,54.932,70.302,84.9914,25.0392,1000.0
31,53.4262,69.532,84.4752,22.9688,999.2878
32,51.9206,68.94,83.9814,21.245,998.0632
33,50.383,68.23,83.4238,19.632,996.8992
34,48.8818,67.696,82.874,18.2196,995.6078
35,47.3852,67.654,82.3246,17.407,993.286
36,45.9078,67.584,81.7776,16.8098,990.6942
37,44.4126,67.48,81.1832,16.153,988.2738
38,42.8948,67.442,80.5934,15.4148,985.9222
39,41.4054,67.688,79.9962,15.534,982.5334
40,39.9148,68.258,79.3986,15.7542,978.877
41,38.4354,68.446,78.7456,15.9116,975.52
42,37.1052,68.694,78.0866,16.2136,971.9838
43,35.7286,69.618,77.439,17.1486,967.2964
44,34.825,70.272,76.7836,18.3124,962.259
45,34.0522,70.914,76.0878,19.4452,957.2196
46,33.7724,71.544,75.384,20.6214,951.7476
47,33.5718,72.044,74.6686,21.8646,946.3904
48,34.2458,72.482,73.9716,23.1836,940.484
49,35.3058,72.86,73.2758,24.5108,934.2598
50,37.3502,73.104,72.5706,25.7964,927.7512
51,39.8728,73.454,71.876,27.4916,920.338
52,43.2712,73.606,71.1688,28.8288,912.7898
53,45.9148,73.766,70.4674,30.2328,905.983
54,48.8594,73.97,69.7536,31.9502,898.4706
55,52.2716,74.066,69.0606,33.6122,891.0044
56,55.3592,74.238,68.3542,35.2354,883.6896
57,57.995,74.212,67.6484,36.8622,876.6654
58,60.8088,74.1,66.9412,38.3598,869.749
59,62.4822,74.156,66.2266,39.8734,863.5636
60,63.976,74.058,65.5356,41.1262,857.853
61,68.9906,73.962,64.883,41.8958,850.4814
62,69.9096,75.204,64.2238,42.1252,845.1498
63,70.1098,75.024,63.5768,42.1508,841.0688
64,70.0514,74.788,62.9228,42.2292,837.5324
65,74.4154,74.574,62.3406,41.9422,831.4382
66,73.501,76.32,61.7366,41.4294,827.386
67,72.6978,76.04,61.1338,41.1264,824.732
68,71.7132,75.59,60.5424,40.5882,822.2246
69,75.4464,75.19,59.9892,39.5528,817.4954
70,74.207,76.396,59.4364,38.7414,814.6282
71,72.8298,76.062,58.8932,37.7108,812.8796
72,71.4714,75.664,58.3444,36.4362,811.331
73,75.4538,75.018,57.8452,34.349,807.9124
74,73.9458,75.37,57.353,32.3602,806.7494
75,72.4836,74.632,56.8758,30.1746,806.369
76,70.9972,73.968,56.3732,27.9212,805.9206
77,69.5002,73.186,55.8868,25.7312,805.6232
78,68.0056,72.312,55.4014,23.3896,805.4408
79,66.517,71.484,54.8876,21.038,805.2614
80,65.0296,70.576,54.3918,18.6126,805.1264
81,63.529,69.684,53.9088,16.0934,805.0516
82,62.0424,68.79,53.4256,13.6456,804.8828
83,60.5638,67.946,52.927,11.1406,804.772
84,59.0578,66.97,52.447,8.6494,804.7556
85,57.5596,65.964,51.9698,6.108,804.7392
86,56.0994,64.99,51.5402,3.6194,804.643
87,54.5978,63.976,51.117,1.1152,804.5706
88,53.1444,62.968,50.6986,-1.4082,804.4638
89,51.6718,62.012,50.311,-3.8812,804.3536
90,50.2466,60.956,49.9838,-6.4012,804.139
91,48.7694,59.96,49.599,-8.9004,803.9956
