,Food,Health,Amusement,Basic Goods,Funds
0,100.0,100.0,100.0,100.0,1000.0
1,98.522,99.04,99.4902,97.4568,1000.0
2,97.0114,98.084,99.0038,94.9654,1000.0
3,95.5304,97.124,98.5052,92.4878,1000.0
4,94.0314,96.054,98.0178,89.9584,1000.0
5,92.5312,95.08,97.5256,87.4636,1000.0
6,91.0332,94.068,97.0084,84.9972,1000.0
7,89.5556,93.064,96.5126,82.4872,1000.0
8,88.0534,92.004,96.0154,79.9662,1000.0
9,86.603,90.976,95.52,77.4416,1000.0
10,85.0788,89.948,95.016,74.9198,1000.0
11,83.5398,88.92,94.5204,72.437,1000.0
12,82.0602,87.916,94.0252,69.9322,1000.0
13,80.5688,86.912,93.5258,67.4362,1000.0
14,79.052,85.934,93.0202,64.9496,1000.0
15,77.565,84.916,92.523,62.4254,1000.0
16,76.083,83.912,92.0162,59.916,1000.0
17,74.5762,82.916,91.514,57.3652,1000.0
18,73.1186,81.922,91.0236,54.8638,1000.0
19,71.6448,80.896,90.5338,52.37,1000.0
20,70.13,79.838,90.0376,49.9188,1000.0
21,68.6278,78.816,89.5376,47.4602,1000.0
22,67.1334,77.804,89.0408,44.9252,1000.0
23,65.6734,76.832,88.5306,42.4074,1000.0
24,64.1874,75.748,88.0256,39.9136,1000.0
25,62.7108,74.824,87.5198,37.3838,1000.0
26,61.1838,73.796,87.0066,34.8408,1000.0
27,59.7144,72.864,86.4994,32.3864,1000.0
28,58.2142,71.804,86.005,29.9216,1000.0
29,56.7496,70.796,85.4962,27.4234,1000.0
30,55.2522,69.758,84.9962,25.0186,1000.0
31,53.7392,69.08,84.5014,22.8728,999.3506
32,52.279,68.464,84.0012,20.9702,998.4826
33,50.7944,67.916,83.4646,19.31,997.4152
34,49.3068,67.344,82.907,17.525,996.5166
35,47.8326,67.17,82.3728,16.5464,994.6264
36,46.328,67.078,81.8386,15.6558,992.3662
37,44.8146,67.08,81.2438,14.6806,990.3142
38,43.3088,66.818,80.6516,13.7322,988.5254
39,41.8098,67.098,80.0454,13.9026,985.2334
