,Food,Health,Amusement,Basic Goods,Funds
0,100.0,100.0,100.0,100.0,1000.0
1,98.4996,99.036,99.5032,97.4776,1000.0
2,97.0036,98.004,99.0082,94.9758,1000.0
3,95.5038,97.072,98.5144,92.4414,1000.0
4,94.0258,96.044,98.0096,89.9484,1000.0
5,92.547,95.096,97.5074,87.3838,1000.0
6,91.0422,94.062,96.998,84.8694,1000.0
7,89.5578,93.03,96.5036,82.3878,1000.0
8,88.076,92.086,96.0022,79.8754,1000.0
9,86.5618,91.064,95.4964,77.395,1000.0
10,85.0518,90.114,95.011,74.9146,1000.0
11,83.5558,89.034,94.5012,72.3982,1000.0
12,82.0672,88.058,93.9922,69.897,1000.0
13,80.5628,86.96,93.493,67.4134,1000.0
14,79.0436,86.032,92.9914,64.9162,1000.0
15,77.542,85.074,92.4956,62.426,1000.0
16,76.048,84.086,91.996,59.9222,1000.0
17,74.56,83.036,91.4946,57.3848,1000.0
18,73.0388,82.07,90.9906,54.8586,1000.0
19,71.5608,81.094,90.4906,52.3482,1000.0
20,70.09,80.082,89.9956,49.8376,1000.0
21,68.583,79.082,89.5078,47.331,1000.0
22,67.0968,78.102,89.005,44.8532,1000.0
23,65.582,77.084,88.4966,42.3304,1000.0
24,64.0808,76.066,87.9958,39.821,1000.0
25,62.597,75.072,87.5022,37.3078,1000.0
26,61.0858,74.048,87.008,34.7584,1000.0
27,59.5544,73.116,86.5234,32.278,1000.0
28,58.0468,72.052,86.0092,29.7836,1000.0
29,56.5548,70.96,85.5064,27.2478,1000.0
30,55.0762,69.966,85.0154,24.8824,1000.0
31,53.5746,69.428,84.5122,22.8934,999.0386
32,52.0886,68.866,84.0254,21.2046,997.8718
33,50.5568,68.286,83.4798,19.5924,996.7942
34,49.0336,67.854,82.9334,17.9966,995.5722
35,47.5404,67.744,82.3818,17.127,993.1564
36,46.0242,67.79,81.8302,16.512,990.4914
37,44.5494,67.654,81.22,15.68,988.127
38,43.0196,67.518,80.61,15.0712,985.7342
39,41.5636,67.894,79.9986,15.0906,982.189
40,40.099,68.2,79.3882,15.1892,978.6188
41,38.7094,68.432,78.7398,15.2224,975.0878
42,37.2176,68.754,78.0886,15.5706,971.4882
43,35.9142,69.476,77.439,16.5588,966.9126
44,34.9452,70.268,76.7898,17.6272,961.8674
45,34.1162,70.952,76.0818,18.689,956.9002
46,33.6522,71.626,75.3724,19.8754,951.7698
47,33.644,72.136,74.6668,21.2176,946.2988
48,34.1468,72.47,73.9766,22.3376,940.723
49,35.3998,73.004,73.2856,23.698,934.3366
50,37.097,73.25,72.5842,25.1448,928.064
51,39.7416,73.664,71.8784,26.7768,920.8354
52,42.5104,74.028,71.1776,28.1348,913.7738
53,45.4292,74.07,70.4824,29.8034,906.669
54,48.9104,74.27,69.7724,31.466,899.0404
55,51.8064,74.13,69.084,33.1734,892.0072
56,54.8582,74.442,68.378,34.9252,884.7354
57,57.7266,74.274,67.6788,36.606,878.2172
58,60.0192,74.134,66.9686,38.0396,871.68
59,62.0692,73.928,66.2516,39.8014,865.5644
60,63.8694,73.87,65.5572,41.3466,859.4134
61,68.8686,74.07,64.8938,42.016,851.7596
62,69.582,75.702,64.249,42.313,846.216
63,69.9404,75.522,63.5872,42.5816,842.0266
64,69.8814,75.236,62.9476,42.6008,838.464
65,74.1338,75.118,62.3454,42.3224,832.7042
66,73.6744,76.664,61.7508,41.755,828.668
67,72.6578,76.302,61.1536,41.5522,826.1296
68,71.6056,75.976,60.5578,40.6808,823.8224
69,75.3034,75.766,60.0058,39.4202,819.4472
70,74.239,76.476,59.4664,38.6232,816.634
71,72.8798,76.05,58.9196,37.3878,815.2586
72,71.4026,75.55,58.3812,35.975,814.1056
73,75.3988,74.882,57.8874,34.1798,810.534
74,74.0086,75.024,57.391,32.3778,809.2454
75,72.5196,74.22,56.8924,30.4746,808.6686
76,71.0704,73.346,56.4088,28.361,808.2932
77,69.6174,72.448,55.92,26.1218,807.9772
78,68.1314,71.506,55.4342,23.7726,807.7308
79,66.651,70.766,54.9362,21.414,807.4646
80,65.1556,69.888,54.4258,18.8896,807.3216
81,63.6466,68.964,53.9202,16.4812,807.161
82,62.1622,67.994,53.4398,14.0406,807.115
83,60.666,66.934,52.9364,11.5802,807.0842
84,59.1648,65.908,52.4606,9.077,807.0108
85,57.6742,64.88,52.0072,6.6166,806.9846
86,56.1606,63.874,51.6018,4.0988,806.9306
87,54.6526,62.922,51.1562,1.5844,806.8724
88,53.206,61.972,50.6902,-0.9086,806.8008
89,51.7348,61.014,50.2782,-3.4178,806.6962
90,50.3038,59.984,49.9024,-5.9052,806.589
91,48.9214,58.944,49.515,-8.3994,806.4382
92,47.5404,57.938,49.1606,-10.936,806.2668
93,46.2256,56.996,48.757,-13.4146,806.093
94,45.1532,56.014,48.435,-15.891,805.6748
95,44.1066,54.994,48.1502,-18.4014,805.1974
96,43.392,53.994,47.9484,-20.9078,804.4456
97,42.7904,53.018,47.6166,-23.3478,803.735
98,42.3636,51.968,47.4096,-25.817,802.8134
99,42.3946,50.99,47.2766,-28.3464,801.5168
100,42.305,49.972,47.1342,-30.8564,800.2674
101,42.6642,48.918,46.8784,-33.3422,798.7894
102,43.4828,47.806,46.8124,-35.8726,796.9936
103,44.5764,46.774,46.6746,-38.3806,794.9684
104,45.7734,45.778,46.7196,-40.868,792.7832
105,47.3398,44.764,46.5214,-43.341,790.4534
106,48.7196,43.73,46.2884,-45.8458,788.238
107,50.4976,42.726,46.0584,-48.362,785.7742
108,52.2376,41.654,45.808,-50.884,783.4838
109,54.2862,40.61,45.571,-53.3612,780.956
110,56.1528,39.628,45.284,-55.8812,778.4624
111,57.7996,38.628,44.9726,-58.351,776.2974
112,59.9676,37.58,44.671,-60.848,773.6604
113,61.65,36.63,44.2896,-63.3372,771.501
114,62.9358,35.674,43.8812,-65.808,769.5064
115,64.2434,34.634,43.5174,-68.2418,767.3084
116,65.7144,33.6,43.1384,-70.7368,765.096
117,66.9806,32.608,42.7048,-73.2268,763.2612
118,67.9872,31.638,42.238,-75.6982,761.4798
119,68.6018,30.66,41.8374,-78.177,759.8768
120,69.1066,29.616,41.4026,-80.6754,758.5122
121,69.606,28.57,40.9578,-83.1692,757.127
122,69.8564,27.614,40.4626,-85.6802,755.8882
123,70.1778,26.636,39.9596,-88.1864,754.5974
124,69.8844,25.654,39.4914,-90.6834,753.781
125,69.6308,25.53,39.0648,-92.0922,752.1222
126,69.0576,25.354,38.6044,-93.3772,750.5018
127,68.6184,25.114,38.1764,-94.2656,748.7248
128,68.2,24.926,37.7428,-95.3458,747.0554
129,67.6936,25.496,37.2104,-95.4106,744.6876
130,67.104,26.186,36.8412,-94.8168,741.9538
131,66.3506,26.864,36.4318,-94.393,739.5992
132,65.621,27.44,35.9422,-93.8716,737.3012
133,64.7726,29.148,35.4314,-92.1128,733.98
134,63.7896,30.412,34.929,-89.9264,730.7938
135,62.6438,31.674,34.5024,-87.6966,727.724
136,61.3892,33.096,34.0136,-85.378,724.622
137,60.261,35.112,33.474,-81.4282,720.7562
138,58.9126,37.298,32.9856,-77.094,716.8044
139,57.475,39.348,32.5132,-73.2332,713.0242
140,56.079,41.358,32.0218,-69.867,709.2882
141,54.7212,43.268,31.5228,-65.3368,705.3078
142,53.2664,45.098,31.0754,-61.0194,701.3774
143,51.9122,46.78,30.734,-56.6524,697.5706
144,50.6998,48.628,30.3558,-52.3658,693.4146
145,49.4376,50.35,30.1078,-48.0336,689.2418
146,48.2554,51.992,29.6552,-43.3774,685.398
147,47.1708,53.548,29.3966,-39.847,681.4022
148,46.335,55.27,28.9696,-35.5722,677.3484
149,45.673,56.69,28.5236,-31.3514,673.394
150,45.2112,58.046,28.0774,-26.9902,668.8702
151,44.845,58.944,27.5796,-23.7334,665.0714
152,44.6498,60.14,27.126,-20.1098,660.8354
153,44.8262,61.106,26.6608,-17.6896,656.5958
154,44.9432,62.3,26.186,-14.018,652.1454
155,45.461,62.814,25.7138,-11.0722,647.892
156,46.0288,63.628,25.2492,-8.747,643.5724
157,47.7776,65.316,24.7224,-7.0228,638.5778
158,48.4608,65.94,24.2256,-5.6274,634.714
159,49.4028,66.228,23.704,-4.6636,631.1354
160,50.5738,66.602,23.1918,-4.5258,627.4138
161,52.6236,67.96,22.6406,-4.3804,622.7886
162,53.7208,67.756,22.0924,-4.1804,619.466
163,55.3882,67.86,21.5504,-4.8348,615.9162
164,56.7448,67.942,21.021,-5.3724,612.6136
165,58.6956,68.386,20.5048,-6.3524,609.1172
166,60.1424,67.984,19.9826,-7.3696,606.2186
167,60.9312,67.754,19.483,-8.379,603.653
168,62.2634,67.176,18.9616,-9.7268,600.9546
169,64.0474,66.92,18.4632,-10.5906,597.9832
170,65.1466,65.994,17.956,-12.0388,595.8632
171,66.0428,65.184,17.4608,-13.903,593.9616
172,66.838,64.324,16.9718,-15.382,592.0184
173,67.9228,63.48,16.474,-17.1136,589.9884
174,68.4714,62.55,15.9574,-19.0582,588.3406
175,69.0388,61.574,15.4458,-21.1592,586.7094
176,69.4362,60.542,14.949,-23.0868,585.2108
177,69.6082,59.552,14.4416,-25.258,583.8682
178,69.5006,58.474,13.9436,-27.341,582.7186
179,69.518,57.512,13.445,-29.3568,581.5112
180,69.141,56.494,12.9464,-31.3606,580.5318
181,68.8302,55.514,12.443,-33.6398,579.6234
182,68.5606,54.528,11.9502,-35.7984,578.6268
183,68.0782,53.514,11.4454,-38.042,577.7808
184,67.3688,52.494,10.9354,-40.283,577.1088
185,66.701,51.488,10.436,-42.5302,576.4884
186,66.0564,50.42,9.9414,-44.86,575.9418
187,65.3172,49.338,9.449,-47.1062,575.3654
188,64.34,48.322,8.9488,-49.5,574.9418
189,63.3442,47.32,8.4444,-51.9028,574.549
190,62.3318,46.348,7.9478,-54.1918,574.1694
191,61.2002,45.28,7.4404,-56.4372,573.766
192,59.9856,44.28,6.9324,-58.6924,573.4396
193,58.8112,43.32,6.4252,-61.168,573.2022
194,57.6044,42.276,5.9262,-63.5138,572.8728
195,56.4246,41.182,5.4208,-65.8552,572.6106
