,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1224,0,1005,0,2287,986,0
32,3107,0,2323,0,5081,2107,0
33,5945,0,3378,0,7544,3104,0
34,8202,0,4744,0,10049,4226,0
35,11994,0,6696,0,13444,5994,0
36,16117,0,9022,0,16867,7742,0
37,20120,0,11441,0,20092,9469,0
38,24223,0,13473,0,23517,11024,0
39,29932,0,16449,0,28630,13730,0
40,36462,161,20279,0,33736,16352,0
41,42408,321,23487,0,38941,18795,0
42,48079,656,26861,0,43817,21323,0
43,55993,1635,30512,0,50068,24473,0
44,64832,3514,34765,0,56782,27658,0
45,72861,6162,38925,0,63503,30518,0
46,81096,10669,43413,0,70331,33925,0
47,89486,16005,46650,0,76411,37049,0
48,97491,23107,50617,0,82960,40196,0
49,105290,32446,54681,0,89793,43512,0
50,113342,42458,58143,0,96124,46497,0
51,121056,55973,61768,0,102814,49695,0
52,128804,71261,65164,0,109388,52548,0
53,136890,87070,69409,0,115387,55868,0
54,143939,103942,72553,0,121897,59048,0
55,151831,120914,74670,0,128346,62088,0
56,158950,136915,77103,0,135326,64938,0
57,165995,150669,79385,0,141932,68121,0
58,172852,163344,81451,0,147807,71184,0
59,179528,175937,84283,0,154154,74769,0
60,185064,187912,86418,0,160349,77423,0
61,190523,209676,90399,0,166035,80228,0
62,195794,216609,96434,0,170058,82063,0
63,200557,223909,98273,0,174249,84390,0
64,204242,229164,100053,0,178699,86233,0
65,207573,246303,102588,0,182225,88048,0
66,211495,248953,108876,0,185418,89608,0
67,215811,251182,111571,0,188662,90853,0
68,219536,253266,113639,0,192021,92360,0
69,222221,271426,115051,0,193870,93136,0
70,225579,272034,121589,0,195427,93780,0
71,229058,272918,123681,0,196992,94369,0
72,232200,273222,125738,0,198357,94934,0
73,235135,286819,126923,0,198677,95055,0
74,237191,287005,130863,0,198677,95055,0
75,239065,287083,132558,0,198677,95055,0
