,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1076,0,1360,0,1405,720,0
32,2873,0,2560,0,2797,1426,0
33,5169,0,4045,0,4173,2122,0
34,7707,0,5133,0,5454,2807,0
35,12558,0,7384,0,8758,4386,0
36,17223,0,9988,0,11982,6062,0
37,22084,0,12550,0,15056,7619,0
38,27132,52,14523,0,18349,9160,0
39,33075,52,18248,0,23367,11669,0
40,39888,52,21384,0,28433,14003,0
41,45883,249,25190,0,33525,16407,0
42,52234,720,27973,0,38261,18702,0
43,59546,1078,31972,0,44521,21584,0
44,67506,2696,36754,0,50457,24624,0
45,75215,5050,41909,0,57386,27884,0
46,82567,8709,46659,0,63741,31175,0
47,90644,13226,51546,0,70024,34230,0
48,97860,21036,55652,0,76801,37493,0
49,105425,30607,59357,0,83011,40481,0
50,112541,41991,63603,0,89311,43372,0
51,120278,54857,68470,0,95751,46957,0
52,127194,70557,72558,0,102392,49605,0
53,134646,87823,75801,0,108442,52761,0
54,141296,103315,79581,0,114424,55891,0
55,148101,119045,83042,0,120754,59158,0
56,155152,134279,86861,0,127462,61846,0
57,161598,151198,89163,0,133729,65042,0
58,167890,165871,92590,0,140242,68369,0
59,174025,178461,95172,0,146183,71112,0
60,178874,189643,98007,0,151807,74243,0
61,183126,207464,101512,0,158222,77231,0
62,187146,215494,107425,0,163392,79523,0
63,190414,222047,110272,0,168501,81974,0
64,193771,227626,113142,0,173362,84332,0
65,197222,246946,115763,0,177161,86250,0
66,200343,250185,125380,0,180374,87719,0
67,205464,252587,128595,0,183741,89253,0
68,209216,254682,130918,0,187159,90947,0
69,211785,271054,133416,0,188895,91893,0
70,215307,271836,140190,0,190426,92550,0
71,218601,272249,142001,0,192019,93407,0
72,220553,272507,144203,0,193436,94258,0
73,222499,286657,146153,0,193664,94284,0
74,224220,286657,152126,0,193664,94284,0
75,224763,286922,153759,0,193664,94284,0
