,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,647,0,872,0,1695,985,0
32,3406,0,2031,0,3227,1955,0
33,6112,0,3483,0,4970,2916,0
34,8605,0,4201,0,6675,3862,0
35,13121,0,6517,0,10504,5511,0
36,17179,0,8713,0,14287,7307,0
37,21596,67,11073,0,18139,8962,0
38,25799,67,13663,0,21982,10655,0
39,31708,143,17329,0,27306,12819,0
40,37605,175,20750,0,32783,15126,0
41,43878,318,24317,0,37988,17232,0
42,49868,815,27680,0,43041,19475,0
43,57490,1787,32415,0,50046,22553,0
44,65156,3160,37009,0,56571,26099,0
45,72678,5153,41242,0,63060,29221,0
46,80457,8203,44870,0,69520,32451,0
47,87960,14133,48777,0,76053,35818,0
48,95182,21704,52825,0,82006,38993,0
49,102821,31573,56527,0,88978,42081,0
50,110373,42841,59947,0,95011,45399,0
51,117619,56245,63387,0,101450,48385,0
52,124945,71274,66521,0,108140,51295,0
53,131615,86489,68920,0,114182,54356,0
54,139246,103434,72263,0,120817,57768,0
55,146090,120391,74513,0,127400,60984,0
56,153373,136581,76871,0,133771,64258,0
57,159173,152188,79583,0,139563,67351,0
58,164749,166380,81908,0,146365,70219,0
59,170119,177992,84288,0,151819,73852,0
60,174931,189337,86625,0,158511,76697,0
61,178924,211156,89684,0,164739,79315,0
62,182687,219320,96627,0,169600,81493,0
63,186705,226727,98801,0,174442,83877,0
64,190680,230698,101369,0,179243,86178,0
65,193790,248346,103815,0,182788,87809,0
66,198663,251186,112103,0,185744,89434,0
67,203975,252495,114924,0,188561,91068,0
68,209050,254589,116786,0,191213,92628,0
69,213134,270656,118315,0,193239,93680,0
70,218103,271698,125427,0,194820,94792,0
71,221638,272191,127649,0,196070,95838,0
72,224439,272449,129816,0,197683,96760,0
73,226048,286434,132260,0,197713,96875,0
74,227161,286885,137155,0,197713,96875,0
75,227723,286964,139101,0,197713,96875,0
