,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1232,0,866,0,2099,738,0
32,3961,0,2389,0,4163,1462,0
33,7409,0,3721,0,6195,2178,0
34,10175,0,4609,0,8290,2883,0
35,14796,0,7194,0,11217,4407,0
36,19563,0,9329,0,14177,5972,0
37,24761,0,11801,0,17083,7480,0
38,29768,0,14412,0,19944,8965,0
39,35969,0,18153,0,24937,11429,0
40,42599,0,21077,0,30119,13857,0
41,48945,167,24720,0,34929,16201,0
42,55440,499,28495,0,39526,18536,0
43,64175,1376,32881,0,46455,21226,0
44,72880,3595,37913,0,52929,24126,0
45,81167,6938,42496,0,59284,26737,0
46,90110,10753,46715,0,65569,29474,0
47,98332,14809,50580,0,71910,32112,0
48,106573,21223,54555,0,78098,34836,0
49,115089,30271,58464,0,84287,37203,0
50,123727,41146,62104,0,91015,40034,0
51,131607,55307,65964,0,96609,42451,0
52,139745,72419,69899,0,103117,45038,0
53,147321,87935,72626,0,109488,47632,0
54,155293,104166,75371,0,115549,50286,0
55,163040,120075,78310,0,122048,52867,0
56,170791,133788,80384,0,127953,55787,0
57,178245,150207,82992,0,133865,58024,0
58,185223,164143,85601,0,140265,60897,0
59,191763,175388,87519,0,145956,63419,0
60,197703,185847,89461,0,152362,65991,0
61,202055,207452,91949,0,158078,68085,0
62,206141,215203,99345,0,162227,70041,0
63,210202,221477,101959,0,166994,72146,0
64,213945,225557,104489,0,171040,74104,0
65,217022,241909,107088,0,175208,75460,0
66,221531,244466,114224,0,178541,76760,0
67,227831,247081,116534,0,181935,77924,0
68,232909,249267,118469,0,185490,79198,0
69,237641,265335,119951,0,187852,79624,0
70,243322,266384,128365,0,189400,79969,0
71,247280,266664,130817,0,191024,80363,0
72,251045,267195,133258,0,192421,80755,0
73,253481,281009,134732,77,192737,80755,0
74,254222,281147,139469,77,192737,80755,0
75,254448,281346,141345,77,192737,80755,0
