,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1052,0,743,0,1591,627,0
32,3703,0,1577,0,3439,1298,0
33,6782,0,2652,0,5767,2131,0
34,9333,0,3355,0,7766,3080,0
35,14994,0,5280,0,11242,4533,0
36,19956,0,7821,0,15255,5983,0
37,25259,0,10458,0,18967,7558,0
38,30024,67,13168,0,22334,9170,0
39,36468,125,16787,0,27799,11273,0
40,43295,125,20199,0,33516,13727,0
41,49952,308,23606,0,39712,15851,0
42,56585,969,26893,0,45041,18193,0
43,64648,2216,31660,0,51906,21283,0
44,72337,4032,35759,0,58739,24672,0
45,80307,6757,40226,0,65302,27954,0
46,88447,10357,44788,0,71989,31234,0
47,95755,15606,48685,0,78964,34387,0
48,103705,21435,52122,0,85216,37824,0
49,111617,30719,56050,0,91875,41107,0
50,119206,42025,59797,0,98603,44510,0
51,126854,55155,63572,0,105194,47947,0
52,134295,69461,66614,0,111392,50707,0
53,141827,83515,69566,0,118177,54164,0
54,148747,98287,72244,0,124452,57471,0
55,155929,114922,74964,0,131058,60865,0
56,162895,133052,77734,0,137578,64278,0
57,169550,147011,79281,0,144136,67063,0
58,176834,161710,81424,0,150414,70384,0
59,183549,174248,84257,0,157307,73530,0
60,188691,185883,86640,0,163315,76551,0
61,193130,207216,89556,0,168838,79345,0
62,197443,215898,96308,0,173408,81997,0
63,200939,221844,98742,0,178202,84391,0
64,204614,226326,100922,0,182827,87269,0
65,207964,245821,103285,0,185907,88922,0
66,212091,249410,113909,0,188611,90713,0
67,216099,253016,116392,0,191764,92413,0
68,219110,254586,118561,0,195025,94389,0
69,221845,268500,120977,0,195765,95379,0
70,225169,269583,127794,0,196857,96467,0
71,227202,270077,129731,0,197901,97444,0
72,229089,270092,131756,40,198827,98378,0
73,230103,284728,133507,40,198961,98841,0
74,231688,284906,137505,40,198961,98841,0
75,232558,284906,138620,40,198961,98841,0
