,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1206,0,642,0,1594,1334,0
32,3262,0,1673,0,3669,2718,0
33,6044,0,2575,0,6103,3937,0
34,8765,0,3446,0,8103,5380,0
35,13452,0,5476,0,11862,7246,0
36,18244,0,8260,0,15933,9012,0
37,23237,0,10472,0,19646,10973,0
38,27829,0,12946,0,23429,12778,0
39,33881,0,16176,0,29106,15566,0
40,39769,118,18897,0,34340,18735,0
41,45965,212,22023,0,39923,21794,0
42,51778,488,25591,0,44739,24419,0
43,59572,1522,30015,0,51364,27820,0
44,66966,3345,34420,0,58020,31394,0
45,74902,5832,38798,0,64662,34851,0
46,82837,9887,44257,0,71455,37934,0
47,90060,14768,48742,0,78078,41321,0
48,97678,21476,52195,0,84596,44506,0
49,105340,30185,56392,0,91551,47812,0
50,112604,40206,60263,0,98135,51763,0
51,120011,52288,64816,0,104197,54729,0
52,127605,65847,68335,0,110854,58431,0
53,134783,81820,72131,0,117607,61782,0
54,141666,98188,75081,0,123131,65158,0
55,149007,115653,78955,0,129898,68425,0
56,156292,130914,81998,0,136569,71941,0
57,162649,144756,84997,0,142979,75159,0
58,169477,158883,87679,0,149783,78625,0
59,176325,170302,90046,0,156435,81421,0
60,181741,181406,92594,0,162804,85165,0
61,186856,203576,96076,0,167132,87506,0
62,191101,210726,104910,0,172040,89748,0
63,195016,217389,106571,0,176417,91713,0
64,198859,221933,109332,0,181164,93612,0
65,201166,238830,111466,0,184301,95363,0
66,204125,241911,119594,0,186825,96784,0
67,207497,244244,122059,0,189627,98112,0
68,209884,246321,124423,0,192070,99625,0
69,212378,260604,126402,0,193692,100525,0
70,215077,261232,133195,0,195057,100893,0
71,217484,262085,134889,0,196424,101623,0
72,219169,262409,137168,0,197820,102107,0
73,220559,277927,139098,0,197909,102184,0
74,222052,278148,144121,0,197909,102184,0
75,223328,278197,145475,0,197909,102184,0
