,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,898,0,998,0,1224,476,0
32,3065,0,2182,0,2686,869,0
33,5378,0,3524,0,4282,1544,0
34,7476,0,4654,0,5680,2060,0
35,11443,0,6504,0,8940,3713,0
36,16098,0,9005,0,12263,5526,0
37,20243,0,11202,0,15684,7171,0
38,24720,0,13370,0,19057,8953,0
39,30852,0,16936,0,23637,11636,0
40,36593,52,20176,0,29228,14273,0
41,42541,223,23832,0,33637,16764,0
42,48485,823,26994,0,38946,19504,0
43,56415,1392,32073,0,45479,22771,0
44,64321,3367,36619,0,52239,25976,0
45,72429,5912,42220,0,58168,29457,0
46,80039,8575,46511,0,65436,32627,0
47,87778,13966,51232,0,72140,35954,0
48,95431,20452,56217,0,78428,39032,0
49,103020,28789,60717,0,85043,42525,0
50,110554,40195,64529,0,92038,45545,0
51,118106,53187,68260,0,97862,49287,0
52,125247,67357,72101,0,104808,52181,0
53,133422,83013,76014,0,111635,55627,0
54,140573,98842,78993,0,117584,58885,0
55,147805,115791,82180,0,124433,61988,0
56,154781,130731,85494,0,130879,65233,0
57,162242,145255,88958,0,137444,68634,0
58,168812,158631,91322,0,144132,71632,0
59,175042,170962,93588,0,150768,74824,0
60,181094,184059,96503,0,157183,78032,0
61,185809,204463,99683,0,162870,80996,0
62,190222,211997,107789,0,167951,83789,0
63,194693,218226,110099,0,172694,86365,0
64,198569,223775,112914,0,177599,89009,0
65,201974,242967,115696,0,181524,90873,0
66,205333,246615,125032,0,185120,92440,0
67,209438,248250,127267,0,188289,93910,0
68,213017,249954,129938,0,191513,95461,0
69,215715,263725,131991,0,193731,96264,0
70,219320,264915,137692,0,194994,97161,0
71,222061,265888,139158,0,197007,97679,0
72,224241,266748,141160,0,199070,98172,0
73,225906,281119,142871,0,199337,98560,0
74,227255,281276,147286,0,199337,98560,0
75,228555,281437,148588,0,199337,98560,0
