regione,rsa,rai,rih,rir,rhr,rhd,r0_max,r0_min,k,startLockdown
ITA,0.7270726329169533,0.1959030851403767,0.23944923233424917,0.01,0.01,0.01,4.4787822420629855,0.3,3.382795773158474,31.0
