regione,rsa,rai,rih,rir,rhr,rhd,r0_max,r0_min,k,startLockdown
ITA,1.0,1.999997888721015,0.010011236426389455,0.031609971934346476,0.010000010526526442,0.9805880729277491,5.0,1.164245535698346,0.10000078696607814,31.0
