regione,rsa,rai,rih,rir,rhr,rhd,r0_max,r0_min,k,startLockdown
ITA,1.9542387185507477,1.911920629531756,1.9130719152636075,1.0512884849492485,1.0219583869531643,1.0205607090633975,2.0285686021211724,3.3585720975086675,4.754484492636813,31.0
