,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1556,0,672,0,1521,611,0
32,4164,0,1862,0,3171,1516,0
33,6959,0,2850,0,5146,2468,0
34,10102,0,3625,0,7095,3132,0
35,15143,0,6447,0,10688,4487,0
36,19794,0,8993,0,14706,5540,0
37,23337,0,11214,0,18653,6630,0
38,28325,36,13456,0,22270,7677,0
39,34628,104,17475,0,27657,9591,0
40,40267,202,21364,0,32555,11745,0
41,46687,520,25230,0,38123,13465,0
42,52316,934,28869,0,43390,15469,0
43,59841,1474,33465,0,50298,18214,0
44,67954,3218,38074,0,56934,21196,0
45,75614,6717,41730,0,64306,23912,0
46,83705,11654,46426,0,70997,26892,0
47,91735,16405,50188,0,78134,30036,0
48,99389,23611,54470,0,84607,32595,0
49,106741,32931,58325,0,92092,35681,0
50,114545,44132,61772,0,98938,38489,0
51,122080,58414,66236,0,105356,41375,0
52,129715,72770,69929,0,112464,44278,0
53,136414,92242,72714,0,119491,47344,0
54,144554,110190,75321,0,125816,50182,0
55,151468,126764,77908,0,132633,52732,0
56,158113,142650,81763,0,139144,55678,0
57,164901,158305,84127,0,146621,58562,0
58,171526,171745,86982,0,153011,61235,0
59,177353,185203,90041,0,160172,64286,0
60,182801,196265,92286,0,167155,66829,0
61,187245,219147,94789,0,172348,69027,0
62,191457,227215,103860,0,177335,71208,0
63,195315,233777,106226,0,182720,73293,0
64,198842,239125,109308,0,188219,75281,0
65,201693,255489,111315,0,191269,77060,0
66,204727,258994,120129,0,194444,78511,0
67,209330,261181,122719,0,197065,80600,0
68,212303,262610,125162,0,199901,82082,0
69,215427,279262,127219,0,202362,83385,0
70,218084,279919,134342,0,203989,84188,0
71,220997,281046,136372,0,205695,85163,0
72,222987,281203,138079,0,207362,85918,0
73,224410,296150,139607,0,207777,86331,0
74,227066,296416,143704,23,207777,86331,0
75,228370,296442,144741,23,207777,86331,0
