,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,456,0,662,0,1322,573,0
32,1732,0,2008,0,2655,1401,0
33,3421,0,3157,0,4094,2047,0
34,4766,0,3966,0,5707,2729,0
35,7732,0,6155,0,9082,4507,0
36,10998,0,8132,0,12141,6200,0
37,14333,0,10310,0,15889,7959,0
38,17732,88,11590,0,19086,9477,0
39,22893,88,14995,0,24495,11907,0
40,27513,164,18914,0,29267,14556,0
41,32393,330,21631,0,34563,17193,0
42,37410,481,24991,0,39909,19491,0
43,44519,1285,29052,0,46557,22936,0
44,52208,3285,33604,0,52635,26391,0
45,59957,6279,38226,0,59240,29866,0
46,67675,10299,43111,0,65502,32963,0
47,75435,15874,47283,0,72643,36230,0
48,82917,23376,51820,0,78781,39580,0
49,90499,32604,56052,0,85442,42818,0
50,97950,44581,59994,0,91931,46099,0
51,105354,58284,63349,0,98094,49387,0
52,113028,73110,67222,0,104710,53013,0
53,120136,90927,70711,0,110751,56195,0
54,127076,108220,73715,0,117176,59353,0
55,134444,124766,76649,0,123366,62772,0
56,141042,142199,79691,0,129847,65802,0
57,147925,157921,82258,0,136213,69378,0
58,154322,170589,84964,0,142613,72514,0
59,160822,183487,87316,0,149302,75234,0
60,167132,195931,89723,0,155626,78654,0
61,172927,217318,93381,0,160744,81567,0
62,177514,225328,101244,0,165690,84044,0
63,182506,231949,103290,0,170623,86748,0
64,186752,237717,105617,0,175321,88945,0
65,190905,255726,107551,0,179018,91143,0
66,194366,258990,116052,0,182152,92638,0
67,198587,261839,118517,0,185684,94415,0
68,202101,263687,120279,0,188552,95950,0
69,204939,279779,122261,0,189849,97037,0
70,208595,280462,128693,0,191320,97818,0
71,211964,281049,130765,0,192805,98533,0
72,214110,281447,132740,0,194131,99338,0
73,216639,297242,134083,0,194341,99420,0
74,219378,297415,138632,0,194341,99420,0
75,221152,297488,140447,0,194341,99420,0
