,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1316,0,737,0,1501,831,0
32,3390,0,1775,0,3720,1639,0
33,5113,0,2794,0,5622,2432,0
34,7519,0,3477,0,7491,3306,0
35,10901,0,5274,0,10410,4612,0
36,14376,0,8434,0,14120,6081,0
37,17559,0,10669,0,17551,7429,0
38,21136,0,12882,0,20892,8895,0
39,26892,0,16617,0,25423,11206,0
40,32758,234,21170,0,30520,13808,0
41,38184,386,24748,0,35307,16312,0
42,44091,678,28783,0,39619,18960,0
43,51957,1557,33453,0,46622,22153,0
44,59795,3392,38682,0,53603,25622,0
45,67494,5323,43138,0,60213,29337,0
46,75065,9001,48021,0,66909,32991,0
47,82853,14329,52816,0,74251,36410,0
48,90401,21069,57328,0,80893,40193,0
49,98064,30397,61760,0,87930,43252,0
50,105714,41729,65680,0,94528,46979,0
51,112605,54614,69760,0,100826,50622,0
52,120016,68960,73062,0,107764,54299,0
53,127187,85636,77435,0,114721,57882,0
54,134850,101771,80752,0,121128,61206,0
55,141575,117674,83953,0,127806,64674,0
56,147896,134811,86874,0,134974,68100,0
57,155256,150590,90210,0,141292,71525,0
58,161777,162994,93091,0,148286,74962,0
59,168057,173462,96136,0,154742,78225,0
60,173862,185005,98305,0,161181,81889,0
61,179288,207968,102059,0,166164,84941,0
62,183751,216383,111711,0,171540,87314,0
63,187576,223946,114325,0,175753,89883,0
64,192164,229909,116733,0,181201,92352,0
65,195423,246603,119434,0,184155,95048,0
66,199653,250059,128554,0,188456,96822,0
67,204513,252388,129984,0,192014,99362,0
68,207683,254311,132284,0,195389,101363,0
69,209704,271377,134577,0,197613,102375,0
70,213963,272495,142855,0,199391,103710,0
71,216937,273037,144680,0,201912,104857,0
72,219429,273527,147005,0,203556,105543,0
73,221441,288427,148950,0,204095,105975,0
74,223259,288596,153629,0,204095,105975,0
75,224554,288596,154674,0,204095,105975,0
