,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,817,0,1404,0,766,813,0
32,2846,0,3472,0,2115,1566,0
33,5253,0,5001,0,3236,2161,0
34,7134,0,6802,0,4340,3213,0
35,11558,0,9271,0,6985,4641,0
36,16078,0,12577,0,10242,6184,0
37,19811,0,15483,0,13329,7868,0
38,24105,0,17955,0,16443,9659,0
39,29677,0,21170,0,21625,12131,0
40,35560,145,24731,0,27427,14611,0
41,41374,217,28461,0,32860,17271,0
42,46990,607,31417,0,38230,19703,0
43,54098,1692,36626,0,45135,23263,0
44,61245,3944,41238,0,51245,26805,0
45,68440,6667,46099,0,57864,30256,0
46,75420,10137,50453,0,63815,33965,0
47,82409,16211,54169,0,70489,37728,0
48,89379,23946,58973,0,77001,41123,0
49,96240,31822,63024,0,83744,44368,0
50,103105,43001,66693,0,89800,48550,0
51,109765,55841,70722,0,96238,52044,0
52,116502,71468,74202,0,102820,55392,0
53,123095,90347,78392,0,109252,58917,0
54,129903,106714,80952,0,115000,62303,0
55,136580,122945,84269,0,121600,66160,0
56,142758,138349,87530,0,127590,69676,0
57,149156,154078,90262,0,134361,72667,0
58,154665,169924,92935,0,140473,76559,0
59,160829,182113,95224,0,146986,79964,0
60,166210,192167,97222,0,152817,83246,0
61,169945,213685,100417,0,158313,86552,0
62,174225,220780,109083,0,163443,89293,0
63,177944,227101,111470,0,168829,92115,0
64,181167,231831,113670,0,173403,94364,0
65,183874,250225,116166,0,178269,97166,0
66,186502,253346,125137,0,181295,98774,0
67,189974,255476,127192,0,184357,100785,0
68,192980,256727,129543,0,188211,103072,0
69,194698,271561,131605,0,189673,104238,0
70,197708,272551,139135,0,190492,105302,0
71,200777,272799,141123,0,191576,106044,0
72,202465,273011,142778,0,192604,107214,0
73,203525,289024,144478,0,192720,107426,0
74,205292,289371,149648,0,192720,107439,0
75,206344,289371,150773,0,192720,107439,0
