,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1201,0,942,0,1237,741,0
32,2952,0,2569,0,2938,1606,0
33,5710,0,3910,0,4295,2298,0
34,7564,0,5620,0,5773,3217,0
35,12067,0,7915,0,9141,4677,0
36,15975,0,10688,0,12467,6537,0
37,20159,0,12817,0,15803,8347,0
38,24410,87,15399,0,19209,9839,0
39,29595,87,18397,0,24286,12590,0
40,35506,110,21882,0,29478,15258,0
41,41202,282,24829,0,34723,18027,0
42,46968,772,27847,0,39892,20763,0
43,54384,2011,32640,0,46391,23858,0
44,61756,3769,36936,0,53009,26662,0
45,68870,7193,41146,0,59658,30013,0
46,76391,11477,44881,0,65854,33078,0
47,83681,16896,49409,0,72786,35750,0
48,90637,23931,53091,0,79333,39061,0
49,98119,32825,57167,0,85836,41922,0
50,105286,43357,60809,0,92686,45178,0
51,112171,55891,63971,0,99000,47873,0
52,119364,69614,67685,0,105184,51029,0
53,126248,85820,70215,0,112126,53997,0
54,133028,101823,74320,0,118496,56953,0
55,139857,119244,77686,0,123983,59904,0
56,146154,134616,80468,0,131070,63202,0
57,153090,150300,83031,0,137441,65557,0
58,159378,165506,85679,0,143957,68683,0
59,164546,177074,88808,0,149707,71849,0
60,170429,186995,91171,0,156732,74740,0
61,174758,209377,94191,0,161661,77122,0
62,179255,216524,101310,0,166694,79161,0
63,182640,222063,103863,0,171297,81449,0
64,185972,227555,105838,0,176712,83534,0
65,189085,243613,108254,0,180361,85342,0
66,192081,246745,116790,0,183581,86552,0
67,195781,248715,118740,0,186637,87899,0
68,198169,250250,121029,0,189945,89173,0
69,200872,264607,122700,0,191598,89695,0
70,204326,265448,129361,0,193052,89977,0
71,207727,265960,131700,0,194323,90357,0
72,210221,266580,133738,0,195515,90727,0
73,211358,279961,135652,0,195953,90787,0
74,212711,280013,138716,0,195995,90787,0
75,214439,280107,139451,0,195995,90787,0
