,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1121,0,1052,0,951,1023,0
32,3308,0,3249,0,2359,2233,0
33,5831,0,4651,0,3400,3171,0
34,7488,0,6159,0,4546,4247,0
35,11828,0,8731,0,7282,5973,0
36,16054,0,11852,0,9678,8182,0
37,19822,0,14640,0,12811,10338,0
38,23941,0,18115,0,15853,12165,0
39,29469,78,21265,0,20269,14732,0
40,35433,157,24919,0,25023,17121,0
41,40944,477,28379,0,29616,19583,0
42,46791,651,32165,0,34336,22023,0
43,54064,1312,36628,0,40825,25305,0
44,61285,3485,40900,0,47303,28892,0
45,68826,5358,44972,0,53669,31924,0
46,76251,9114,49576,0,60187,35806,0
47,83436,14479,54140,0,66251,38612,0
48,90665,21770,57375,0,73109,42277,0
49,97641,32103,61459,0,79472,45432,0
50,105299,44723,65269,0,86053,48962,0
51,112323,57363,69142,0,92224,52295,0
52,119221,72827,72252,0,98917,55289,0
53,126213,89064,76113,0,104929,58817,0
54,132971,104772,79339,0,111976,62495,0
55,139931,120502,83049,0,117312,65210,0
56,146650,137240,85797,0,123298,68693,0
57,153508,154278,88151,0,130376,71929,0
58,159796,167784,90832,0,136775,75130,0
59,165989,181174,93158,0,143218,78780,0
60,172145,191807,95525,0,149697,82192,0
61,176705,211012,98753,0,155194,84471,0
62,180334,217509,105351,0,160215,86767,0
63,183793,224422,107783,0,165109,89095,0
64,187299,229320,110215,0,170640,90985,0
65,190430,247356,112784,0,174111,92830,0
66,193645,250585,121829,0,178494,93949,0
67,197323,252945,123954,0,182140,95358,0
68,200098,254180,126166,0,185634,96702,0
69,202399,270448,128420,0,187831,97746,0
70,205684,271099,136106,0,189431,98472,0
71,208494,271461,138011,0,191434,99536,0
72,210740,271852,139480,0,193096,100673,0
73,211993,285641,140915,0,193675,100758,0
74,213251,285755,144711,0,193675,100758,0
75,214888,285799,146032,79,193675,100758,0
