,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1025,0,470,0,1933,733,0
32,3520,0,1449,0,4084,1491,0
33,6000,0,2314,0,6163,2280,0
34,8041,0,3237,0,8246,3048,0
35,12177,0,5110,0,11885,4262,0
36,16481,0,6836,0,15578,5524,0
37,21033,0,9060,0,19158,6995,0
38,24926,0,10863,0,23193,8128,0
39,31084,90,14100,0,28325,10765,0
40,36869,260,17835,0,33989,13135,0
41,42562,507,21739,0,38479,15865,0
42,48480,953,25460,0,43778,18463,0
43,56550,1860,29633,0,49852,21349,0
44,64184,3269,34315,0,56492,24827,0
45,71899,5615,39579,0,63361,28288,0
46,79610,8841,44675,0,69958,31701,0
47,87131,15005,49420,0,76499,35160,0
48,95006,21994,53191,0,82895,38493,0
49,102330,31680,57591,0,89384,41719,0
50,110197,43895,61780,0,95426,44946,0
51,117417,54601,66284,0,102621,48546,0
52,124682,68887,70266,0,109196,51954,0
53,131760,84059,73820,0,115226,54765,0
54,139312,98792,76834,0,121738,58368,0
55,146345,116481,79155,0,128232,61653,0
56,153408,132542,82420,0,134312,64909,0
57,160226,147651,85450,0,140807,68201,0
58,165748,160602,88349,0,147348,71680,0
59,172708,171183,91765,0,153511,74849,0
60,178460,180658,93695,0,160167,77637,0
61,182299,199810,97185,0,164983,80816,0
62,186235,207714,105962,0,169212,83222,0
63,190907,213580,108309,0,172893,85508,0
64,194538,218319,110983,0,177809,88254,0
65,197206,234471,113896,0,180801,90477,0
66,201149,236546,122076,0,183632,92739,0
67,204658,239591,123986,0,186511,94560,0
68,207763,241392,126738,0,189375,96634,0
69,211210,257235,128902,0,191152,97961,0
70,214675,258445,139277,0,192452,98381,0
71,218591,259129,141669,0,193844,99369,0
72,221404,259639,143649,0,195146,100116,0
73,222658,272279,145356,0,195749,100409,0
74,224377,272679,149661,0,195749,100409,0
75,225350,272679,150556,0,195749,100409,0
