,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,920,0,879,0,1270,806,0
32,2291,0,2289,0,2762,1492,0
33,3528,0,3230,0,4575,2327,0
34,5385,0,4527,0,6145,3104,0
35,8657,0,7044,0,9125,4842,0
36,11856,0,9466,0,11891,6435,0
37,14626,0,12355,0,15125,8219,0
38,17690,73,14806,0,17880,9986,0
39,23176,73,18552,0,22360,12289,0
40,28917,377,22489,0,26990,15118,0
41,34481,455,26777,0,31499,17706,0
42,39977,762,31443,0,35950,20059,0
43,47305,2178,35669,0,41764,23887,0
44,54550,3972,41071,0,48236,27353,0
45,62143,6275,45567,0,54301,30762,0
46,69631,9642,50477,0,60389,34555,0
47,76805,14347,55019,0,66569,38181,0
48,84084,21988,59817,0,72487,41735,0
49,91302,30012,63891,0,78684,45087,0
50,98349,41285,68514,0,84507,48714,0
51,105603,54322,71493,0,90209,52394,0
52,112733,69031,75084,0,96844,56133,0
53,119556,85405,78303,0,102490,59412,0
54,126590,103658,81806,0,108372,63011,0
55,133475,120684,84718,0,114808,67018,0
56,139915,136000,87266,0,120695,70614,0
57,146299,152010,89636,0,126464,73899,0
58,152741,165060,92620,0,132506,77688,0
59,158625,178144,94980,0,137696,80785,0
60,164226,187445,98085,0,144039,84005,0
61,168814,206694,101108,0,148553,87304,0
62,173294,214811,108383,0,153405,89506,0
63,177732,220947,111359,0,158035,92655,0
64,180819,226249,113966,0,161803,95388,0
65,184623,243539,116281,0,165397,97467,0
66,190021,245664,125636,0,168590,99509,0
67,193922,247660,128186,0,171821,101431,0
68,197483,248967,130027,0,174915,103476,0
69,200570,264383,131874,0,176887,104586,0
70,204085,265367,139721,0,178372,105434,0
71,207328,266055,142317,0,179598,106613,0
72,209964,266485,144025,0,181154,107130,0
73,211673,281892,146086,0,181631,107654,0
74,214028,281918,152343,0,181631,107708,0
75,214621,282084,153477,24,181631,107708,0
