,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1102,0,1032,0,1447,582,0
32,3558,0,2349,0,3107,1350,0
33,6098,0,3737,0,4626,1941,0
34,8414,0,5183,0,6356,2697,0
35,12911,0,7737,0,9201,4140,0
36,17023,0,10177,0,12749,5823,0
37,21154,0,13146,0,16180,7838,0
38,25640,0,15431,0,19057,9493,0
39,32431,179,19307,0,24258,12176,0
40,38741,276,23274,0,29308,14499,0
41,45298,639,27502,0,34457,17236,0
42,51581,983,30762,0,39497,19923,0
43,59895,1961,35951,0,45144,23071,0
44,68011,3301,40488,0,51843,26140,0
45,76388,5527,45626,0,58326,29487,0
46,84741,8912,50140,0,64777,32551,0
47,92592,14765,54200,0,70811,35632,0
48,100837,21784,58744,0,77284,39191,0
49,108861,30803,62372,0,83426,42115,0
50,116831,42362,66624,0,89669,44784,0
51,124936,56343,70217,0,95977,48401,0
52,132602,71530,73348,0,102382,51659,0
53,140303,86489,76758,0,108866,54476,0
54,148210,102379,80471,0,114770,57922,0
55,156089,117401,83595,0,121127,60670,0
56,163453,133653,86491,0,127261,64028,0
57,170801,148928,89773,0,133259,67108,0
58,177371,163127,91776,0,139857,70471,0
59,184832,175763,94165,0,145220,73560,0
60,191501,187034,96288,0,151642,76396,0
61,196667,209422,99529,0,156484,79356,0
62,200756,216756,106790,0,161511,81526,0
63,206199,223107,109124,0,166115,84236,0
64,210480,227769,111750,0,170703,86340,0
65,213095,245604,115145,0,174435,88234,0
66,217526,248382,124193,0,177314,89458,0
67,222109,250445,126719,0,180351,91000,0
68,225593,252391,128666,0,182985,92520,0
69,228504,267093,130959,0,185108,93511,0
70,231423,268128,137528,0,186221,94051,0
71,234572,268715,139075,0,187433,94618,0
72,236685,268990,140672,0,188857,95158,0
73,238184,282286,142262,0,189144,95339,0
74,239676,282574,145337,0,189144,95339,0
75,240222,282675,146407,0,189144,95339,0
