,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,836,0,892,0,825,664,0
32,3062,0,2037,0,1693,1642,0
33,5343,0,3138,0,2794,2445,0
34,7643,0,4084,0,3614,3299,0
35,11744,0,6318,0,6399,5011,0
36,16064,0,8303,0,9507,6547,0
37,20310,0,10427,0,12299,8125,0
38,24275,0,12640,0,15467,9943,0
39,30160,0,15399,0,19925,12025,0
40,36331,0,18759,0,24819,14499,0
41,42107,85,22446,0,29756,16831,0
42,47976,630,25977,0,34452,18968,0
43,56405,1675,30532,0,40754,22456,0
44,64543,3318,34824,0,47116,25664,0
45,72836,5772,39674,0,53963,28776,0
46,81270,9544,44619,0,60444,32282,0
47,89126,15229,49102,0,66971,35332,0
48,97611,22106,53441,0,73583,38207,0
49,106102,32151,57624,0,80012,41693,0
50,114055,45132,61647,0,86429,45232,0
51,121565,57723,65112,0,92483,48312,0
52,130213,72218,69576,0,99007,51575,0
53,137767,87466,73097,0,105329,54584,0
54,145851,105235,76415,0,112222,57638,0
55,153662,124998,79381,0,118527,60850,0
56,160989,143657,82838,0,124917,64116,0
57,168848,158448,85671,0,131460,67029,0
58,175460,170742,88050,0,137614,70243,0
59,182525,184461,91072,0,143569,73789,0
60,189414,196885,93690,0,150262,76879,0
61,194447,218657,97126,0,156030,79451,0
62,199793,226443,105876,0,161223,81619,0
63,204558,233327,108125,0,165761,84012,0
64,208250,239939,110829,0,171888,86355,0
65,211964,258354,112938,0,175898,88331,0
66,215771,261667,121986,0,179567,89836,0
67,220478,263600,124127,0,183093,91319,0
68,224249,265079,126243,0,186796,92679,0
69,227101,280405,128791,0,188702,93976,0
70,229799,280920,136434,0,190337,94941,0
71,234611,281560,138618,0,192534,95790,0
72,237499,281878,140252,0,194382,96767,0
73,239275,299346,141398,0,194580,97004,0
74,241571,299406,148044,0,194580,97004,0
75,242642,299847,148674,0,194580,97004,0
