,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,741,0,1110,0,1167,775,0
32,2564,0,2757,0,2625,2024,0
33,5298,0,3890,0,4430,2972,0
34,7767,0,5290,0,5979,4108,0
35,10913,0,7355,0,8377,5732,0
36,15015,0,9567,0,11658,7344,0
37,18713,0,12178,0,14238,9137,0
38,22564,0,14356,0,17544,10751,0
39,28004,0,17885,0,22103,13251,0
40,33442,176,21277,0,26629,15945,0
41,38709,463,24534,0,31730,18382,0
42,44005,1050,28510,0,36957,21082,0
43,51654,1949,32921,0,43045,24474,0
44,59356,3743,37638,0,50211,27625,0
45,67210,6156,41742,0,56674,31164,0
46,74996,10151,46660,0,63737,34397,0
47,82301,15869,50586,0,70309,37413,0
48,90226,24447,54718,0,77252,40673,0
49,97683,34176,58813,0,83853,44445,0
50,105430,43758,62816,0,90437,47528,0
51,112431,55851,66083,0,97185,50878,0
52,119921,69298,69243,0,103848,53881,0
53,127332,84874,72373,0,110442,57383,0
54,134336,99673,75454,0,117252,60341,0
55,140931,114822,78368,0,124419,63208,0
56,148268,131165,81176,0,130637,66771,0
57,154805,145484,83959,0,136510,70044,0
58,160949,158253,86444,0,143320,73448,0
59,167513,171245,89362,0,150289,76074,0
60,173003,180716,91735,0,157214,79837,0
61,177295,202980,95345,0,162672,81921,0
62,181663,209962,102749,0,167544,84535,0
63,185796,216339,105271,0,172291,86529,0
64,189277,221677,106768,0,177584,88773,0
65,192627,237882,108974,0,181506,90629,0
66,196742,241026,116760,0,185836,92290,0
67,201459,243004,119576,0,189804,93876,0
68,204811,244348,121750,0,193084,95538,0
69,208005,258411,123929,0,195543,96308,0
70,212024,259282,130676,0,197839,97016,0
71,215833,259942,132702,0,199877,97577,0
72,218651,260293,135486,0,201817,98590,0
73,220324,274438,137034,0,202111,98616,0
74,222443,274540,140774,0,202111,98616,0
75,223889,274774,141402,0,202111,98616,0
