,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1229,0,1164,0,1413,1289,0
32,2798,0,2530,0,3458,2589,0
33,5521,0,4248,0,5301,3993,0
34,7837,0,5253,0,7197,5441,0
35,11945,0,7599,0,10722,7209,0
36,16033,0,10333,0,14784,9375,0
37,19680,0,12723,0,18443,11536,0
38,24156,0,14744,0,22270,13642,0
39,29724,0,18422,0,27410,16125,0
40,35284,71,21061,0,33481,18927,0
41,41102,266,23927,0,39019,21716,0
42,46753,458,27132,0,44340,24324,0
43,54390,1682,31546,0,50483,27875,0
44,62784,3607,35816,0,57955,31180,0
45,70920,6983,39409,0,64927,34489,0
46,78541,10576,43936,0,72271,38082,0
47,86385,16343,47338,0,78878,41400,0
48,94665,23027,51632,0,85795,44396,0
49,102233,32538,55455,0,92585,48377,0
50,110167,43573,59379,0,99642,51726,0
51,117359,59289,63200,0,106066,55229,0
52,124916,74853,66027,0,113313,58779,0
53,132451,91781,69100,0,120313,61870,0
54,139643,108049,71500,0,126688,65579,0
55,146924,124569,74259,0,133668,68364,0
56,154196,139441,76713,0,140292,71799,0
57,161158,153862,79533,0,147099,74969,0
58,168204,167938,81506,0,153801,78442,0
59,173468,181299,83697,0,160849,81510,0
60,179418,191025,85272,0,166998,84980,0
61,184726,214957,88477,0,172910,87563,0
62,189570,223891,96536,0,178137,89680,0
63,193572,229947,98913,0,183113,91459,0
64,198023,235267,100986,0,187657,93868,0
65,200684,251475,103716,0,191233,95038,0
66,204867,254721,111944,0,194673,96641,0
67,208674,257340,114392,0,197864,98075,0
68,211600,258391,117091,0,200892,98958,0
69,215080,274090,119407,0,202559,100173,0
70,219002,275481,125447,0,203874,100874,0
71,222078,276156,126973,0,205471,101558,0
72,224752,276453,128983,0,206987,102396,0
73,226497,290217,131134,0,207369,102605,0
74,229070,290577,135369,0,207369,102605,0
75,230686,290627,136736,0,207369,102605,0
