,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,508,0,1088,0,1996,682,0
32,2870,0,2392,0,4370,1684,0
33,4709,0,3476,0,6664,2471,0
34,6699,0,4551,0,9159,3232,0
35,9966,0,6830,0,12690,4940,0
36,14197,0,9213,0,15922,6420,0
37,17654,0,11735,0,19444,8429,0
38,21385,66,14499,0,23047,10263,0
39,27496,66,17842,0,28077,12444,0
40,33362,66,21412,0,33249,14947,0
41,39421,66,25098,0,38403,17177,0
42,45498,505,28414,0,43422,19701,0
43,53262,1237,33018,0,50152,22984,0
44,61392,2404,38364,0,57012,26146,0
45,69574,4329,42931,0,63555,29794,0
46,77495,8662,47539,0,70898,33162,0
47,85373,14860,52537,0,77660,36240,0
48,93474,21799,56342,0,84265,39493,0
49,101622,31440,60913,0,91016,42912,0
50,109441,42585,65037,0,97819,45846,0
51,116794,54234,69903,0,104473,49370,0
52,125055,68745,73696,0,111350,52913,0
53,132561,84868,77710,0,118086,55800,0
54,140184,102622,81665,0,124456,59329,0
55,147190,119883,85125,0,131319,62360,0
56,154428,136186,88190,0,137988,65521,0
57,162226,151800,90960,0,144340,68757,0
58,168995,164578,94033,0,151172,72272,0
59,175441,178581,96415,0,157761,75303,0
60,181273,188306,99125,0,164373,78493,0
61,187142,210740,102880,0,169736,81124,0
62,192209,218661,111339,0,173582,83531,0
63,196815,226010,114143,0,178276,86180,0
64,200632,231363,116841,0,182681,88272,0
65,204603,248543,118893,0,186249,90304,0
66,208698,250843,127608,0,189412,91768,0
67,213379,253294,130026,0,192933,93570,0
68,216862,254915,132111,0,196103,94733,0
69,219785,272085,134475,0,197995,96267,0
70,223570,273020,141782,0,199622,96952,0
71,226851,273699,143533,0,201422,97885,0
72,229502,274120,145503,0,203164,98771,0
73,231219,289148,147344,0,203556,98937,0
74,233299,289209,152324,0,203556,98937,0
75,234340,289327,153239,0,203556,98937,0
