,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,821,0,1329,0,1694,833,0
32,3618,0,2972,0,3426,2057,0
33,6389,0,4205,0,5343,3118,0
34,9172,0,5942,0,7324,4163,0
35,14074,0,8742,0,10926,5731,0
36,19738,0,11578,0,15129,7016,0
37,24717,0,14611,0,19184,8572,0
38,30168,0,17864,0,23426,9897,0
39,36914,131,21871,0,27930,12223,0
40,44157,405,25672,0,34026,14929,0
41,51318,719,29259,0,39381,17463,0
42,58201,1221,33249,0,44592,19929,0
43,66475,2166,37265,0,50525,23512,0
44,74751,3866,41298,0,57318,26967,0
45,83358,6667,45234,0,63802,30398,0
46,91664,9653,49086,0,70393,34038,0
47,99933,14594,53409,0,77010,37055,0
48,108011,22249,57111,0,82679,40605,0
49,116721,31943,60061,0,89164,44485,0
50,124640,43550,63818,0,95590,47635,0
51,132042,56878,67973,0,101548,51064,0
52,140424,70377,71327,0,108083,54517,0
53,148094,88810,74340,0,114076,57971,0
54,155693,105872,76599,0,120683,61344,0
55,163656,122718,79978,0,126823,64392,0
56,171072,139227,82433,0,132730,67984,0
57,177740,155485,85294,0,139255,71419,0
58,184824,172954,87893,0,145273,74792,0
59,191591,184401,90448,0,150778,77967,0
60,198190,195751,93285,0,158081,81573,0
61,203549,219383,96289,0,162865,84096,0
62,208289,227364,104524,0,166894,86305,0
63,212176,233941,107160,0,171104,89008,0
64,215968,238423,109961,0,175878,91152,0
65,219386,257799,112512,0,178409,93047,0
66,223865,260990,120851,0,180899,95222,0
67,227574,262971,122942,0,183399,96992,0
68,230612,264725,124949,0,185408,98973,0
69,233300,279746,127295,0,186917,100103,0
70,237099,280333,133689,0,187907,101181,0
71,239532,281023,135288,0,188875,101993,0
72,241440,281368,136959,0,189973,102975,0
73,242908,295508,138768,0,190195,103150,0
74,244142,295561,142810,0,190195,103150,0
75,244833,295696,143911,0,190195,103150,0
