,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1162,0,1055,0,1476,852,0
32,3839,0,2647,0,3311,1704,0
33,6529,0,3734,0,4964,2390,0
34,10175,0,4889,0,6394,3337,0
35,14460,0,7789,0,9703,4847,0
36,18908,0,10158,0,12701,6840,0
37,23029,0,13148,0,15647,8581,0
38,27395,0,15143,0,18741,10424,0
39,33686,89,19226,0,23075,12954,0
40,39919,242,22731,0,27963,15463,0
41,45956,386,26467,0,32152,18208,0
42,52112,640,30036,0,36956,20505,0
43,60058,1782,34839,0,43313,23995,0
44,68431,2979,40024,0,50031,27508,0
45,76150,5628,44934,0,57014,30660,0
46,84124,9930,50021,0,63182,34635,0
47,92126,15274,54193,0,70335,38111,0
48,100117,21918,59112,0,76837,41582,0
49,107849,30684,62681,0,83270,44513,0
50,115248,41230,67160,0,89772,48402,0
51,123057,53050,71815,0,96356,52010,0
52,130574,66279,75031,0,102843,55100,0
53,138336,81206,78987,0,109221,58469,0
54,145834,97451,81893,0,115701,62268,0
55,153164,115264,85023,0,121758,65270,0
56,160224,131936,88745,0,128102,68913,0
57,167740,147753,91197,0,134819,72152,0
58,173777,161924,94614,0,141516,75808,0
59,180701,174038,96888,0,147784,78669,0
60,186005,185395,99942,0,154101,82184,0
61,189933,207564,103400,0,159263,85141,0
62,193549,217023,111761,0,164251,87981,0
63,197502,223780,114813,0,169172,90186,0
64,201305,229084,117186,0,173921,93089,0
65,204468,245737,119504,0,178156,95102,0
66,207837,248539,127302,0,181192,96755,0
67,211431,250519,130138,0,184718,98247,0
68,214757,252722,132122,0,188500,99775,0
69,217825,268144,134662,0,191122,101059,0
70,221469,269394,141834,0,192919,101991,0
71,225665,269841,144274,0,194781,102782,0
72,228124,270074,146282,0,196588,103640,0
73,229820,285042,147977,0,197155,104036,0
74,231544,285178,152515,0,197155,104036,0
75,232647,285262,154867,0,197155,104036,0
