,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,941,0,1212,0,1094,855,0
32,3685,0,2657,0,2212,1751,0
33,7006,0,4033,0,3577,2485,0
34,9921,0,5475,0,4690,3548,0
35,13928,0,7912,0,7314,5281,0
36,18082,0,11204,0,10094,7131,0
37,22217,0,14595,0,13134,9054,0
38,26283,0,17604,0,15695,11011,0
39,31896,32,20899,0,20774,13640,0
40,37550,85,25200,0,25850,16654,0
41,42985,181,29698,0,30663,18958,0
42,48714,501,33782,0,35219,21801,0
43,55591,959,37918,0,42146,25520,0
44,63192,3106,43740,0,48953,29095,0
45,70682,5366,47872,0,55614,32609,0
46,77578,8156,52645,0,61797,36067,0
47,84742,13025,56558,0,69054,39376,0
48,92098,20825,61200,0,75446,42860,0
49,99346,29123,64647,0,81861,46035,0
50,106223,41336,68991,0,88618,49777,0
51,113201,55159,72301,0,94925,53533,0
52,119643,69134,75577,0,101221,56887,0
53,127158,85160,77842,0,107937,60001,0
54,133698,101964,81830,0,114518,63731,0
55,140778,119348,84550,0,121091,67261,0
56,146970,137779,87138,0,127164,70825,0
57,153356,153605,90055,0,133974,74107,0
58,158894,167543,92530,0,140187,77471,0
59,164829,179403,95510,0,146702,80935,0
60,170360,191696,97681,0,152974,84135,0
61,175438,214585,101357,0,158790,87337,0
62,179152,223231,110073,0,163995,89759,0
63,181700,229836,112485,0,169349,92116,0
64,185435,235448,115036,0,174941,94954,0
65,188002,253588,117672,0,178749,96825,0
66,191499,256797,126684,0,182246,98266,0
67,194239,258615,128894,0,185878,99797,0
68,197703,260973,130641,0,189785,101529,0
69,200482,275484,133519,0,192007,102592,0
70,203328,275874,140778,0,193698,103378,0
71,206183,276521,142850,0,195437,104177,0
72,208424,276731,144853,0,197054,104741,0
73,209658,292203,146295,0,197470,105090,0
74,211002,292261,151117,0,197470,105090,0
75,211890,292351,152585,0,197470,105090,0
