,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,858,0,1420,0,1234,680,0
32,3183,0,3006,0,2660,1605,0
33,5608,0,4644,0,4151,2530,0
34,8922,0,6118,0,5465,3207,0
35,13235,0,8497,0,8089,4702,0
36,18068,0,10857,0,10761,7075,0
37,22454,0,13110,0,13170,8968,0
38,26932,66,15641,0,15679,10964,0
39,34105,66,18994,0,20095,13606,0
40,40679,66,22452,0,24769,16349,0
41,47191,280,25325,0,29308,18874,0
42,54094,717,28708,0,33939,21428,0
43,62172,1319,33396,0,40022,25252,0
44,70444,3146,38133,0,46218,29096,0
45,78797,5642,42386,0,52549,32826,0
46,86576,9383,47248,0,58582,36768,0
47,94516,15844,52031,0,64884,40113,0
48,102659,22245,55643,0,70566,44159,0
49,110564,31595,60585,0,77084,47948,0
50,118130,44033,64175,0,83417,51947,0
51,126092,57655,67976,0,90016,55571,0
52,133906,71772,72355,0,95746,59354,0
53,141334,87346,75371,0,101610,62630,0
54,148783,102947,79402,0,107872,66831,0
55,156339,121680,83117,0,113810,70301,0
56,163239,137144,86123,0,120031,74104,0
57,170958,151015,88680,0,126223,77811,0
58,177378,165607,92419,0,131846,82010,0
59,184379,179017,95028,0,137874,84935,0
60,190796,188815,97880,0,144317,88973,0
61,195522,211025,100641,0,148893,92126,0
62,199868,218734,109563,0,153425,95154,0
63,203850,224663,111379,0,158680,98142,0
64,207344,229759,113482,0,163601,100642,0
65,210801,246515,116769,0,167354,103459,0
66,213846,249818,123931,0,170462,104934,0
67,217645,252786,126342,0,173817,106863,0
68,220790,254772,128690,0,177596,108993,0
69,223494,271030,130826,0,180024,110256,0
70,227110,271702,138389,0,181586,111040,0
71,230477,272696,140231,0,183598,112494,0
72,233771,273208,142234,0,185485,113407,0
73,235077,288594,144360,0,185760,113887,0
74,236940,288801,148412,0,185760,113887,0
75,237675,289018,149296,0,185760,113887,0
