,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1320,0,896,0,1734,936,0
32,3165,0,2141,0,4018,1902,0
33,5714,0,3151,0,6452,2783,0
34,8184,0,4234,0,8563,3838,0
35,12740,0,6608,0,11813,5417,0
36,16663,0,8754,0,15507,7242,0
37,21198,0,10880,0,18880,9007,0
38,24966,0,12763,0,22163,10791,0
39,31093,28,16526,0,27693,12991,0
40,36838,160,20577,0,32953,15937,0
41,42624,603,24162,0,37756,18318,0
42,48403,1263,27670,0,43158,20635,0
43,55901,1971,32193,0,50134,23917,0
44,63562,3842,37136,0,57224,27199,0
45,71023,5523,42032,0,64310,30891,0
46,78512,8812,46835,0,71219,34272,0
47,85865,14319,51437,0,78228,37457,0
48,93483,22037,55675,0,85116,40947,0
49,100879,31130,60396,0,92000,43918,0
50,107906,42599,63976,0,98804,47211,0
51,114805,56532,68806,0,105923,51041,0
52,122124,70329,72186,0,112768,54069,0
53,128869,85800,75153,0,119890,57372,0
54,136017,103870,78943,0,126303,60524,0
55,142732,120335,81534,0,133129,64235,0
56,149115,136076,84237,0,139892,67318,0
57,155276,151756,86442,0,146297,70469,0
58,161203,164257,88822,0,153804,73785,0
59,167638,177292,91512,0,160311,77084,0
60,173213,187806,94154,0,167315,80199,0
61,178000,208750,97976,0,172061,83223,0
62,181764,217023,107984,0,176512,85251,0
63,185086,223947,110880,0,181784,87594,0
64,189129,228791,114170,0,186640,89923,0
65,192036,245498,116637,0,190517,91790,0
66,194837,248380,125738,0,193487,93713,0
67,199174,250770,128456,0,197020,95125,0
68,203190,252758,131374,0,200693,96897,0
69,205792,267878,133453,0,202889,97823,0
70,209131,268687,141725,0,204928,98658,0
71,211977,268992,143265,0,206365,99594,0
72,214165,269135,144988,0,208083,99984,0
73,216428,282346,146537,0,208490,100326,0
74,218324,282415,151463,82,208490,100387,0
75,219711,282467,152585,82,208490,100387,0
