,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,888,0,540,0,1398,464,0
32,2650,0,1374,0,3372,1232,0
33,4333,0,2347,0,5400,1822,0
34,5838,0,3179,0,7068,2397,0
35,8734,0,4654,0,10690,3617,0
36,12071,0,6185,0,14251,4819,0
37,15084,0,8275,0,17880,6260,0
38,18135,0,9965,0,21481,7582,0
39,23711,0,13018,0,26618,9539,0
40,29174,156,16161,0,32264,11610,0
41,34589,500,19070,0,37464,13541,0
42,39890,693,22420,0,42859,15448,0
43,47264,1703,26175,0,50214,18429,0
44,54943,3803,31479,0,57316,21660,0
45,62473,5866,35209,0,64349,24819,0
46,69729,9482,40212,0,70989,28061,0
47,77150,15202,44160,0,78346,30915,0
48,84568,21787,48277,0,84800,34319,0
49,91679,30369,52380,0,91288,37241,0
50,98559,41043,56884,0,99204,40416,0
51,105818,55966,60637,0,105838,43612,0
52,113084,71466,63570,0,112408,46572,0
53,120060,89201,67288,0,119176,49394,0
54,127088,106197,70515,0,126559,52462,0
55,134113,123007,73085,0,132801,55505,0
56,140579,141773,76529,0,139615,58885,0
57,147288,158975,79481,0,146737,61961,0
58,152969,173813,81531,0,153500,64891,0
59,159160,186710,83824,0,160238,67817,0
60,164787,197972,85864,0,167313,70822,0
61,168935,220710,89155,0,172446,73566,0
62,173921,229005,98442,0,176955,75862,0
63,177970,235008,100636,0,181834,78431,0
64,182138,239726,103260,0,187057,80995,0
65,185984,257661,105442,0,190781,82815,0
66,189751,260475,114529,0,194491,84830,0
67,193965,262364,116495,0,198124,86443,0
68,197632,263592,118182,0,201050,88135,0
69,200896,279597,120049,0,203139,89712,0
70,204629,280854,129055,0,204733,90734,0
71,208658,281223,130878,0,206260,91859,0
72,211406,281618,132556,0,207927,92837,0
73,213008,296487,134971,0,208117,93070,0
74,214953,296603,139736,0,208117,93097,0
75,216145,296603,141230,0,208117,93097,0
