,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1218,0,1783,0,1221,420,0
32,3096,0,3484,0,2837,1099,0
33,5268,0,5633,0,4332,1647,0
34,7757,0,7354,0,5819,2193,0
35,12326,0,10078,0,8868,4096,0
36,16829,0,13200,0,12194,6483,0
37,21508,0,16790,0,15351,8620,0
38,25830,0,19696,0,18645,10701,0
39,32543,0,23694,0,22912,13672,0
40,38763,78,27573,0,27201,16779,0
41,44906,145,31111,0,31773,19359,0
42,51334,432,34594,0,36292,22066,0
43,58584,1035,39948,0,42087,25123,0
44,66712,2347,44652,0,48832,28986,0
45,73987,4169,49201,0,55034,32378,0
46,81733,7602,53918,0,61171,35991,0
47,88976,12600,58157,0,67710,39362,0
48,96915,19664,62509,0,73736,42849,0
49,104231,29568,66561,0,79419,46259,0
50,111438,39842,71352,0,85874,49458,0
51,118876,53992,75564,0,92307,53091,0
52,126182,70009,78883,0,97812,56429,0
53,133140,86232,82850,0,104162,59641,0
54,139811,101852,85659,0,110520,63055,0
55,146899,118294,87980,0,116115,66589,0
56,153549,133479,90812,0,122212,69985,0
57,159712,148998,92838,0,128468,73241,0
58,166245,163982,95097,0,134526,76807,0
59,172452,176709,97301,0,140747,79910,0
60,177792,186930,99804,0,146885,83183,0
61,181891,208844,103839,0,151319,86373,0
62,186458,218059,112988,0,156197,88763,0
63,190349,223769,114746,0,160524,92350,0
64,193976,228150,116877,0,165110,94628,0
65,196964,245322,120089,0,168329,96324,0
66,200866,249576,128039,0,171710,97730,0
67,204072,252012,130481,0,174432,98999,0
68,207191,253878,132552,0,177593,100236,0
69,209952,268683,134313,0,179825,101027,0
70,212824,269849,141581,0,181459,101566,0
71,215553,270538,143828,0,183315,102200,0
72,217802,270778,146033,0,185416,102931,0
73,219489,284550,147577,0,185664,103067,0
74,221441,284612,151704,0,185664,103067,0
75,222209,284612,153260,0,185664,103067,0
