,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,709,0,780,0,1295,590,0
32,2252,0,1560,0,3459,982,0
33,4143,0,2265,0,5280,1701,0
34,6380,0,2975,0,7069,2267,0
35,10524,0,5530,0,10200,3645,0
36,15001,0,7497,0,13315,5348,0
37,18965,0,10203,0,16865,6936,0
38,23419,0,12689,0,20222,8598,0
39,30031,0,15978,0,25020,11248,0
40,36722,271,19935,0,30191,13924,0
41,43179,303,23379,0,34628,17127,0
42,50204,523,26440,0,39894,19891,0
43,57560,1564,31440,0,46046,23498,0
44,65611,3285,35824,0,53086,27511,0
45,73227,5882,40054,0,60029,31498,0
46,81071,10167,44589,0,66379,35218,0
47,88382,16132,48298,0,73252,39399,0
48,96083,23972,52162,0,80093,43318,0
49,104146,32933,56074,0,86551,47212,0
50,111225,44293,60061,0,93494,50775,0
51,119157,57054,63985,0,100587,54826,0
52,126267,71475,66985,0,106494,58583,0
53,133757,89217,70094,0,113420,62562,0
54,140582,104272,72789,0,120284,66280,0
55,147891,122109,75724,0,126436,70128,0
56,154946,136678,77944,0,133367,74004,0
57,161080,151548,80467,0,139831,77581,0
58,167990,162797,83086,0,146053,81700,0
59,174189,173326,85484,0,152954,85265,0
60,180169,184201,87977,0,159605,89207,0
61,184865,205835,91274,0,164674,92640,0
62,188732,213369,99831,0,169508,96163,0
63,192454,220213,102318,0,174761,99558,0
64,195885,225205,104731,0,179008,102232,0
65,199834,243313,107122,0,182661,104754,0
66,203895,246316,116551,0,186347,107094,0
67,208521,248975,119724,0,189963,109375,0
68,211260,250549,121665,0,193567,111396,0
69,214048,266742,124165,0,195533,112940,0
70,217578,267665,130891,0,197384,114242,0
71,220219,268031,133223,0,199406,115107,0
72,222102,268188,134626,0,201307,116262,0
73,223563,281306,136024,0,201699,116528,0
74,224666,281398,140684,0,201699,116528,0
75,225521,281514,142156,0,201699,116528,0
