,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($),,,,,,
956,556892,1935781,654382,177223,2152012,183470,450,,,,,,
957,558094,1936865,655550,178378,2152579,183559,450,,,,,,
958,559515,1938189,656316,179182,2153066,183648,450,,,,,,
959,561014,1939127,657648,180088,2153566,183737,450,,,,,,
960,562617,1940217,658566,180994,2154068,183826,450,,,,,,
961,563759,1940660,659492,181855,2154103,183826,450,,,,,,
962,565407,1941171,660062,182684,2154103,183826,450,,,,,,
963,566871,1941635,660656,182934,2154103,183826,450,,,,,,
964,567738,1942062,660878,183373,2154103,183826,450,,,,,,
965,568868,1942456,661537,183657,2154103,183826,450,,,,,,
966,569673,1942769,662199,184077,2154103,183826,450,,,,,,
967,570776,1943444,662490,184305,2154103,183826,450,,,,,,
968,571772,1943802,662763,184443,2154103,183826,450,,,,,,
969,572900,1944023,663270,184699,2154184,183826,450,,,,,,
970,574339,1944540,663647,184752,2154184,183826,450,,,,,,
971,575250,1944966,664132,185026,2154184,183826,450,,,,,,
972,577104,1945411,664761,185329,2154184,183826,450,,,,,,
973,578178,1946041,665272,185592,2154184,183826,450,,,,,,
974,579535,1946354,665681,185786,2154184,183826,450,,,,,,
975,580928,1946970,666051,185939,2154184,183826,450,,,,,,
976,582528,1947458,666466,186077,2154184,183826,450,,,,,,
977,583626,1947707,667091,186195,2154207,183826,450,,,,,,
978,584782,1948740,667485,186280,2154207,183826,450,,,,,,
979,586253,1949292,668039,186435,2154207,183826,450,,,,,,
980,587826,1949651,668248,186698,2154280,183826,450,,,,,,
981,589397,1950269,668912,186900,2154280,183826,450,,,,,,
982,590780,1951097,669428,187050,2154280,183826,450,,,,,,
983,592636,1952006,669791,187320,2154280,183826,450,,,,,,
984,594618,1952828,670128,187547,2154280,183826,450,,,,,,
985,595911,1954242,670588,187711,2154361,183826,450,,,,,,
986,597207,1955517,671610,187968,2154361,183826,450,,,,,,
987,598746,1957030,672038,188251,2154434,183826,450,,,,,,
988,600469,1958126,672563,188490,2154434,183826,450,,,,,,
989,601386,1959027,673144,188567,2154591,183826,450,,,,,,
990,602420,1960294,673588,188683,2154748,183826,450,,,,,,
991,603422,1961568,674322,188816,2154905,183826,450,,,,,,
992,605077,1962531,674778,188982,2155062,183826,450,,,,,,
993,605777,1963377,675248,189018,2155154,183857,450,,,,,,
994,606506,1964470,675783,189301,2155251,183888,450,,,,,,
995,607118,1965234,676458,189546,2155445,183888,450,,,,,,
996,607850,1966320,676923,190005,2155580,183950,450,,,,,,
997,608204,1967261,677277,190062,2155883,184039,450,,,,,,
998,608378,1969085,677828,190408,2156159,184128,450,,,,,,
999,608893,1969976,678428,190630,2156483,184217,450,,,,,,
1000,609560,1970844,678789,190927,2156859,184306,450,,,,,,
1001,609635,1971070,679004,190927,2157235,184364,450,,,,,,
1002,609791,1971245,679470,190927,2157718,184422,450,,,,,,
1003,609883,1971725,679556,191014,2158099,184480,450,,,,,,
1004,610171,1972197,679736,191098,2158689,184538,450,,,,,,
1005,610344,1972332,679805,191162,2158887,184596,450,,,,,,
1006,610629,1972561,679963,191162,2159039,184654,450,,,,,,
1007,610751,1972953,680045,191224,2159126,184712,450,,,,,,
1008,610905,1973129,680089,191224,2159259,184770,450,,,,,,
1009,610957,1973378,680130,191224,2159392,184828,450,,,,,,
1010,611011,1973607,680185,191229,2159479,184828,450,,,,,,
1011,611124,1973830,680205,191229,2159566,184944,450,,,,,,
1012,611205,1973970,680254,191229,2159633,185002,450,,,,,,
1013,611254,1974109,680330,191286,2159700,185060,450,,,,,,
1014,611282,1974274,680350,191286,2159767,185060,450,,,,,,
1015,611399,1974363,680386,191286,2159834,185060,450,,,,,,
1016,611540,1974520,680386,191297,2159901,185060,450,,,,,,
1017,611631,1974703,680417,191297,2159968,185060,450,,,,,,
1018,611664,1974820,680476,191297,2160035,185060,450,,,,,,
1019,611772,1974922,680526,191302,2160102,185060,450,,,,,,
1020,611821,1974990,680601,191359,2160169,185060,450,,,,,,
1021,611958,1983756,682364,191650,2163375,186361,450,,,,,,
1022,612286,1984527,686362,192189,2164039,186450,450,,,,,,
1023,613342,1984771,686762,192587,2164502,186539,450,,,,,,
1024,614218,1984917,687206,192794,2164917,186628,450,,,,,,
1025,614558,1991536,689395,193096,2166432,186686,450,,,,,,
1026,615198,1992272,693129,193584,2166973,186744,450,,,,,,
1027,616283,1992620,693566,194338,2167307,186802,450,,,,,,
1028,617536,1992787,693851,194780,2167645,186860,450,,,,,,
1029,618414,1998932,696428,195006,2168475,186860,450,,,,,,
1030,619272,1999848,699888,195706,2169066,186860,450,,,,,,
1031,620300,2000194,700530,196534,2169329,186860,450,,,,,,
1032,621878,2000610,700773,196994,2169702,186860,450,,,,,,
1033,623175,2006488,703995,197373,2169895,186860,450,,,,,,
1034,624176,2007273,706482,198265,2169924,186860,450,,,,,,
1035,625156,2007864,707020,199235,2169953,186860,450,,,,,,
1036,626244,2008534,707279,199707,2169982,186860,450,,,,,,
1037,627474,2009154,707762,200318,2170011,186860,450,,,,,,
1038,628675,2010182,708059,201041,2170040,186860,450,,,,,,
1039,629814,2011161,708230,202014,2170150,186860,450,,,,,,
1040,631569,2012410,708794,202706,2170202,186860,450,,,,,,
1041,632619,2013147,709390,203395,2170231,186860,450,,,,,,
1042,633751,2013977,709831,204280,2170260,186860,450,,,,,,
1043,634874,2015166,710244,204961,2170289,186860,450,,,,,,
1044,636262,2016241,710538,205720,2170318,186860,450,,,,,,
1045,637093,2016882,710984,206282,2170347,186860,450,,,,,,
1046,638563,2017701,711224,207124,2170376,186860,450,,,,,,
1047,640226,2018019,711558,208133,2170405,186860,450,,,,,,
1048,641614,2018801,711808,208613,2170434,186860,450,,,,,,
1049,642173,2019904,712385,209727,2170463,186860,450,,,,,,
1050,643032,2020675,712936,210587,2170573,186860,450,,,,,,
1051,644500,2021315,713282,211374,2170602,186860,450,,,,,,
1052,645580,2021724,713751,212060,2170631,186860,450,,,,,,
1053,646993,2022597,714380,213069,2170660,186860,450,,,,,,
1054,647812,2023139,714688,214064,2170689,186860,450,,,,,,
1055,649002,2023567,715144,214932,2170791,186860,450,,,,,,
,10.88793248,33.94821722,11.99755869,3.605790282,36.41810941,3.134842518,0.007549391,5960746,,,,,
,Commerce,Catering,Health,RecreationActiv,Transport,Hotel,RealState,,,,,,
