,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1497,0,637,0,1370,613,0
32,4661,0,1689,0,2546,1122,0
33,7355,0,2487,0,3835,1645,0
34,10016,0,3334,0,5035,2351,0
35,14746,0,5738,0,8681,3937,0
36,20070,0,7735,0,12380,5901,0
37,25249,0,10124,0,15921,7592,0
38,30084,0,12674,0,19837,9318,0
39,36522,71,15740,0,24910,11679,0
40,43552,223,18877,0,29808,14452,0
41,49385,456,22626,0,34704,17271,0
42,56403,680,25495,0,39845,19921,0
43,64119,1976,30379,0,45793,23508,0
44,72833,3828,34333,0,52627,27332,0
45,80769,6218,38041,0,58892,31016,0
46,88863,10481,42111,0,64558,34171,0
47,96287,16010,46195,0,71679,38277,0
48,104723,23075,50179,0,77957,41706,0
49,112476,32073,54430,0,84071,45130,0
50,120101,44612,58033,0,90950,48551,0
51,128098,57487,61691,0,96538,52401,0
52,135899,72685,65157,0,103135,56048,0
53,142913,87577,68581,0,109090,59718,0
54,150301,102941,71723,0,114957,62709,0
55,158125,118264,74227,0,121738,66712,0
56,165067,132895,77341,0,128262,69860,0
57,171576,147420,79485,0,134211,73466,0
58,178895,161993,81865,0,140535,77115,0
59,185211,173438,84042,0,146154,80395,0
60,191197,184691,85860,0,152891,83517,0
61,196336,205316,89084,0,158304,87300,0
62,200784,212151,95908,0,162958,89879,0
63,203952,217917,98204,0,167346,93119,0
64,207713,222903,100058,0,172657,95741,0
65,211175,240381,103108,0,175981,97892,0
66,214762,243630,111891,0,178772,99965,0
67,219120,245866,113997,0,181712,101553,0
68,222053,246901,115892,0,184375,103398,0
69,224583,262762,117649,0,186135,104461,0
70,226674,263864,124301,0,187664,105185,0
71,229757,264611,126121,0,189129,106133,0
72,231649,265253,128139,0,190568,106649,0
73,232925,279362,129990,0,190822,107191,0
74,234909,279432,133690,0,190822,107191,0
75,235977,279656,134840,0,190822,107191,0
