,Agent_Commerce($),Agent_Catering($),Agent_Health($),Agent_RecreationActiv($),Agent_Transport($),Agent_Hotel($),Agent_RealState($)
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1279,0,737,0,1809,1180,0
32,3082,0,1496,0,3824,2301,0
33,5503,0,2182,0,5813,3438,0
34,8363,0,2945,0,7899,4689,0
35,11740,0,4782,0,11079,6465,0
36,16011,0,6966,0,14657,8702,0
37,19742,0,9109,0,17797,10518,0
38,23205,0,11596,0,21683,12686,0
39,28201,0,14394,0,27250,14764,0
40,33453,171,17833,0,33345,17761,0
41,38496,432,21318,0,39014,20447,0
42,43907,847,24729,0,44918,22822,0
43,51460,1876,29630,0,52391,26271,0
44,59551,3104,34197,0,59622,30057,0
45,67198,5262,38690,0,66802,33032,0
46,74910,9671,44074,0,73709,36749,0
47,82460,15671,48618,0,80758,40193,0
48,90035,22500,53240,0,88109,43407,0
49,98070,31101,57471,0,95454,46695,0
50,105230,41396,61312,0,102940,50387,0
51,112995,54025,65429,0,110065,53662,0
52,120429,67904,69129,0,117047,56738,0
53,128310,84874,72114,0,123788,60611,0
54,134889,101474,75151,0,131485,63682,0
55,142193,118336,78044,0,137385,67199,0
56,149502,135232,81170,0,145367,70291,0
57,155603,149649,83742,0,152612,73640,0
58,162488,165323,86356,0,159151,77015,0
59,168953,179216,88447,0,166167,80411,0
60,174297,190296,91287,0,173188,83204,0
61,179662,213167,95221,0,178869,86501,0
62,184323,222299,102568,0,183786,88485,0
63,187908,228879,105174,0,188707,90553,0
64,191881,234350,108084,0,194048,92369,0
65,195461,251915,110768,0,198528,94404,0
66,199044,255207,120110,0,202172,95869,0
67,203747,257456,122234,0,205601,97417,0
68,207022,258892,124749,0,209785,98568,0
69,210280,274062,127755,0,211580,99535,0
70,213610,274694,136074,0,212805,100486,0
71,217386,275608,138187,0,213984,101259,0
72,221360,275962,140116,0,215329,101989,0
73,223264,292612,141975,0,215992,102299,0
74,226366,292768,147060,0,215992,102299,0
75,226977,292860,148414,0,215992,102299,0
