regione,rsa,rai,rih,rir,rhr,rhd,r0_max,r0_min,k,startLockdown
ESP,2.0,0.8532644471851966,0.15376988655220583,0.012084665739583795,0.012,0.19558116375011553,5.0,0.3001687832020464,4.295662170593638,61.00630307064089
